,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Amor de Verdade","MC Kekel",26509,https://open.spotify.com/track/76KDy62J99FKu6ZsxMJy3j
2,"Better Now","Post Malone",23165,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
3,"One Kiss (with Dua Lipa)","Calvin Harris",22752,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
4,"Faz Gostoso",Blaya,21709,https://open.spotify.com/track/35pucCKt28NvIK88gpEEjl
5,"God's Plan",Drake,17670,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY
6,X,"Nicky Jam",17454,https://open.spotify.com/track/39N9RPD9MRb5WmoLzNzPeA
7,"This Is America","Childish Gambino",17137,https://open.spotify.com/track/0b9oOr2ZgvyQu88wzixux9
8,"Nice For What",Drake,16782,https://open.spotify.com/track/1cTZMwcBJT0Ka3UJPXOeeN
9,FRIENDS,Marshmello,16333,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G
10,"Youth feat. Khalid","Shawn Mendes",14909,https://open.spotify.com/track/5SwEgzUFDHwpWHKrbnP32Z
11,"Psycho (feat. Ty Dolla $ign)","Post Malone",14673,https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C
12,"In My Blood","Shawn Mendes",14666,https://open.spotify.com/track/21YnmkSDhUkmkkni22Svc4
13,"no tears left to cry","Ariana Grande",14250,https://open.spotify.com/track/5SxkdsY1ufZzoq9iXceLw9
14,"Call Out My Name","The Weeknd",14162,https://open.spotify.com/track/1gm616Plq4ScqNi7TVkZ5N
15,"Love Lies (with Normani)",Khalid,12807,https://open.spotify.com/track/45Egmo7icyopuzJN0oMEdk
16,"Back To You","Selena Gomez",12673,https://open.spotify.com/track/514rhnksEwHUh6LxXsQ4Y9
17,"rockstar (feat. 21 Savage)","Post Malone",12316,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
18,"I Like It","Cardi B",11784,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
19,Flames,"David Guetta",10676,https://open.spotify.com/track/33IOhptvC2Qoy2UhjiHXLV
20,Youngblood,"5 Seconds of Summer",10411,https://open.spotify.com/track/55S2PQgSMYAhgoTCcGCDfw
21,"lovely (with Khalid)","Billie Eilish",10400,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
22,"Mafiosa (feat. Caroliina)",Lartiste,10096,https://open.spotify.com/track/0WxiQqTcK3ZErx2mMWgtm6
23,"Look Alive (feat. Drake)","BlocBoy JB",9879,https://open.spotify.com/track/4qKcDkK6siZ7Jp1Jb4m0aL
24,Mine,Bazzi,9638,https://open.spotify.com/track/7uzmGiiJyRfuViKKK3lVmR
25,IDGAF,"Dua Lipa",9596,https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr
26,"The Middle",Zedd,9471,https://open.spotify.com/track/2ARqIya5NAuvFVHSN3bL0m
27,"All The Stars (with SZA)","Kendrick Lamar",8992,https://open.spotify.com/track/3GCdLUSnKSMJhs4Tj6CV3s
28,Nevermind,"Dennis Lloyd",8702,https://open.spotify.com/track/63SevszngYpZOwf63o61K4
29,Paranoid,"Post Malone",8664,https://open.spotify.com/track/3fpVWegR6YOS1Yk5HSMYIq
30,OTW,Khalid,8474,https://open.spotify.com/track/6Hgh47WXVKtXN5zGOu0hjI
31,Nervous,"Shawn Mendes",8324,https://open.spotify.com/track/0Dq49j3dELbttQVUJbtn0c
32,"FAKE LOVE",BTS,8316,https://open.spotify.com/track/3aW0ds4A4tSQDIp75FqWTo
33,"Ta Tum Tum","MC Kevinho",8270,https://open.spotify.com/track/6etab3UBCo5GOTMZqUvRka
34,"Só Quer Vrau","MC MM",8192,https://open.spotify.com/track/68uKHxQzoY6gd7YSKJf21J
35,Barking,Ramz,8053,https://open.spotify.com/track/7amMgNDcObIDkIXv4xcvc2
36,Downtown,Anitta,8050,https://open.spotify.com/track/3Ga6eKrUFf12ouh9Yw3v2D
37,SAD!,XXXTENTACION,8011,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
38,"Vai malandra (feat. Tropkillaz & DJ Yuri Martins)",Anitta,7973,https://open.spotify.com/track/6u0EAxf1OJTLS7CvInuNd7
39,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Rudimental,7843,https://open.spotify.com/track/5CLGzJsGqhCEECcpnFQA8x
40,"Walk It Talk It",Migos,7753,https://open.spotify.com/track/6n4U3TlzUGhdSFbUUhTvLP
41,"Water - Single Version","Richie Campbell",7739,https://open.spotify.com/track/58dElABzeDBwfhttWGf6n1
42,"Échame La Culpa","Luis Fonsi",7682,https://open.spotify.com/track/1zsG4eaZmkA1dvjDDsAGLK
43,"Solo (feat. Demi Lovato)","Clean Bandit",7304,https://open.spotify.com/track/6kPJZM97LwdG9QIsT7khp6
44,GOTTI,6ix9ine,7190,https://open.spotify.com/track/27oFpFktCq9JIXjJQRuv7a
45,"A Vida Toda","Carolina Deslandes",7123,https://open.spotify.com/track/6phApqHjoCegpevdCSh331
46,"Chaminé (Zara G)","Wet Bed Gang",7074,https://open.spotify.com/track/53kn2KqWSG9neh5H3YQqxt
47,"Freaky Friday (feat. Chris Brown)","Lil Dicky",7022,https://open.spotify.com/track/10Igtw8bSDyyFs7KIsKngZ
48,"New Rules","Dua Lipa",7017,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
49,Havana,"Camila Cabello",6866,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W
50,"Playinwitme (feat. Kehlani)",KYLE,6204,https://open.spotify.com/track/4F1yvJfQ7gJkrcgFJQDjOr
51,"Lost In Japan","Shawn Mendes",6059,https://open.spotify.com/track/6WBTeFDEfAJbaSUUc1V1xQ
52,"Where Were You In The Morning?","Shawn Mendes",5992,https://open.spotify.com/track/51wrmElSLxFzc0vSQPeTxs
53,"Te Boté - Remix","Nio Garcia",5939,https://open.spotify.com/track/3V8UKqhEK5zBkBb6d6ub8i
54,"Lucid Dreams","Juice WRLD",5626,https://open.spotify.com/track/0X8DcetL926BYiPJYstJTc
55,"Remind Me to Forget",Kygo,5463,https://open.spotify.com/track/6xTU6B6nFwKKTSZ9ySXS80
56,Somebody,"The Chainsmokers",5442,https://open.spotify.com/track/3pWcj8hxj3fsb9TDAcMpEl
57,Stay,"Post Malone",5437,https://open.spotify.com/track/4H7WNRErSbONkM06blBoGc
58,"Yes Indeed","Lil Baby",5433,https://open.spotify.com/track/6vN77lE9LK6HP2DewaN6HZ
59,"Welcome to the Party (with French Montana & Lil Pump, feat. Zhavia Ward) - from Deadpool 2",Diplo,5419,https://open.spotify.com/track/5mqzhMuUpvnMfwNz6iepmO
60,"I'm Upset",Drake,5365,https://open.spotify.com/track/54oMZ3blwWwuPN4wEoG5mk
61,"Done for Me (feat. Kehlani)","Charlie Puth",5363,https://open.spotify.com/track/1lsBTdE6MGsKeZCD6llNu7
62,"Sangria Wine","Pharrell Williams",5330,https://open.spotify.com/track/6XlSyYFTU1nodeWwwzVgTV
63,Slowly,"Richie Campbell",5208,https://open.spotify.com/track/0jg1Oo5WVBBgF1bWspmD1v
64,"Shape of You","Ed Sheeran",5127,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
65,Familiar,"Liam Payne",5087,https://open.spotify.com/track/0Y4hwUppbGc8aIBmiTz30A
66,Silence,Marshmello,4803,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU
67,"Salto Alto",Piruka,4791,https://open.spotify.com/track/3sIXzuNgN9HrC7amkEQWiP
68,2002,Anne-Marie,4747,https://open.spotify.com/track/6SFStUDQZNaGPKWOx9ZiJB
69,"Praise The Lord (Da Shine) (feat. Skepta)","A$AP Rocky",4728,https://open.spotify.com/track/7ycWLEP1GsNjVvcjawXz3z
70,"A Nossa Vez",Calema,4716,https://open.spotify.com/track/5WB70PqZqozarhWv1LCuvL
71,Esskeetit,"Lil Pump",4706,https://open.spotify.com/track/44KKhCyI0BGS6LvVyDqJtH
72,"Fallin' All In You","Shawn Mendes",4695,https://open.spotify.com/track/5I8oEqbk2ZBmQfXCrZbUFb
73,"Meant to Be (feat. Florida Georgia Line)","Bebe Rexha",4662,https://open.spotify.com/track/7iDa6hUg2VgEL1o1HjmfBn
74,Wolves,"Selena Gomez",4625,https://open.spotify.com/track/7EmGUiUaOSGDnUUQUDrOXC
75,"Like To Be You feat. Julia Michaels","Shawn Mendes",4601,https://open.spotify.com/track/5QskYLFPX9y7pLU0VEMNbr
76,"XO TOUR Llif3","Lil Uzi Vert",4596,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO
77,"Dona Maria","Thiago Brava",4545,https://open.spotify.com/track/0dGqIEsFN3KakdPCMkgjre
78,"Four Out Of Five","Arctic Monkeys",4351,https://open.spotify.com/track/5Z5nbOXhsSbySVC7WUc6y9
79,goosebumps,"Travis Scott",4243,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
80,Dura,"Daddy Yankee",4235,https://open.spotify.com/track/2j2fIJGh4PMdXt9ULI5Tlc
81,"Me Rehúso","Danny Ocean",4235,https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl
82,"Because I Had You","Shawn Mendes",4204,https://open.spotify.com/track/7hlhojpax9zg2FNdBLY5ox
83,Mutual,"Shawn Mendes",4192,https://open.spotify.com/track/0rrfXLr1p1yxsUy7LrKoYT
84,"Me Niego",Reik,4148,https://open.spotify.com/track/6jA8JUuPCGYjFcgw0AoM5T
85,Unforgettable,"French Montana",4137,https://open.spotify.com/track/3B54sVLJ402zGa6Xm4YGNe
86,Papum,"MC Kevinho",4103,https://open.spotify.com/track/5tNnnptCfuLXLHnDqrL9ku
87,"Let Me",ZAYN,4099,https://open.spotify.com/track/7Fg342AJtNsIDdwCfX0paC
88,"Particular Taste","Shawn Mendes",4072,https://open.spotify.com/track/1mmAqhLcvPrknbslMiDlyU
89,"Perfectly Wrong","Shawn Mendes",4047,https://open.spotify.com/track/0UTHr20nqVFMoji8xYE9yl
90,"For You (Fifty Shades Freed) (& Rita Ora)","Liam Payne",4034,https://open.spotify.com/track/5hM6sP0Gh1jD57drszNueC
91,"Romance Com Safadeza","Wesley Safadão",4027,https://open.spotify.com/track/0RBOFW5424gCCCZrgECbt6
92,Why,"Shawn Mendes",4015,https://open.spotify.com/track/1KXFoiT2n4QXRsFvhWNI4I
93,"Mo Boy",Dillaz,3974,https://open.spotify.com/track/0A3b3cu2JPBUTGC6qJEqUy
94,"Avião De Papel","Carolina Deslandes",3936,https://open.spotify.com/track/0Bxc1dZPYG8fSAfs3uUzUz
95,Aleluia,"Wet Bed Gang",3927,https://open.spotify.com/track/3nOdmaNfqskNaYpBGPLDdG
96,Thunder,"Imagine Dragons",3894,https://open.spotify.com/track/26gceVsA1ybT8qsX3aYLEn
97,"1, 2, 3 (feat. Jason Derulo & De La Ghetto)","Sofia Reyes",3888,https://open.spotify.com/track/4QtiVmuA88tPQiCOHZuQ5b
98,"New Light","John Mayer",3882,https://open.spotify.com/track/3bH4HzoZZFq8UpZmI2AMgV
99,"Guatemala - From Swaecation","Rae Sremmurd",3870,https://open.spotify.com/track/0TCnOEVeLQMXOUrpPlM7uY
100,"El Préstamo",Maluma,3845,https://open.spotify.com/track/2XVilv6s9GETnw9PG4T9Mz
101,Believer,"Imagine Dragons",3800,https://open.spotify.com/track/7Izh7zLJGw1Nscd62Exxj4
102,"O Clima",Lhast,3792,https://open.spotify.com/track/2KTw4vRM6mdBzMlVkInvSS
103,"Corazón (feat. Nego do Borel)",Maluma,3771,https://open.spotify.com/track/5cepAtqnEQ6yVG6088zMMu
104,Entertainer,ZAYN,3771,https://open.spotify.com/track/5LTGmestwpHZ1BfCmpFQJx
105,"Dusk Till Dawn - Radio Edit",ZAYN,3767,https://open.spotify.com/track/1j4kHkkpqZRBwE0A4CN4Yv
106,"Sin Pijama","Becky G",3729,https://open.spotify.com/track/2ijef6ni2amuunRoKTlgww
107,"Like I Do","David Guetta",3729,https://open.spotify.com/track/6RnkFd8Fqqgk1Uni8RgqCQ
108,Attention,"Charlie Puth",3723,https://open.spotify.com/track/5cF0dROlMOK5uNZtivgu50
109,"Ball For Me (feat. Nicki Minaj)","Post Malone",3719,https://open.spotify.com/track/6IaieqiCVvsNvEt6Y7yOFa
110,"Jocelyn Flores",XXXTENTACION,3695,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
111,Queen,"Shawn Mendes",3688,https://open.spotify.com/track/17FyWGvqby379Q92sn23jW
112,"I Fall Apart","Post Malone",3660,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh
113,"Do I Wanna Know?","Arctic Monkeys",3631,https://open.spotify.com/track/3rq5w4bQGigXOfdN30ATJt
114,HUMBLE.,"Kendrick Lamar",3571,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS
115,"I Miss You (feat. Julia Michaels)","Clean Bandit",3562,https://open.spotify.com/track/2xmrfQpmS2iJExTlklLoAL
