,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"God's Plan",Drake,27424,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY
2,"Call Out My Name","The Weeknd",25003,https://open.spotify.com/track/1gm616Plq4ScqNi7TVkZ5N
3,X,"Nicky Jam",19374,https://open.spotify.com/track/39N9RPD9MRb5WmoLzNzPeA
4,"Psycho (feat. Ty Dolla $ign)","Post Malone",19325,https://open.spotify.com/track/65NwOZqoXny4JxqAPlfxRF
5,FRIENDS,Marshmello,18503,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G
6,"Love Lies (with Normani)",Khalid,16238,https://open.spotify.com/track/45Egmo7icyopuzJN0oMEdk
7,"All The Stars (with SZA)","Kendrick Lamar",15981,https://open.spotify.com/track/3GCdLUSnKSMJhs4Tj6CV3s
8,"Faz Gostoso",Blaya,15861,https://open.spotify.com/track/35pucCKt28NvIK88gpEEjl
9,SAD!,XXXTENTACION,15662,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
10,rockstar,"Post Malone",15093,https://open.spotify.com/track/2U7Hu2RaNQNRi7izoJyZaX
11,IDGAF,"Dua Lipa",14802,https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr
12,"Try Me","The Weeknd",14227,https://open.spotify.com/track/2poOAWEj1CStqTVPgIHZ8s
13,Mine,Bazzi,13815,https://open.spotify.com/track/6tHWl8ows5JOZq9Yfaqn3M
14,"In My Blood","Shawn Mendes",13765,https://open.spotify.com/track/79jX8RM5CgPqDKdGEKNW9K
15,"Look Alive (feat. Drake)","BlocBoy JB",13324,https://open.spotify.com/track/4qKcDkK6siZ7Jp1Jb4m0aL
16,"The Middle",Zedd,13056,https://open.spotify.com/track/2ARqIya5NAuvFVHSN3bL0m
17,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Rudimental,12215,https://open.spotify.com/track/5CLGzJsGqhCEECcpnFQA8x
18,"Ta Tum Tum","MC Kevinho",12062,https://open.spotify.com/track/6etab3UBCo5GOTMZqUvRka
19,"Échame La Culpa","Luis Fonsi",12044,https://open.spotify.com/track/1zsG4eaZmkA1dvjDDsAGLK
