,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,rockstar,"Post Malone",27181,https://open.spotify.com/track/7wGoVu4Dady5GV0Sv4UIsx
2,"Vai malandra (feat. Tropkillaz & DJ Yuri Martins)",Anitta,20006,https://open.spotify.com/track/6u0EAxf1OJTLS7CvInuNd7
3,"Échame La Culpa","Luis Fonsi",19912,https://open.spotify.com/track/1zsG4eaZmkA1dvjDDsAGLK
4,"All I Want for Christmas Is You","Mariah Carey",19027,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn
5,Havana,"Camila Cabello",18903,https://open.spotify.com/track/0ofbQMrRDsUaVKq2mGLEAb
6,"River (feat. Ed Sheeran)",Eminem,17681,https://open.spotify.com/track/5UEnHoDYpsxlfzWLZIc7LD
7,Downtown,Anitta,17271,https://open.spotify.com/track/3Ga6eKrUFf12ouh9Yw3v2D
8,"New Rules","Dua Lipa",16329,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
9,"Salto Alto",Piruka,16012,https://open.spotify.com/track/3sIXzuNgN9HrC7amkEQWiP
10,Wolves,"Selena Gomez",15636,https://open.spotify.com/track/7EmGUiUaOSGDnUUQUDrOXC
11,"Water - Single Version","Richie Campbell",15297,https://open.spotify.com/track/58dElABzeDBwfhttWGf6n1
12,Silence,Marshmello,14791,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU
13,"Him & I (with Halsey)",G-Eazy,14713,https://open.spotify.com/track/5k38wzpLb15YgncyWdTZE4
14,"Dusk Till Dawn - Radio Edit",ZAYN,14434,https://open.spotify.com/track/1j4kHkkpqZRBwE0A4CN4Yv
15,"Perfect Duet (Ed Sheeran & Beyoncé)","Ed Sheeran",13929,https://open.spotify.com/track/1bhUWB0zJMIKr9yVPrkEuI
16,"Gucci Gang","Lil Pump",13618,https://open.spotify.com/track/43ZyHQITOjhciSUUNPVRHc
17,Perfect,"Ed Sheeran",13511,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
18,"Não Faz Isso",Piruka,13268,https://open.spotify.com/track/0D8wUCg5XGHfWQIEzMmJAl
19,"Too Good At Goodbyes","Sam Smith",12402,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV
20,"Me Rehúso","Danny Ocean",12307,https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl
21,"A Vida Toda","Carolina Deslandes",11513,https://open.spotify.com/track/1pc6Ssg5obznItjcqRFWbM
22,"What Lovers Do (feat. SZA)","Maroon 5",11389,https://open.spotify.com/track/3hBBKuWJfxlIlnd9QFoC8k
23,"Shape of You","Ed Sheeran",11130,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
24,Unforgettable,"French Montana",11047,https://open.spotify.com/track/3B54sVLJ402zGa6Xm4YGNe
25,"I Fall Apart","Post Malone",10909,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh
26,Congratulations,"Post Malone",10856,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9
27,"Let You Down",NF,10535,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr
28,"O Clima",Lhast,10515,https://open.spotify.com/track/2KTw4vRM6mdBzMlVkInvSS
29,"Last Christmas",Wham!,10348,https://open.spotify.com/track/2FRnf9qhLbvw8fu4IBXx78
30,"XO TOUR Llif3","Lil Uzi Vert",10298,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO
31,"Só Vim Dizer Yau",Piruka,10090,https://open.spotify.com/track/3WmKdTY0wtkDRd5mAsAB5i
