,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,SAD!,XXXTENTACION,41398,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
2,"Jocelyn Flores",XXXTENTACION,32173,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
3,"Amor de Verdade","MC Kekel",28794,https://open.spotify.com/track/76KDy62J99FKu6ZsxMJy3j
4,changes,XXXTENTACION,27436,https://open.spotify.com/track/7AFASza1mXqntmGtbxXprO
5,"Better Now","Post Malone",26105,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
6,Moonlight,XXXTENTACION,25419,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
7,"One Kiss (with Dua Lipa)","Calvin Harris",24657,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
8,"Girls Like You (feat. Cardi B)","Maroon 5",22007,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
9,"Fuck Love (feat. Trippie Redd)",XXXTENTACION,21825,https://open.spotify.com/track/7AQim7LbvFVZJE3O8TYgf2
10,X,"Nicky Jam",21732,https://open.spotify.com/track/39N9RPD9MRb5WmoLzNzPeA
11,"Faz Gostoso",Blaya,21033,https://open.spotify.com/track/35pucCKt28NvIK88gpEEjl
12,"Lucid Dreams","Juice WRLD",20281,https://open.spotify.com/track/0X8DcetL926BYiPJYstJTc
13,"Everybody Dies In Their Nightmares",XXXTENTACION,19362,https://open.spotify.com/track/3GVkPk8mqxz0itaAriG1L7
14,"Back To You","Selena Gomez",19324,https://open.spotify.com/track/514rhnksEwHUh6LxXsQ4Y9
15,"I Like It","Cardi B",18997,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
16,Youngblood,"5 Seconds of Summer",18456,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
17,"God's Plan",Drake,17616,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY
18,"the remedy for a broken heart (why am I so in love)",XXXTENTACION,17054,https://open.spotify.com/track/4UKCKdYiLN6IMA5ZESUTL7
19,"no tears left to cry","Ariana Grande",16307,https://open.spotify.com/track/5SxkdsY1ufZzoq9iXceLw9
20,"Mafiosa (feat. Caroliina)",Lartiste,16221,https://open.spotify.com/track/0WxiQqTcK3ZErx2mMWgtm6
21,FRIENDS,Marshmello,15917,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G
22,"lovely (with Khalid)","Billie Eilish",15714,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
23,"Solo (feat. Demi Lovato)","Clean Bandit",14815,https://open.spotify.com/track/6kPJZM97LwdG9QIsT7khp6
24,"Psycho (feat. Ty Dolla $ign)","Post Malone",13765,https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C
25,"1100 Cegonhas - Prod. Here's Jhonny",Dillaz,13634,https://open.spotify.com/track/2z8miBNCvH52PnK5vfeXm8
26,"Nice For What",Drake,13154,https://open.spotify.com/track/1cTZMwcBJT0Ka3UJPXOeeN
27,"Jackie Chan",Tiësto,13006,https://open.spotify.com/track/4kWO6O1BUXcZmaxitpVUwp
28,"All Mine","Kanye West",12962,https://open.spotify.com/track/3qnoOm4fwZPBS116f5hpgF
29,"In My Blood","Shawn Mendes",12685,https://open.spotify.com/track/21YnmkSDhUkmkkni22Svc4
30,"Taste (feat. Offset)",Tyga,12568,https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy
31,NUMB,XXXTENTACION,12532,https://open.spotify.com/track/01TnVDiet1DFTsyWKUKovl
32,"Ocean (feat. Khalid)","Martin Garrix",12377,https://open.spotify.com/track/3nc420PXjTdBV5TN0gCFkS
33,"rockstar (feat. 21 Savage)","Post Malone",12279,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
