,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"All I Want for Christmas Is You","Mariah Carey",36186,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn
2,"Last Christmas",Wham!,23283,https://open.spotify.com/track/2FRnf9qhLbvw8fu4IBXx78
3,rockstar,"Post Malone",22837,https://open.spotify.com/track/7wGoVu4Dady5GV0Sv4UIsx
4,"Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet)","Frank Sinatra",17861,https://open.spotify.com/track/7inXu0Eaeg02VsM8kHNvzM
5,"Vai malandra (feat. Tropkillaz & DJ Yuri Martins)",Anitta,16937,https://open.spotify.com/track/6u0EAxf1OJTLS7CvInuNd7
6,"Échame La Culpa","Luis Fonsi",16277,https://open.spotify.com/track/1zsG4eaZmkA1dvjDDsAGLK
7,"It's Beginning to Look a Lot Like Christmas","Michael Bublé",16226,https://open.spotify.com/track/0lLdorYw7lVrJydTINhWdI
8,Havana,"Camila Cabello",15412,https://open.spotify.com/track/0ofbQMrRDsUaVKq2mGLEAb
9,"Santa Tell Me","Ariana Grande",15049,https://open.spotify.com/track/1ADjWm8QNhgNV8yCNNgQ1T
10,Downtown,Anitta,13893,https://open.spotify.com/track/3Ga6eKrUFf12ouh9Yw3v2D
11,"Salto Alto",Piruka,13438,https://open.spotify.com/track/3sIXzuNgN9HrC7amkEQWiP
12,"River (feat. Ed Sheeran)",Eminem,13259,https://open.spotify.com/track/5UEnHoDYpsxlfzWLZIc7LD
13,"Só Vim Dizer Yau",Piruka,12904,https://open.spotify.com/track/3WmKdTY0wtkDRd5mAsAB5i
14,"New Rules","Dua Lipa",12787,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
15,"Water - Single Version","Richie Campbell",12310,https://open.spotify.com/track/58dElABzeDBwfhttWGf6n1
16,"Blue Christmas","Elvis Presley",11932,https://open.spotify.com/track/3QiAAp20rPC3dcAtKtMaqQ
17,"Não Faz Isso",Piruka,11701,https://open.spotify.com/track/0D8wUCg5XGHfWQIEzMmJAl
18,Wolves,"Selena Gomez",11568,https://open.spotify.com/track/7EmGUiUaOSGDnUUQUDrOXC
19,Silence,Marshmello,11538,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU
20,"Gucci Gang","Lil Pump",11401,https://open.spotify.com/track/43ZyHQITOjhciSUUNPVRHc
21,"Do They Know It's Christmas? - 1984 Version","Band Aid",11384,https://open.spotify.com/track/1hvpDAxZPKjKztOc72sv06
