,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,rockstar,"Post Malone",27445,https://open.spotify.com/track/7wGoVu4Dady5GV0Sv4UIsx
2,"Échame La Culpa","Luis Fonsi",21530,https://open.spotify.com/track/1zsG4eaZmkA1dvjDDsAGLK
3,"Vai malandra (feat. Tropkillaz & DJ Yuri Martins)",Anitta,21355,https://open.spotify.com/track/6u0EAxf1OJTLS7CvInuNd7
4,Havana,"Camila Cabello",19648,https://open.spotify.com/track/0ofbQMrRDsUaVKq2mGLEAb
5,"Só Vim Dizer Yau",Piruka,17986,https://open.spotify.com/track/3WmKdTY0wtkDRd5mAsAB5i
6,Downtown,Anitta,17838,https://open.spotify.com/track/3Ga6eKrUFf12ouh9Yw3v2D
7,"New Rules","Dua Lipa",17436,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
8,"River (feat. Ed Sheeran)",Eminem,17191,https://open.spotify.com/track/5UEnHoDYpsxlfzWLZIc7LD
9,"Salto Alto",Piruka,16379,https://open.spotify.com/track/3sIXzuNgN9HrC7amkEQWiP
10,Wolves,"Selena Gomez",16255,https://open.spotify.com/track/7EmGUiUaOSGDnUUQUDrOXC
11,Silence,Marshmello,15465,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU
12,"Water - Single Version","Richie Campbell",15108,https://open.spotify.com/track/58dElABzeDBwfhttWGf6n1
13,"Him & I (with Halsey)",G-Eazy,15104,https://open.spotify.com/track/5k38wzpLb15YgncyWdTZE4
14,"Dusk Till Dawn - Radio Edit",ZAYN,14027,https://open.spotify.com/track/1j4kHkkpqZRBwE0A4CN4Yv
15,"Me Rehúso","Danny Ocean",13926,https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl
16,"Gucci Gang","Lil Pump",13810,https://open.spotify.com/track/43ZyHQITOjhciSUUNPVRHc
17,Perfect,"Ed Sheeran",13708,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
18,"Perfect Duet (Ed Sheeran & Beyoncé)","Ed Sheeran",13436,https://open.spotify.com/track/1bhUWB0zJMIKr9yVPrkEuI
19,"Não Faz Isso",Piruka,13157,https://open.spotify.com/track/0D8wUCg5XGHfWQIEzMmJAl
20,"Too Good At Goodbyes","Sam Smith",12747,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV
21,"I Fall Apart","Post Malone",12537,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh
22,"A Vida Toda","Carolina Deslandes",12177,https://open.spotify.com/track/1pc6Ssg5obznItjcqRFWbM
23,"What Lovers Do (feat. SZA)","Maroon 5",11847,https://open.spotify.com/track/3hBBKuWJfxlIlnd9QFoC8k
