,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,rockstar,"Post Malone",32866,https://open.spotify.com/track/7wGoVu4Dady5GV0Sv4UIsx
2,Havana,"Camila Cabello",26727,https://open.spotify.com/track/0ofbQMrRDsUaVKq2mGLEAb
3,"Salto Alto",Piruka,24488,https://open.spotify.com/track/3sIXzuNgN9HrC7amkEQWiP
4,"Dusk Till Dawn - Radio Edit",ZAYN,22474,https://open.spotify.com/track/1j4kHkkpqZRBwE0A4CN4Yv
5,"New Rules","Dua Lipa",22227,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
6,"Too Good At Goodbyes","Sam Smith",20717,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV
7,"Não Faz Isso",Piruka,20033,https://open.spotify.com/track/0D8wUCg5XGHfWQIEzMmJAl
8,"Gucci Gang","Lil Pump",19204,https://open.spotify.com/track/43ZyHQITOjhciSUUNPVRHc
9,"What Lovers Do (feat. SZA)","Maroon 5",18624,https://open.spotify.com/track/3hBBKuWJfxlIlnd9QFoC8k
10,Silence,Marshmello,17940,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU
11,Wolves,"Selena Gomez",17474,https://open.spotify.com/track/7EmGUiUaOSGDnUUQUDrOXC
12,1-800-273-8255,Logic,16246,https://open.spotify.com/track/5tz69p7tJuGPeMGwNTxYuV
13,Perfect,"Ed Sheeran",16115,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
14,Unforgettable,"French Montana",15135,https://open.spotify.com/track/3B54sVLJ402zGa6Xm4YGNe
15,"I Fall Apart","Post Malone",14993,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh
16,"Let You Down",NF,14945,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr
17,"Walk On Water (feat. Beyoncé)",Eminem,14685,https://open.spotify.com/track/5b2QnYcT9rQIkhRWt4HztQ
18,"Feel It Still","Portugal. The Man",14448,https://open.spotify.com/track/6QgjcU0zLnzq5OrUoSZ3OK
19,"Me Rehúso","Danny Ocean",14385,https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl
20,Aleluia,"Wet Bed Gang",13351,https://open.spotify.com/track/3nOdmaNfqskNaYpBGPLDdG
21,Congratulations,"Post Malone",12693,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9
22,"How Long","Charlie Puth",12270,https://open.spotify.com/track/32DGGj6KlNuBr6WaqRxpxi
23,"XO TOUR Llif3","Lil Uzi Vert",12186,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO
24,Thunder,"Imagine Dragons",12043,https://open.spotify.com/track/0tKcYR2II1VCQWT79i5NrW
25,"Jocelyn Flores",XXXTENTACION,11970,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
26,Stargazing,Kygo,11693,https://open.spotify.com/track/0Zbbxnx4SGGHoIow4PpISP
27,"What About Us",P!nk,11558,https://open.spotify.com/track/0Qh38w01QRXK6KHIv0e3hb
28,"Mi Gente","J Balvin",11441,https://open.spotify.com/track/2rb5MvYT7ZIxbKW5hfcHx8
29,"Let Me Go (with Alesso, Florida Georgia Line & watt)","Hailee Steinfeld",11380,https://open.spotify.com/track/5AEtlRudpgdT5FtNiuly6Y
30,"Shape of You","Ed Sheeran",11357,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
31,"Reggaetón Lento (Remix)",CNCO,11046,https://open.spotify.com/track/3zoYkqS4y2BsGVShPL2nTE
32,"Felices los 4",Maluma,10994,https://open.spotify.com/track/0qYTZCo5Bwh1nsUFGZP3zn
33,"Friends (with BloodPop®)","Justin Bieber",10789,https://open.spotify.com/track/7nZmah2llfvLDiUjm0kiyz
34,"Glorious (feat. Skylar Grey)",Macklemore,10668,https://open.spotify.com/track/0CokSRCu5hZgPxcZBaEzVE
35,"Lonely Together (feat. Rita Ora)",Avicii,10657,https://open.spotify.com/track/2OALaHcDdKkjYEpAr0Qzab
