,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Wild Thoughts (feat. Rihanna & Bryson Tiller)","DJ Khaled",24486,https://open.spotify.com/track/1OAh8uOEOvTDqkKFsKksCi
2,"2U (feat. Justin Bieber)","David Guetta",23720,https://open.spotify.com/track/3A7qX2QjDlPnazUsRk5y0M
3,"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)","DJ Khaled",22349,https://open.spotify.com/track/3DXncPQOG4VBw3QHh3S817
4,Unforgettable,"French Montana",22217,https://open.spotify.com/track/3B54sVLJ402zGa6Xm4YGNe
5,Attention,"Charlie Puth",21058,https://open.spotify.com/track/4iLqG9SeJSnt0cSPICSjxv
6,"Despacito - Remix","Luis Fonsi",18674,https://open.spotify.com/track/5CtI0qwDJkDQGwXD1H1cLb
7,"Shape of You","Ed Sheeran",18098,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
8,"There's Nothing Holdin' Me Back","Shawn Mendes",17581,https://open.spotify.com/track/79cuOz3SPQTuFrp8WgftAu
9,Believer,"Imagine Dragons",16344,https://open.spotify.com/track/0CcQNd8CINkwQfe1RDtGV6
10,Thunder,"Imagine Dragons",16267,https://open.spotify.com/track/0tKcYR2II1VCQWT79i5NrW
11,"Despacito (Featuring Daddy Yankee)","Luis Fonsi",16171,https://open.spotify.com/track/4aWmUDTfIPGksMNLV2rQP2
12,"Swalla (feat. Nicki Minaj & Ty Dolla $ign)","Jason Derulo",15901,https://open.spotify.com/track/6kex4EBAj0WHXDKZMEJaaF
13,"Strip That Down","Liam Payne",15446,https://open.spotify.com/track/6EpRaXYhGOB3fj4V2uDkMJ
14,HUMBLE.,"Kendrick Lamar",15294,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS
15,Mama,"Jonas Blue",15162,https://open.spotify.com/track/0NiXXAI876aGImAd6rTj8w
16,"XO TOUR Llif3","Lil Uzi Vert",14656,https://open.spotify.com/track/2eMwDehkIC1j68U6FA3Eiq
17,"There for You","Martin Garrix",14123,https://open.spotify.com/track/6jA8HL9i4QGzsj6fjoxp8Y
18,Congratulations,"Post Malone",13729,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9
19,"Crying in the Club","Camila Cabello",13322,https://open.spotify.com/track/1SJtlNRJDeYHioymcvsqev
20,"Something Just Like This","The Chainsmokers",13023,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW
21,"Stay (with Alessia Cara)",Zedd,12987,https://open.spotify.com/track/0dA2Mk56wEzDgegdC6R17g
22,"No Promises (feat. Demi Lovato)","Cheat Codes",12862,https://open.spotify.com/track/1louJpMmzEicAn7lzDalPW
23,Signs,Drake,12759,https://open.spotify.com/track/5EnYT6F7wEcdege6mDHEfO
24,"Symphony (feat. Zara Larsson)","Clean Bandit",12507,https://open.spotify.com/track/1x5sYLZiu9r5E43kMlt9f8
25,"SUBEME LA RADIO","Enrique Iglesias",11898,https://open.spotify.com/track/7nKBxz47S9SD79N086fuhn
26,Malibu,"Miley Cyrus",11537,https://open.spotify.com/track/2habSXqcJGExM6JJyskY7O
27,"Felices los 4",Maluma,11460,https://open.spotify.com/track/0qYTZCo5Bwh1nsUFGZP3zn
28,"Sign of the Times","Harry Styles",11205,https://open.spotify.com/track/5Ohxk2dO5COHF1krpoPigN
29,"Mask Off",Future,11194,https://open.spotify.com/track/3rOSwuTsUlJp0Pu0MkN8r8
30,Redbone,"Childish Gambino",11031,https://open.spotify.com/track/3kxfsdsCpFgN412fpnW85Y
31,"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)","Calvin Harris",10943,https://open.spotify.com/track/5bcTCxgc7xVfSaMV3RuVke
32,"Know No Better (feat. Travis Scott, Camila Cabello & Quavo)","Major Lazer",10868,https://open.spotify.com/track/3Ytr1SUCUi6J3L9dRFx5iH
33,"Bad Liar","Selena Gomez",10743,https://open.spotify.com/track/1sCxVKWImDZSZKvG0U9B23
34,"Now Or Never",Halsey,10574,https://open.spotify.com/track/7i2DJ88J7jQ8K7zqFX2fW8
35,"Slide (feat. Frank Ocean & Migos)","Calvin Harris",10558,https://open.spotify.com/track/7tr2za8SQg2CI8EDgrdtNl
36,Heaven,"Richie Campbell",10055,https://open.spotify.com/track/3CqELUCD4xPw5ERPXTyPq1
37,"Amar pelos Dois","Salvador Sobral",10016,https://open.spotify.com/track/3UjSOJ00E1eLMcayBm827Q
38,"It Ain't Me (with Selena Gomez)",Kygo,9573,https://open.spotify.com/track/3eR23VReFzcdmS7TYCrhCe
39,"First Time",Kygo,9568,https://open.spotify.com/track/2Gl0FzuLxflY6nPifJp5Dr
40,"That's What I Like","Bruno Mars",9344,https://open.spotify.com/track/0KKkJNfGyhkQ5aFogxQAPU
41,"Galway Girl","Ed Sheeran",9111,https://open.spotify.com/track/0afhq8XCExXpqazXczTSve
42,Cold,"Maroon 5",8977,https://open.spotify.com/track/5NNlUMcOEOdoOIwwaWXv0k
43,"Scared to Be Lonely","Martin Garrix",8903,https://open.spotify.com/track/3ebXMykcMXOcLeJ9xZ17XH
44,1-800-273-8255,Logic,8833,https://open.spotify.com/track/5tz69p7tJuGPeMGwNTxYuV
45,Passionfruit,Drake,8748,https://open.spotify.com/track/7hDc8b7IXETo14hHIHdnhd
46,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,7833,https://open.spotify.com/track/3NdDpSvN911VPGivFlV5d0
47,"Olha a Explosão","MC Kevinho",7752,https://open.spotify.com/track/6m2LNopVJKsvBB9l7Z1rwn
48,Paris,"The Chainsmokers",7490,https://open.spotify.com/track/72jbDTw1piOOj770jWNeaG
49,"Whatever It Takes","Imagine Dragons",7458,https://open.spotify.com/track/4IWAyPf1KMq7JCyGeCjTeH
50,Issues,"Julia Michaels",6964,https://open.spotify.com/track/6D0b04NJIKfEMg040WioJQ
51,"Slow Hands","Niall Horan",6924,https://open.spotify.com/track/167NczpNbRF7oWakJaY3Hh
52,Location,Khalid,6862,https://open.spotify.com/track/152lZdxL1OR0ZMW6KquMif
53,"Rockabye (feat. Sean Paul & Anne-Marie)","Clean Bandit",6831,https://open.spotify.com/track/5knuzwU65gJK7IF5yJsuaW
54,DNA.,"Kendrick Lamar",6779,https://open.spotify.com/track/6HZILIRieu8S0iqY8kIKhj
55,"More Than You Know","Axwell /\ Ingrosso",6347,https://open.spotify.com/track/3PEgB3fkiojxms35ntsTgs
56,"Your Song","Rita Ora",6331,https://open.spotify.com/track/4c2W3VKsOFoIg2SFaO6DY5
57,"Swish Swish","Katy Perry",5772,https://open.spotify.com/track/2kVHAQKVtczchKctctzbtK
58,"Pretty Girl - Cheat Codes X CADE Remix","Maggie Lindemann",5594,https://open.spotify.com/track/1NDxZ7cFAo481dtYWdrUnR
59,Starboy,"The Weeknd",5322,https://open.spotify.com/track/5aAx2yezTd8zXrkmtKl66Z
60,"Me Rehúso","Danny Ocean",5310,https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl
61,"Rap Consciente",Valete,5262,https://open.spotify.com/track/3Th4j4YtGqI1et8nSeW0JO
62,Down,"Fifth Harmony",5252,https://open.spotify.com/track/7LEydI5NfjY6mZfKwYIptZ
63,"Rollin (feat. Future & Khalid)","Calvin Harris",5219,https://open.spotify.com/track/0lMbuWUpfTWhEmOKxppEau
64,"I Like Me Better",Lauv,5210,https://open.spotify.com/track/1wjzFQodRWrPcQ0AnYnvQ9
65,"Se Não Acordar Amanhã",Piruka,5043,https://open.spotify.com/track/4oWGtWd4deNrZZOopdmCwz
66,"Most Girls","Hailee Steinfeld",4885,https://open.spotify.com/track/2mfUa8bLs2s5N4VaqJZ4lZ
67,Paradinha,Anitta,4799,https://open.spotify.com/track/05rJdH2MRLJ3sQoEUO78qs
68,"I Feel It Coming","The Weeknd",4718,https://open.spotify.com/track/5GXAXm5YOmYT0kL5jHvYBt
69,"Hey Ma (with Pitbull & J Balvin feat. Camila Cabello) - Spanish Version",Pitbull,4691,https://open.spotify.com/track/2Vdub5mY4lad7w64bFPUez
70,Rainha,Virgul,4619,https://open.spotify.com/track/47Sfqrh6K17VYJEagJMlki
71,"Chantaje (feat. Maluma)",Shakira,4540,https://open.spotify.com/track/6mICuAdrwEjh6Y6lroV2Kg
72,"No Vacancy",OneRepublic,4478,https://open.spotify.com/track/6XOYVSmNDjKUNMXooU4s4z
73,"O Grave Bater","MC Kevinho",4464,https://open.spotify.com/track/1bUazU9SSOh02AdlOPeTvm
74,"Solo Dance","Martin Jensen",4440,https://open.spotify.com/track/6HUnnBwYZqcED1eQztxMBN
75,"Say You Won't Let Go","James Arthur",4379,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
76,"Só Eu Sei",Virgul,4377,https://open.spotify.com/track/4bdnmTm3yx2W5wTmTewkVD
77,"Don't Quit (feat. Travis Scott & Jeremih)","DJ Khaled",4243,https://open.spotify.com/track/4vv1KjUzPwrtDbozizSfQc
78,"Escápate Conmigo",Wisin,4212,https://open.spotify.com/track/2cnKEkpVUSV4wnjQiTWfH6
79,História,"Diogo Piçarra",4177,https://open.spotify.com/track/14ngg5qaXPvt2rrPvMV1kC
80,"Não Se Passa Nada",Piruka,4170,https://open.spotify.com/track/7AcZsdwJFJEPxGwr2ErOvu
81,"Can I Be Him","James Arthur",4129,https://open.spotify.com/track/0VhgEqMTNZwYL1ARDLLNCX
82,"BUTTERFLY EFFECT","Travis Scott",4061,https://open.spotify.com/track/1yxgsra98r3qAtxqiGZPiX
83,"Homemade Dynamite",Lorde,4056,https://open.spotify.com/track/12o6dxWGk29uIAP3OWY0pM
84,"You Don't Know Me - Radio Edit","Jax Jones",4007,https://open.spotify.com/track/00lNx0OcTJrS3MKHcB80HY
85,"A Nossa Vez",Calema,3989,https://open.spotify.com/track/330QvMk6wENnQy03d9kyCY
86,"Você Partiu Meu Coração","Nego do Borel",3982,https://open.spotify.com/track/0u8aj0c4IxeVSLTUuuq9V5
87,"Vente Pa' Ca","Ricky Martin",3946,https://open.spotify.com/track/7DM4BPaS7uofFul3ywMe46
88,Dialeto,"Diogo Piçarra",3944,https://open.spotify.com/track/1Eq8bovIxKCDJzzWa78V7p
