,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"God's Plan",Drake,22718,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY
2,rockstar,"Post Malone",22084,https://open.spotify.com/track/7wGoVu4Dady5GV0Sv4UIsx
3,Havana,"Camila Cabello",21845,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W
4,"Échame La Culpa","Luis Fonsi",21097,https://open.spotify.com/track/1zsG4eaZmkA1dvjDDsAGLK
5,"River (feat. Ed Sheeran)",Eminem,18498,https://open.spotify.com/track/5UEnHoDYpsxlfzWLZIc7LD
6,"Vai malandra (feat. Tropkillaz & DJ Yuri Martins)",Anitta,18410,https://open.spotify.com/track/6u0EAxf1OJTLS7CvInuNd7
7,"Never Be the Same","Camila Cabello",17810,https://open.spotify.com/track/4eWQlBRaTjPPUlzacqEeoQ
8,"Water - Single Version","Richie Campbell",17782,https://open.spotify.com/track/58dElABzeDBwfhttWGf6n1
9,Downtown,Anitta,16931,https://open.spotify.com/track/3Ga6eKrUFf12ouh9Yw3v2D
10,"Him & I (with Halsey)",G-Eazy,16125,https://open.spotify.com/track/5k38wzpLb15YgncyWdTZE4
11,Wolves,"Selena Gomez",16078,https://open.spotify.com/track/7EmGUiUaOSGDnUUQUDrOXC
12,"Finesse (Remix) [feat. Cardi B]","Bruno Mars",15780,https://open.spotify.com/track/3Vo4wInECJQuz9BIBMOu8i
13,"Só Vim Dizer Yau",Piruka,15310,https://open.spotify.com/track/3WmKdTY0wtkDRd5mAsAB5i
14,"New Rules","Dua Lipa",15157,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
15,"Salto Alto",Piruka,14617,https://open.spotify.com/track/3sIXzuNgN9HrC7amkEQWiP
16,Silence,Marshmello,14583,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU
17,"All The Stars (with SZA)","Kendrick Lamar",14546,https://open.spotify.com/track/12SJpYZEdj4kzWZ8FPFg4Y
18,"A Vida Toda","Carolina Deslandes",13941,https://open.spotify.com/track/1pc6Ssg5obznItjcqRFWbM
19,IDGAF,"Dua Lipa",13093,https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr
20,"Perfect Duet (Ed Sheeran & Beyoncé)","Ed Sheeran",13039,https://open.spotify.com/track/1bhUWB0zJMIKr9yVPrkEuI
21,"I Fall Apart","Post Malone",13028,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh
22,"Dusk Till Dawn - Radio Edit",ZAYN,12907,https://open.spotify.com/track/1j4kHkkpqZRBwE0A4CN4Yv
23,"Let Me Go (with Alesso, Florida Georgia Line & watt)","Hailee Steinfeld",12837,https://open.spotify.com/track/5AEtlRudpgdT5FtNiuly6Y
24,"Let You Down",NF,12790,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr
25,Perfect,"Ed Sheeran",12465,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
26,"Me Rehúso","Danny Ocean",12236,https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl
27,"Too Good At Goodbyes","Sam Smith",11384,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV
28,"Não Faz Isso",Piruka,11336,https://open.spotify.com/track/0D8wUCg5XGHfWQIEzMmJAl
29,"Shape of You","Ed Sheeran",11258,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
30,"O Clima",Lhast,11132,https://open.spotify.com/track/2KTw4vRM6mdBzMlVkInvSS
31,"I Miss You (feat. Julia Michaels)","Clean Bandit",10766,https://open.spotify.com/track/2xmrfQpmS2iJExTlklLoAL
32,"Feel It Still","Portugal. The Man",10597,https://open.spotify.com/track/6QgjcU0zLnzq5OrUoSZ3OK
33,"XO TOUR Llif3","Lil Uzi Vert",10399,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO
34,Congratulations,"Post Malone",10304,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9
35,Unforgettable,"French Montana",10126,https://open.spotify.com/track/3B54sVLJ402zGa6Xm4YGNe
36,"Sick Boy","The Chainsmokers",9986,https://open.spotify.com/track/7jqDzXJS0K0Re8uphYNit0
37,"What Lovers Do (feat. SZA)","Maroon 5",9948,https://open.spotify.com/track/3hBBKuWJfxlIlnd9QFoC8k
38,"Tell Me You Love Me","Demi Lovato",9815,https://open.spotify.com/track/5Htb1uFQ1KrkFXlefS8oGj
39,"Gucci Gang","Lil Pump",9295,https://open.spotify.com/track/43ZyHQITOjhciSUUNPVRHc
40,Thunder,"Imagine Dragons",9253,https://open.spotify.com/track/0tKcYR2II1VCQWT79i5NrW
41,"No Limit",G-Eazy,9185,https://open.spotify.com/track/2DQ1ITjI0YoLFzuADN1ZBW
42,Corazón,Maluma,9121,https://open.spotify.com/track/4lESS6vuruP6a79KWRaQou
