,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"In My Feelings",Drake,24880,https://open.spotify.com/track/0bAkKNCQfWkexHFn7fIKns
2,"Amor de Verdade","MC Kekel",18298,https://open.spotify.com/track/76KDy62J99FKu6ZsxMJy3j
3,SAD!,XXXTENTACION,18008,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
4,"God is a woman","Ariana Grande",16020,https://open.spotify.com/track/7gkWXbAxIYuvtOpcN3p9GJ
5,"Lucid Dreams","Juice WRLD",15759,https://open.spotify.com/track/0s3nnoMeVWz3989MkNQiRf
6,"Don’t Matter To Me",Drake,15309,https://open.spotify.com/track/36ONiya0OANYknz0GgJmwB
7,"Girls Like You (feat. Cardi B)","Maroon 5",14874,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
8,"Mafiosa (feat. Caroliina)",Lartiste,14538,https://open.spotify.com/track/0WxiQqTcK3ZErx2mMWgtm6
9,"Better Now","Post Malone",14397,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
10,"One Kiss (with Dua Lipa)","Calvin Harris",13987,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
11,"Te Boté - Remix","Nio Garcia",12931,https://open.spotify.com/track/3V8UKqhEK5zBkBb6d6ub8i
12,"Din Din Din (Participação especial de MC Pupio e MC Doguinha)",Ludmilla,12813,https://open.spotify.com/track/78Q2gghkt8iLJ7J0Uc4QYb
13,"I Like It","Cardi B",12402,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
14,"God's Plan",Drake,12380,https://open.spotify.com/track/2VWbHHhWnMzKWPUs4IEEW9
15,"Solo (feat. Demi Lovato)","Clean Bandit",12231,https://open.spotify.com/track/6kPJZM97LwdG9QIsT7khp6
16,Nonstop,Drake,11608,https://open.spotify.com/track/2Vx8E3K5icPZR7OCklWBXX
17,X,"Nicky Jam",11402,https://open.spotify.com/track/39N9RPD9MRb5WmoLzNzPeA
18,changes,XXXTENTACION,11354,https://open.spotify.com/track/7AFASza1mXqntmGtbxXprO
19,"Faz Gostoso",Blaya,11214,https://open.spotify.com/track/35pucCKt28NvIK88gpEEjl
20,"Taste (feat. Offset)",Tyga,11145,https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy
21,"Ocean (feat. Khalid)","Martin Garrix",10799,https://open.spotify.com/track/3nc420PXjTdBV5TN0gCFkS
22,Moonlight,XXXTENTACION,10725,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
23,"Jocelyn Flores",XXXTENTACION,10106,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
24,"Jackie Chan",Tiësto,10103,https://open.spotify.com/track/4kWO6O1BUXcZmaxitpVUwp
25,Youngblood,"5 Seconds of Summer",10004,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
26,"Nice For What",Drake,8951,https://open.spotify.com/track/0HVv5bEOiI9a0QfgcASXpX
27,"Summertime Magic","Childish Gambino",8458,https://open.spotify.com/track/4j3GWI86JvSaF0BLdmgcfF
28,"no tears left to cry","Ariana Grande",8365,https://open.spotify.com/track/5SxkdsY1ufZzoq9iXceLw9
