,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Mi Gente","J Balvin",25964,https://open.spotify.com/track/2rb5MvYT7ZIxbKW5hfcHx8
2,Unforgettable,"French Montana",25172,https://open.spotify.com/track/3B54sVLJ402zGa6Xm4YGNe
3,"Wild Thoughts (feat. Rihanna & Bryson Tiller)","DJ Khaled",23791,https://open.spotify.com/track/1OAh8uOEOvTDqkKFsKksCi
4,Attention,"Charlie Puth",21021,https://open.spotify.com/track/4iLqG9SeJSnt0cSPICSjxv
5,"2U (feat. Justin Bieber)","David Guetta",20805,https://open.spotify.com/track/3A7qX2QjDlPnazUsRk5y0M
6,"Felices los 4",Maluma,20462,https://open.spotify.com/track/0qYTZCo5Bwh1nsUFGZP3zn
7,Mama,"Jonas Blue",18568,https://open.spotify.com/track/0NiXXAI876aGImAd6rTj8w
8,"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)","Calvin Harris",17827,https://open.spotify.com/track/5bcTCxgc7xVfSaMV3RuVke
9,"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)","DJ Khaled",17368,https://open.spotify.com/track/3DXncPQOG4VBw3QHh3S817
10,"Strip That Down","Liam Payne",15701,https://open.spotify.com/track/6EpRaXYhGOB3fj4V2uDkMJ
11,"Shape of You","Ed Sheeran",15269,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
12,"XO TOUR Llif3","Lil Uzi Vert",14689,https://open.spotify.com/track/2eMwDehkIC1j68U6FA3Eiq
13,"New Rules","Dua Lipa",14520,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
14,"There's Nothing Holdin' Me Back","Shawn Mendes",14249,https://open.spotify.com/track/79cuOz3SPQTuFrp8WgftAu
15,Thunder,"Imagine Dragons",14109,https://open.spotify.com/track/0tKcYR2II1VCQWT79i5NrW
16,"Despacito - Remix","Luis Fonsi",13681,https://open.spotify.com/track/5CtI0qwDJkDQGwXD1H1cLb
17,"Swalla (feat. Nicki Minaj & Ty Dolla $ign)","Jason Derulo",13175,https://open.spotify.com/track/6kex4EBAj0WHXDKZMEJaaF
18,"No Promises (feat. Demi Lovato)","Cheat Codes",12803,https://open.spotify.com/track/1louJpMmzEicAn7lzDalPW
19,Believer,"Imagine Dragons",12782,https://open.spotify.com/track/0CcQNd8CINkwQfe1RDtGV6
20,"There for You","Martin Garrix",12766,https://open.spotify.com/track/6jA8HL9i4QGzsj6fjoxp8Y
21,Congratulations,"Post Malone",12173,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9
22,HUMBLE.,"Kendrick Lamar",12140,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS
23,"Despacito (Featuring Daddy Yankee)","Luis Fonsi",11997,https://open.spotify.com/track/4aWmUDTfIPGksMNLV2rQP2
24,"Sorry Not Sorry","Demi Lovato",11627,https://open.spotify.com/track/25C5CowdsfXld2jJanbiex
25,"Back to You (feat. Bebe Rexha & Digital Farm Animals)","Louis Tomlinson",11259,https://open.spotify.com/track/7F9vK8hNFMml4GtHsaXui6
26,"Me Rehúso","Danny Ocean",10961,https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl
27,"Sua cara (feat. Anitta & Pabllo Vittar)","Major Lazer",10615,https://open.spotify.com/track/3ibRxEv4KkcU9e259eyNJA
28,"Something Just Like This","The Chainsmokers",10590,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW
29,"Symphony (feat. Zara Larsson)","Clean Bandit",10449,https://open.spotify.com/track/1x5sYLZiu9r5E43kMlt9f8
30,"Know No Better (feat. Travis Scott, Camila Cabello & Quavo)","Major Lazer",10345,https://open.spotify.com/track/3Ytr1SUCUi6J3L9dRFx5iH
31,"Fetish (feat. Gucci Mane)","Selena Gomez",10139,https://open.spotify.com/track/0XLOf9LhyazPX9Ld8jPiUq
32,"Slide (feat. Frank Ocean & Migos)","Calvin Harris",10028,https://open.spotify.com/track/7tr2za8SQg2CI8EDgrdtNl
33,"Bad Liar","Selena Gomez",9974,https://open.spotify.com/track/1sCxVKWImDZSZKvG0U9B23
34,"SUBEME LA RADIO","Enrique Iglesias",9838,https://open.spotify.com/track/7nKBxz47S9SD79N086fuhn
35,Redbone,"Childish Gambino",9820,https://open.spotify.com/track/3kxfsdsCpFgN412fpnW85Y
36,"Crying in the Club","Camila Cabello",9795,https://open.spotify.com/track/1SJtlNRJDeYHioymcvsqev
37,"Glorious (feat. Skylar Grey)",Macklemore,9623,https://open.spotify.com/track/3HVr6jTVwBHBa2flM0eURR
38,"More Than You Know","Axwell /\ Ingrosso",9612,https://open.spotify.com/track/3PEgB3fkiojxms35ntsTgs
39,Location,Khalid,9419,https://open.spotify.com/track/152lZdxL1OR0ZMW6KquMif
40,"Mask Off",Future,9306,https://open.spotify.com/track/3rOSwuTsUlJp0Pu0MkN8r8
41,Signs,Drake,8895,https://open.spotify.com/track/5EnYT6F7wEcdege6mDHEfO
42,"Scared to Be Lonely","Martin Garrix",8469,https://open.spotify.com/track/3ebXMykcMXOcLeJ9xZ17XH
43,"Stay (with Alessia Cara)",Zedd,8272,https://open.spotify.com/track/0dA2Mk56wEzDgegdC6R17g
44,"Now Or Never",Halsey,8204,https://open.spotify.com/track/7i2DJ88J7jQ8K7zqFX2fW8
45,Heaven,"Richie Campbell",8046,https://open.spotify.com/track/3CqELUCD4xPw5ERPXTyPq1
46,"Sign of the Times","Harry Styles",7814,https://open.spotify.com/track/5Ohxk2dO5COHF1krpoPigN
47,1-800-273-8255,Logic,7778,https://open.spotify.com/track/5tz69p7tJuGPeMGwNTxYuV
48,"That's What I Like","Bruno Mars",7595,https://open.spotify.com/track/0KKkJNfGyhkQ5aFogxQAPU
49,"Get Low (with Liam Payne)",Zedd,7378,https://open.spotify.com/track/1CKd1PnqfYx0H12V9MSaIY
50,"Olha a Explosão","MC Kevinho",7298,https://open.spotify.com/track/6m2LNopVJKsvBB9l7Z1rwn
51,"It Ain't Me (with Selena Gomez)",Kygo,6643,https://open.spotify.com/track/3eR23VReFzcdmS7TYCrhCe
52,"Slow Hands","Niall Horan",6576,https://open.spotify.com/track/167NczpNbRF7oWakJaY3Hh
