,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Amor de Verdade","MC Kekel",24379,https://open.spotify.com/track/76KDy62J99FKu6ZsxMJy3j
2,"Faz Gostoso",Blaya,23753,https://open.spotify.com/track/35pucCKt28NvIK88gpEEjl
3,"This Is America","Childish Gambino",23239,https://open.spotify.com/track/0b9oOr2ZgvyQu88wzixux9
4,"Better Now","Post Malone",22167,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
5,"One Kiss (with Dua Lipa)","Calvin Harris",20920,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
6,"God's Plan",Drake,18393,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY
7,FRIENDS,Marshmello,18324,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G
8,X,"Nicky Jam",16850,https://open.spotify.com/track/39N9RPD9MRb5WmoLzNzPeA
9,"Psycho (feat. Ty Dolla $ign)","Post Malone",16494,https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C
10,"Nice For What",Drake,16397,https://open.spotify.com/track/1cTZMwcBJT0Ka3UJPXOeeN
11,"no tears left to cry","Ariana Grande",15127,https://open.spotify.com/track/5SxkdsY1ufZzoq9iXceLw9
12,"Call Out My Name","The Weeknd",14727,https://open.spotify.com/track/1gm616Plq4ScqNi7TVkZ5N
13,"Love Lies (with Normani)",Khalid,13801,https://open.spotify.com/track/45Egmo7icyopuzJN0oMEdk
14,"rockstar (feat. 21 Savage)","Post Malone",13544,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
15,"Youth (feat. Khalid)","Shawn Mendes",12184,https://open.spotify.com/track/3Wf2YGdYT8xVdNsQSoRKk9
16,"Four Out Of Five","Arctic Monkeys",11564,https://open.spotify.com/track/5Z5nbOXhsSbySVC7WUc6y9
17,Paranoid,"Post Malone",11374,https://open.spotify.com/track/3fpVWegR6YOS1Yk5HSMYIq
18,"The Middle",Zedd,11053,https://open.spotify.com/track/2ARqIya5NAuvFVHSN3bL0m
19,"In My Blood","Shawn Mendes",11011,https://open.spotify.com/track/79jX8RM5CgPqDKdGEKNW9K
20,"I Like It","Cardi B",10884,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
21,OTW,Khalid,10742,https://open.spotify.com/track/6Hgh47WXVKtXN5zGOu0hjI
22,Mine,Bazzi,9941,https://open.spotify.com/track/7uzmGiiJyRfuViKKK3lVmR
23,Toy,Netta,9648,https://open.spotify.com/track/7vuTcvFnvlqWlWb4u60nvY
24,Flames,"David Guetta",9584,https://open.spotify.com/track/33IOhptvC2Qoy2UhjiHXLV
25,"Look Alive (feat. Drake)","BlocBoy JB",9529,https://open.spotify.com/track/4qKcDkK6siZ7Jp1Jb4m0aL
26,"All The Stars (with SZA)","Kendrick Lamar",9524,https://open.spotify.com/track/3GCdLUSnKSMJhs4Tj6CV3s
27,IDGAF,"Dua Lipa",9283,https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr
28,Nevermind,"Dennis Lloyd",9251,https://open.spotify.com/track/63SevszngYpZOwf63o61K4
29,"Walk It Talk It",Migos,9198,https://open.spotify.com/track/6n4U3TlzUGhdSFbUUhTvLP
30,Downtown,Anitta,9168,https://open.spotify.com/track/3Ga6eKrUFf12ouh9Yw3v2D
31,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Rudimental,9020,https://open.spotify.com/track/5CLGzJsGqhCEECcpnFQA8x
32,"Ta Tum Tum","MC Kevinho",8977,https://open.spotify.com/track/6etab3UBCo5GOTMZqUvRka
33,"Vai malandra (feat. Tropkillaz & DJ Yuri Martins)",Anitta,8803,https://open.spotify.com/track/6u0EAxf1OJTLS7CvInuNd7
34,"Freaky Friday (feat. Chris Brown)","Lil Dicky",8705,https://open.spotify.com/track/10Igtw8bSDyyFs7KIsKngZ
35,SAD!,XXXTENTACION,8686,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
36,"Échame La Culpa","Luis Fonsi",8515,https://open.spotify.com/track/1zsG4eaZmkA1dvjDDsAGLK
37,"A Vida Toda","Carolina Deslandes",8326,https://open.spotify.com/track/6phApqHjoCegpevdCSh331
38,Barking,Ramz,8315,https://open.spotify.com/track/7amMgNDcObIDkIXv4xcvc2
39,Stay,"Post Malone",8279,https://open.spotify.com/track/4H7WNRErSbONkM06blBoGc
40,Fuego,"Eleni Foureira",8274,https://open.spotify.com/track/22ppznuzVF9LKamaaqMMqu
41,"Back To You - From 13 Reasons Why – Season 2 Soundtrack","Selena Gomez",8242,https://open.spotify.com/track/4hQ6UGyWQIGJmHSo0J88JW
42,"Star Treatment","Arctic Monkeys",8220,https://open.spotify.com/track/0b93tWwuoAC0nXe1CfR30I
43,"Water - Single Version","Richie Campbell",8103,https://open.spotify.com/track/58dElABzeDBwfhttWGf6n1
44,"O Jardim","Cláudia Pascoal",8058,https://open.spotify.com/track/6PV9CN9a7wHYPQvlXqkWwM
45,Youngblood,"5 Seconds of Summer",7955,https://open.spotify.com/track/55S2PQgSMYAhgoTCcGCDfw
46,"New Rules","Dua Lipa",7583,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
47,GOTTI,6ix9ine,7582,https://open.spotify.com/track/27oFpFktCq9JIXjJQRuv7a
48,"One Point Perspective","Arctic Monkeys",7515,https://open.spotify.com/track/1t67WYNfUxfOiwaz7SJ66b
49,"Chaminé (Zara G)","Wet Bed Gang",7474,https://open.spotify.com/track/53kn2KqWSG9neh5H3YQqxt
50,"Tranquility Base Hotel & Casino","Arctic Monkeys",7409,https://open.spotify.com/track/2URDbWGmPz3vhagl25p8OC
51,Havana,"Camila Cabello",6994,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W
52,"Remind Me to Forget",Kygo,6551,https://open.spotify.com/track/6xTU6B6nFwKKTSZ9ySXS80
53,Esskeetit,"Lil Pump",6483,https://open.spotify.com/track/44KKhCyI0BGS6LvVyDqJtH
54,"American Sports","Arctic Monkeys",6431,https://open.spotify.com/track/2HbYLDA1SigY1ilC94ieVu
55,Silence,Marshmello,6353,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU
56,"Playinwitme (feat. Kehlani)",KYLE,6326,https://open.spotify.com/track/43cFjTTCD9Cni4aSL0sORz
57,"Spoil My Night (feat. Swae Lee)","Post Malone",6325,https://open.spotify.com/track/5VuxWXbt7XENQCtE9TzpTv
58,Dura,"Daddy Yankee",6244,https://open.spotify.com/track/2j2fIJGh4PMdXt9ULI5Tlc
