,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Faz Gostoso",Blaya,26207,https://open.spotify.com/track/35pucCKt28NvIK88gpEEjl
2,"Amor de Verdade","MC Kekel",24212,https://open.spotify.com/track/76KDy62J99FKu6ZsxMJy3j
3,"Psycho (feat. Ty Dolla $ign)","Post Malone",24155,https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C
4,"God's Plan",Drake,24072,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY
5,"rockstar (feat. 21 Savage)","Post Malone",19831,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
6,X,"Nicky Jam",18869,https://open.spotify.com/track/39N9RPD9MRb5WmoLzNzPeA
7,FRIENDS,Marshmello,18426,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G
8,"Call Out My Name","The Weeknd",17643,https://open.spotify.com/track/1gm616Plq4ScqNi7TVkZ5N
9,"no tears left to cry","Ariana Grande",16388,https://open.spotify.com/track/5SxkdsY1ufZzoq9iXceLw9
10,"Nice For What",Drake,15552,https://open.spotify.com/track/1cTZMwcBJT0Ka3UJPXOeeN
11,"Better Now","Post Malone",14972,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
12,"One Kiss (with Dua Lipa)","Calvin Harris",14215,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
13,Paranoid,"Post Malone",13543,https://open.spotify.com/track/3fpVWegR6YOS1Yk5HSMYIq
14,"Love Lies (with Normani)",Khalid,12924,https://open.spotify.com/track/45Egmo7icyopuzJN0oMEdk
15,SAD!,XXXTENTACION,12329,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
16,Mine,Bazzi,12017,https://open.spotify.com/track/7uzmGiiJyRfuViKKK3lVmR
17,"Ta Tum Tum","MC Kevinho",11378,https://open.spotify.com/track/6etab3UBCo5GOTMZqUvRka
18,"All The Stars (with SZA)","Kendrick Lamar",10705,https://open.spotify.com/track/3GCdLUSnKSMJhs4Tj6CV3s
19,IDGAF,"Dua Lipa",10547,https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr
20,"Spoil My Night (feat. Swae Lee)","Post Malone",10489,https://open.spotify.com/track/5VuxWXbt7XENQCtE9TzpTv
21,"Look Alive (feat. Drake)","BlocBoy JB",10394,https://open.spotify.com/track/4qKcDkK6siZ7Jp1Jb4m0aL
22,KOD,"J. Cole",10249,https://open.spotify.com/track/7yotKA30dwTKNEGomV9ZsI
23,"In My Blood","Shawn Mendes",10221,https://open.spotify.com/track/79jX8RM5CgPqDKdGEKNW9K
24,"The Middle",Zedd,10178,https://open.spotify.com/track/2ARqIya5NAuvFVHSN3bL0m
25,Downtown,Anitta,10178,https://open.spotify.com/track/3Ga6eKrUFf12ouh9Yw3v2D
26,Esskeetit,"Lil Pump",9939,https://open.spotify.com/track/44KKhCyI0BGS6LvVyDqJtH
27,Stay,"Post Malone",9854,https://open.spotify.com/track/4H7WNRErSbONkM06blBoGc
28,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Rudimental,9707,https://open.spotify.com/track/5CLGzJsGqhCEECcpnFQA8x
29,"Chaminé (Zara G)","Wet Bed Gang",9651,https://open.spotify.com/track/53kn2KqWSG9neh5H3YQqxt
30,"Vai malandra (feat. Tropkillaz & DJ Yuri Martins)",Anitta,9638,https://open.spotify.com/track/6u0EAxf1OJTLS7CvInuNd7
31,"Walk It Talk It",Migos,9554,https://open.spotify.com/track/6n4U3TlzUGhdSFbUUhTvLP
32,"Échame La Culpa","Luis Fonsi",9521,https://open.spotify.com/track/1zsG4eaZmkA1dvjDDsAGLK
33,Barking,Ramz,9427,https://open.spotify.com/track/7amMgNDcObIDkIXv4xcvc2
34,"I Like It","Cardi B",9423,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
35,"Rich & Sad","Post Malone",9380,https://open.spotify.com/track/2VdT56BGpdqNHUgOe1j5vc
36,GOTTI,6ix9ine,9350,https://open.spotify.com/track/27oFpFktCq9JIXjJQRuv7a
37,Dura,"Daddy Yankee",9151,https://open.spotify.com/track/2j2fIJGh4PMdXt9ULI5Tlc
38,"Zack And Codeine","Post Malone",9054,https://open.spotify.com/track/5lZZmityu9TAjNvSY6GLhR
39,"Over Now","Post Malone",9028,https://open.spotify.com/track/09IOPhEh1OMe0HD9b36FJk
40,"Freaky Friday (feat. Chris Brown)","Lil Dicky",8993,https://open.spotify.com/track/10Igtw8bSDyyFs7KIsKngZ
41,Havana,"Camila Cabello",8905,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W
42,"Water - Single Version","Richie Campbell",8755,https://open.spotify.com/track/58dElABzeDBwfhttWGf6n1
43,"Wake Me Up - Radio Edit",Avicii,8733,https://open.spotify.com/track/6g1NlCpW7fgqDnWbCCDrHl
44,"Takin' Shots","Post Malone",8383,https://open.spotify.com/track/5ffntNJnJOeFv7b7DCd0Bw
45,"Ball For Me (feat. Nicki Minaj)","Post Malone",8162,https://open.spotify.com/track/6IaieqiCVvsNvEt6Y7yOFa
46,"Same Bitches (feat. G-Eazy & YG)","Post Malone",8145,https://open.spotify.com/track/688QpQAwqsLdBR6lr13wK1
47,Silence,Marshmello,8008,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU
48,"New Rules","Dua Lipa",7837,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
49,"A Vida Toda","Carolina Deslandes",7788,https://open.spotify.com/track/6phApqHjoCegpevdCSh331
50,"Salto Alto",Piruka,7750,https://open.spotify.com/track/3sIXzuNgN9HrC7amkEQWiP
51,"Say Something","Justin Timberlake",7674,https://open.spotify.com/track/1LhMopPAallLeaeNutqbgS
52,ATM,"J. Cole",7596,https://open.spotify.com/track/2UciqgwVDwro0fev3MFbxJ
53,"Blame It On Me","Post Malone",7591,https://open.spotify.com/track/1ZemPoaj7LBj1RAQrb89EC
54,"Kevin’s Heart","J. Cole",7588,https://open.spotify.com/track/6tZ3b7ik1QDXFAZlXib0YZ
55,Otherside,"Post Malone",7479,https://open.spotify.com/track/4qWCFTuNnmGNdY4egtb4ZY
56,"Candy Paint","Post Malone",7306,https://open.spotify.com/track/32lItqlMi4LBhb4k0BaSaC
57,"For You (Fifty Shades Freed) (& Rita Ora)","Liam Payne",7290,https://open.spotify.com/track/5hM6sP0Gh1jD57drszNueC
58,Everyday,Logic,7050,https://open.spotify.com/track/4EAV2cKiqKP5UPZmY6dejk
59,"92 Explorer","Post Malone",6897,https://open.spotify.com/track/1D2L6MefbXon28PzIk9I3r
60,"Let Me",ZAYN,6593,https://open.spotify.com/track/7Fg342AJtNsIDdwCfX0paC
61,Wolves,"Selena Gomez",6017,https://open.spotify.com/track/7EmGUiUaOSGDnUUQUDrOXC
62,"XO TOUR Llif3","Lil Uzi Vert",5881,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO
63,"Sugar Wraith","Post Malone",5828,https://open.spotify.com/track/0MrRAUcB8AZiB9ue2VOBYe
64,"Me Rehúso","Danny Ocean",5812,https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl
65,Photograph,"J. Cole",5718,https://open.spotify.com/track/0bhnUFDQFCEHCBlsQfHnj5
66,"1, 2, 3 (feat. Jason Derulo & De La Ghetto)","Sofia Reyes",5604,https://open.spotify.com/track/4QtiVmuA88tPQiCOHZuQ5b
67,Nevermind,"Dennis Lloyd",5496,https://open.spotify.com/track/63SevszngYpZOwf63o61K4
68,"I Fall Apart","Post Malone",5483,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh
69,"Without You (feat. Sandro Cavazza)",Avicii,5392,https://open.spotify.com/track/6WbADFqMvR8N5u0BvtsWQE
70,"Jonestown (Interlude)","Post Malone",5203,https://open.spotify.com/track/0R6Jlsq25eZB3Wftpxi3oF
71,"Shape of You","Ed Sheeran",5137,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
72,Motiv8,"J. Cole",5121,https://open.spotify.com/track/1AT4xjNarTswd0UZ5FlmKF
73,Unforgettable,"French Montana",5000,https://open.spotify.com/track/3B54sVLJ402zGa6Xm4YGNe
74,"Já Se Passou Tudo",Piruka,4975,https://open.spotify.com/track/2wvtEiHUoRmjrqRfOrY26B
75,Slowly,"Richie Campbell",4932,https://open.spotify.com/track/0jg1Oo5WVBBgF1bWspmD1v
76,"1985 - Intro to “The Fall Off”","J. Cole",4902,https://open.spotify.com/track/7EulRO07ZgchxqKUHb8Pvc
77,"Like I Do","David Guetta",4820,https://open.spotify.com/track/6RnkFd8Fqqgk1Uni8RgqCQ
78,goosebumps,"Travis Scott",4628,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
79,OTW,Khalid,4560,https://open.spotify.com/track/6Hgh47WXVKtXN5zGOu0hjI
80,"Plug Walk","Rich The Kid",4527,https://open.spotify.com/track/6mAz8D1TmlTuef90dbNIiZ
81,"The Nights",Avicii,4526,https://open.spotify.com/track/0ct6r3EGTcMLPtrXHDvVjc
82,"Waiting For Love",Avicii,4519,https://open.spotify.com/track/6nsLzJfvp5OLd4mgqUJkpq
83,"Dona Maria","Thiago Brava",4518,https://open.spotify.com/track/0dGqIEsFN3KakdPCMkgjre
84,Aleluia,"Wet Bed Gang",4485,https://open.spotify.com/track/3nOdmaNfqskNaYpBGPLDdG
85,Congratulations,"Post Malone",4485,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9
86,"Só Quer Vrau","MC MM",4476,https://open.spotify.com/track/68uKHxQzoY6gd7YSKJf21J
87,Thunder,"Imagine Dragons",4392,https://open.spotify.com/track/26gceVsA1ybT8qsX3aYLEn
88,"Jocelyn Flores",XXXTENTACION,4346,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
89,Flames,"David Guetta",4304,https://open.spotify.com/track/33IOhptvC2Qoy2UhjiHXLV
90,Corazón,Maluma,4299,https://open.spotify.com/track/4lESS6vuruP6a79KWRaQou
91,Rabiola,"MC Kevinho",4273,https://open.spotify.com/track/228vRHzGfQh47EfLjuY1Yr
92,Believer,"Imagine Dragons",4184,https://open.spotify.com/track/7Izh7zLJGw1Nscd62Exxj4
93,"Remind Me to Forget",Kygo,4111,https://open.spotify.com/track/6xTU6B6nFwKKTSZ9ySXS80
94,HUMBLE.,"Kendrick Lamar",4093,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS
95,"Mad Love","Sean Paul",4055,https://open.spotify.com/track/3soOPBuMK8YMdWnV7xpEyf
96,"O Clima",Lhast,4046,https://open.spotify.com/track/2KTw4vRM6mdBzMlVkInvSS
