,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,rockstar,"Post Malone",29486,https://open.spotify.com/track/7wGoVu4Dady5GV0Sv4UIsx
2,"Perfect Duet (Ed Sheeran & Beyoncé)","Ed Sheeran",19817,https://open.spotify.com/track/1bhUWB0zJMIKr9yVPrkEuI
3,"New Rules","Dua Lipa",19287,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
4,Havana,"Camila Cabello",19219,https://open.spotify.com/track/0ofbQMrRDsUaVKq2mGLEAb
5,"Dusk Till Dawn - Radio Edit",ZAYN,18717,https://open.spotify.com/track/1j4kHkkpqZRBwE0A4CN4Yv
6,"Salto Alto",Piruka,18567,https://open.spotify.com/track/3sIXzuNgN9HrC7amkEQWiP
7,Wolves,"Selena Gomez",18554,https://open.spotify.com/track/7EmGUiUaOSGDnUUQUDrOXC
8,"Too Good At Goodbyes","Sam Smith",17150,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV
9,"Échame La Culpa","Luis Fonsi",16358,https://open.spotify.com/track/1zsG4eaZmkA1dvjDDsAGLK
10,Silence,Marshmello,16167,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU
11,"Gucci Gang","Lil Pump",16082,https://open.spotify.com/track/43ZyHQITOjhciSUUNPVRHc
12,"What Lovers Do (feat. SZA)","Maroon 5",15414,https://open.spotify.com/track/3hBBKuWJfxlIlnd9QFoC8k
13,Perfect,"Ed Sheeran",15359,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
14,"Não Faz Isso",Piruka,14892,https://open.spotify.com/track/0D8wUCg5XGHfWQIEzMmJAl
15,"I Fall Apart","Post Malone",14013,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh
16,Water,"Richie Campbell",13995,https://open.spotify.com/track/4whe9nAKt7gpIEW5USTPAk
17,Downtown,Anitta,13824,https://open.spotify.com/track/3Ga6eKrUFf12ouh9Yw3v2D
18,"Let You Down",NF,13422,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr
19,Unforgettable,"French Montana",13372,https://open.spotify.com/track/3B54sVLJ402zGa6Xm4YGNe
20,"Me Rehúso","Danny Ocean",13369,https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl
21,"Let Me Go (with Alesso, Florida Georgia Line & watt)","Hailee Steinfeld",12708,https://open.spotify.com/track/5AEtlRudpgdT5FtNiuly6Y
22,1-800-273-8255,Logic,12500,https://open.spotify.com/track/5tz69p7tJuGPeMGwNTxYuV
23,"How Long","Charlie Puth",11806,https://open.spotify.com/track/32DGGj6KlNuBr6WaqRxpxi
24,Congratulations,"Post Malone",11761,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9
25,"Feel It Still","Portugal. The Man",11659,https://open.spotify.com/track/6QgjcU0zLnzq5OrUoSZ3OK
