,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"God's Plan",Drake,23341,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY
2,"Faz Gostoso",Blaya,20776,https://open.spotify.com/track/35pucCKt28NvIK88gpEEjl
3,"Call Out My Name","The Weeknd",18273,https://open.spotify.com/track/1gm616Plq4ScqNi7TVkZ5N
4,X,"Nicky Jam",17661,https://open.spotify.com/track/39N9RPD9MRb5WmoLzNzPeA
5,FRIENDS,Marshmello,16579,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G
6,"Psycho (feat. Ty Dolla $ign)","Post Malone",16507,https://open.spotify.com/track/65NwOZqoXny4JxqAPlfxRF
7,"Nice For What",Drake,14967,https://open.spotify.com/track/1cTZMwcBJT0Ka3UJPXOeeN
8,"Love Lies (with Normani)",Khalid,14728,https://open.spotify.com/track/45Egmo7icyopuzJN0oMEdk
9,"Amor de Verdade","MC Kekel",14198,https://open.spotify.com/track/76KDy62J99FKu6ZsxMJy3j
10,"All The Stars (with SZA)","Kendrick Lamar",13213,https://open.spotify.com/track/3GCdLUSnKSMJhs4Tj6CV3s
11,IDGAF,"Dua Lipa",13191,https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr
12,SAD!,XXXTENTACION,12982,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
13,rockstar,"Post Malone",12530,https://open.spotify.com/track/2U7Hu2RaNQNRi7izoJyZaX
14,Mine,Bazzi,11964,https://open.spotify.com/track/2lYjH3ZbCrW7CHmSRvVCN3
15,"Look Alive (feat. Drake)","BlocBoy JB",11955,https://open.spotify.com/track/4qKcDkK6siZ7Jp1Jb4m0aL
16,"In My Blood","Shawn Mendes",11570,https://open.spotify.com/track/79jX8RM5CgPqDKdGEKNW9K
17,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Rudimental,11363,https://open.spotify.com/track/5CLGzJsGqhCEECcpnFQA8x
18,"Freaky Friday (feat. Chris Brown)","Lil Dicky",11290,https://open.spotify.com/track/10Igtw8bSDyyFs7KIsKngZ
19,"The Middle",Zedd,10965,https://open.spotify.com/track/2ARqIya5NAuvFVHSN3bL0m
20,Downtown,Anitta,10483,https://open.spotify.com/track/3Ga6eKrUFf12ouh9Yw3v2D
21,"Échame La Culpa","Luis Fonsi",10286,https://open.spotify.com/track/1zsG4eaZmkA1dvjDDsAGLK
22,"Ta Tum Tum","MC Kevinho",10231,https://open.spotify.com/track/6etab3UBCo5GOTMZqUvRka
23,"One Kiss (with Dua Lipa)","Calvin Harris",9759,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
24,"Water - Single Version","Richie Campbell",9593,https://open.spotify.com/track/58dElABzeDBwfhttWGf6n1
25,"Wasted Times","The Weeknd",9574,https://open.spotify.com/track/72TyiiduRmczEbDIEtKQdR
26,"Vai malandra (feat. Tropkillaz & DJ Yuri Martins)",Anitta,9457,https://open.spotify.com/track/6u0EAxf1OJTLS7CvInuNd7
27,Havana,"Camila Cabello",9212,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W
28,"New Rules","Dua Lipa",9172,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
29,"For You (Fifty Shades Freed) (& Rita Ora)","Liam Payne",8983,https://open.spotify.com/track/5hM6sP0Gh1jD57drszNueC
30,"Chaminé (Zara G)","Wet Bed Gang",8978,https://open.spotify.com/track/53kn2KqWSG9neh5H3YQqxt
31,"Say Something","Justin Timberlake",8953,https://open.spotify.com/track/1LhMopPAallLeaeNutqbgS
32,"Walk It Talk It",Migos,8943,https://open.spotify.com/track/6n4U3TlzUGhdSFbUUhTvLP
33,Dura,"Daddy Yankee",8459,https://open.spotify.com/track/2j2fIJGh4PMdXt9ULI5Tlc
34,"Try Me","The Weeknd",8412,https://open.spotify.com/track/2poOAWEj1CStqTVPgIHZ8s
35,Wolves,"Selena Gomez",8340,https://open.spotify.com/track/7EmGUiUaOSGDnUUQUDrOXC
36,"Salto Alto",Piruka,8156,https://open.spotify.com/track/3sIXzuNgN9HrC7amkEQWiP
37,Silence,Marshmello,8053,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU
38,"Shape of You","Ed Sheeran",7972,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
39,"Me Rehúso","Danny Ocean",7691,https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl
40,Everyday,Logic,7612,https://open.spotify.com/track/4EAV2cKiqKP5UPZmY6dejk
41,"A Vida Toda","Carolina Deslandes",7592,https://open.spotify.com/track/1pc6Ssg5obznItjcqRFWbM
42,"Never Be the Same","Camila Cabello",7465,https://open.spotify.com/track/4eWQlBRaTjPPUlzacqEeoQ
43,"Já Se Passou Tudo",Piruka,7450,https://open.spotify.com/track/2wvtEiHUoRmjrqRfOrY26B
44,"Pray For Me (with Kendrick Lamar)","The Weeknd",7408,https://open.spotify.com/track/4ofvoCdXq99vpMZO4Cfp8x
45,Nevermind,"Dennis Lloyd",7370,https://open.spotify.com/track/63SevszngYpZOwf63o61K4
46,Barking,Ramz,7219,https://open.spotify.com/track/7amMgNDcObIDkIXv4xcvc2
47,Unforgettable,"French Montana",7189,https://open.spotify.com/track/3B54sVLJ402zGa6Xm4YGNe
48,"I Fall Apart","Post Malone",7141,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh
49,"XO TOUR Llif3","Lil Uzi Vert",7052,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO
50,Moonlight,XXXTENTACION,6754,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
51,"Lost In Japan","Shawn Mendes",6145,https://open.spotify.com/track/7wvYmO5QscgIDDT0eNwbYX
52,Delicate,"Taylor Swift",5937,https://open.spotify.com/track/6NFyWDv5CjfwuzoCkw47Xf
53,"Remind Me to Forget",Kygo,5828,https://open.spotify.com/track/6xTU6B6nFwKKTSZ9ySXS80
54,"Plug Walk","Rich The Kid",5808,https://open.spotify.com/track/6mAz8D1TmlTuef90dbNIiZ
55,"Like I Do","David Guetta",5693,https://open.spotify.com/track/6RnkFd8Fqqgk1Uni8RgqCQ
56,changes,XXXTENTACION,5588,https://open.spotify.com/track/7AFASza1mXqntmGtbxXprO
57,"River (feat. Ed Sheeran)",Eminem,5573,https://open.spotify.com/track/5UEnHoDYpsxlfzWLZIc7LD
58,"I Was Never There","The Weeknd",5448,https://open.spotify.com/track/56d6kYZhfhzpoC3s1dRU2V
59,"I Like It","Cardi B",5397,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
60,Flames,"David Guetta",5251,https://open.spotify.com/track/33IOhptvC2Qoy2UhjiHXLV
61,"Mad Love","Sean Paul",5171,https://open.spotify.com/track/3soOPBuMK8YMdWnV7xpEyf
62,"Be Careful","Cardi B",5134,https://open.spotify.com/track/2Yl4OmDby9iitgNWZPwxkd
63,Slowly,"Richie Campbell",5118,https://open.spotify.com/track/0jg1Oo5WVBBgF1bWspmD1v
64,"1, 2, 3 (feat. Jason Derulo & De La Ghetto)","Sofia Reyes",4974,https://open.spotify.com/track/4QtiVmuA88tPQiCOHZuQ5b
65,"Hurt You","The Weeknd",4935,https://open.spotify.com/track/13wNEvWmBsWaWVtiLPRIW5
66,"Meant to Be (feat. Florida Georgia Line)","Bebe Rexha",4872,https://open.spotify.com/track/7iDa6hUg2VgEL1o1HjmfBn
67,"Let Me Go (with Alesso, Florida Georgia Line & watt)","Hailee Steinfeld",4748,https://open.spotify.com/track/5AEtlRudpgdT5FtNiuly6Y
68,"O Clima",Lhast,4579,https://open.spotify.com/track/2KTw4vRM6mdBzMlVkInvSS
69,Believer,"Imagine Dragons",4573,https://open.spotify.com/track/7Izh7zLJGw1Nscd62Exxj4
70,Perfect,"Ed Sheeran",4569,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
71,Thunder,"Imagine Dragons",4533,https://open.spotify.com/track/26gceVsA1ybT8qsX3aYLEn
72,Aleluia,"Wet Bed Gang",4465,https://open.spotify.com/track/3nOdmaNfqskNaYpBGPLDdG
