,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,rockstar,"Post Malone",31838,https://open.spotify.com/track/7wGoVu4Dady5GV0Sv4UIsx
2,Havana,"Camila Cabello",22118,https://open.spotify.com/track/0ofbQMrRDsUaVKq2mGLEAb
3,"Perfect Duet (Ed Sheeran & Beyoncé)","Ed Sheeran",20359,https://open.spotify.com/track/1bhUWB0zJMIKr9yVPrkEuI
4,"Échame La Culpa","Luis Fonsi",19332,https://open.spotify.com/track/1zsG4eaZmkA1dvjDDsAGLK
5,"Salto Alto",Piruka,19023,https://open.spotify.com/track/3sIXzuNgN9HrC7amkEQWiP
6,"New Rules","Dua Lipa",19017,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
7,Wolves,"Selena Gomez",18101,https://open.spotify.com/track/7EmGUiUaOSGDnUUQUDrOXC
8,"Dusk Till Dawn - Radio Edit",ZAYN,18022,https://open.spotify.com/track/1j4kHkkpqZRBwE0A4CN4Yv
9,"Gucci Gang","Lil Pump",17588,https://open.spotify.com/track/43ZyHQITOjhciSUUNPVRHc
10,"Too Good At Goodbyes","Sam Smith",16318,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV
11,Water,"Richie Campbell",16300,https://open.spotify.com/track/4whe9nAKt7gpIEW5USTPAk
12,Silence,Marshmello,15925,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU
13,Perfect,"Ed Sheeran",15302,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
14,Downtown,Anitta,15285,https://open.spotify.com/track/3Ga6eKrUFf12ouh9Yw3v2D
15,"Não Faz Isso",Piruka,15200,https://open.spotify.com/track/0D8wUCg5XGHfWQIEzMmJAl
16,"What Lovers Do (feat. SZA)","Maroon 5",14026,https://open.spotify.com/track/3hBBKuWJfxlIlnd9QFoC8k
17,"Me Rehúso","Danny Ocean",13809,https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl
18,Unforgettable,"French Montana",13634,https://open.spotify.com/track/3B54sVLJ402zGa6Xm4YGNe
19,"Him & I",G-Eazy,13439,https://open.spotify.com/track/3YU6vJbjYUG0tiJyXf9x5V
20,"Let You Down",NF,13142,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr
21,"All I Want for Christmas Is You","Mariah Carey",13103,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn
22,"I Fall Apart","Post Malone",12980,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh
23,Congratulations,"Post Malone",12826,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9
24,1-800-273-8255,Logic,12420,https://open.spotify.com/track/5tz69p7tJuGPeMGwNTxYuV
25,"XO TOUR Llif3","Lil Uzi Vert",12405,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO
26,"Shape of You","Ed Sheeran",12190,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
27,Aleluia,"Wet Bed Gang",11608,https://open.spotify.com/track/3nOdmaNfqskNaYpBGPLDdG
28,"O Clima",Lhast,11154,https://open.spotify.com/track/2KTw4vRM6mdBzMlVkInvSS
29,"How Long","Charlie Puth",10822,https://open.spotify.com/track/32DGGj6KlNuBr6WaqRxpxi
30,"Let Me Go (with Alesso, Florida Georgia Line & watt)","Hailee Steinfeld",10787,https://open.spotify.com/track/5AEtlRudpgdT5FtNiuly6Y
31,Thunder,"Imagine Dragons",10615,https://open.spotify.com/track/0tKcYR2II1VCQWT79i5NrW
