,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"God's Plan",Drake,24863,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY
2,rockstar,"Post Malone",22791,https://open.spotify.com/track/7wGoVu4Dady5GV0Sv4UIsx
3,"Échame La Culpa","Luis Fonsi",20805,https://open.spotify.com/track/1zsG4eaZmkA1dvjDDsAGLK
4,"Water - Single Version","Richie Campbell",20434,https://open.spotify.com/track/58dElABzeDBwfhttWGf6n1
5,Havana,"Camila Cabello",20046,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W
6,"Vai malandra (feat. Tropkillaz & DJ Yuri Martins)",Anitta,19531,https://open.spotify.com/track/6u0EAxf1OJTLS7CvInuNd7
7,Downtown,Anitta,17302,https://open.spotify.com/track/3Ga6eKrUFf12ouh9Yw3v2D
8,"Never Be the Same","Camila Cabello",15312,https://open.spotify.com/track/4eWQlBRaTjPPUlzacqEeoQ
9,"River (feat. Ed Sheeran)",Eminem,15220,https://open.spotify.com/track/5UEnHoDYpsxlfzWLZIc7LD
10,IDGAF,"Dua Lipa",14859,https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr
11,"Finesse (Remix) [feat. Cardi B]","Bruno Mars",14630,https://open.spotify.com/track/3Vo4wInECJQuz9BIBMOu8i
12,"Salto Alto",Piruka,14117,https://open.spotify.com/track/3sIXzuNgN9HrC7amkEQWiP
13,Silence,Marshmello,13977,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU
14,"Só Vim Dizer Yau",Piruka,13835,https://open.spotify.com/track/3WmKdTY0wtkDRd5mAsAB5i
15,"New Rules","Dua Lipa",13565,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
16,Wolves,"Selena Gomez",13296,https://open.spotify.com/track/7EmGUiUaOSGDnUUQUDrOXC
17,"Him & I (with Halsey)",G-Eazy,13140,https://open.spotify.com/track/5k38wzpLb15YgncyWdTZE4
18,"A Vida Toda","Carolina Deslandes",12084,https://open.spotify.com/track/1pc6Ssg5obznItjcqRFWbM
19,"Let You Down",NF,11858,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr
20,"Me Rehúso","Danny Ocean",11592,https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl
21,"I Fall Apart","Post Malone",11488,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh
22,"All The Stars (with SZA)","Kendrick Lamar",11470,https://open.spotify.com/track/12SJpYZEdj4kzWZ8FPFg4Y
