,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,rockstar,"Post Malone",30950,https://open.spotify.com/track/7wGoVu4Dady5GV0Sv4UIsx
2,"Salto Alto",Piruka,21207,https://open.spotify.com/track/3sIXzuNgN9HrC7amkEQWiP
3,Havana,"Camila Cabello",20566,https://open.spotify.com/track/0ofbQMrRDsUaVKq2mGLEAb
4,"Échame La Culpa","Luis Fonsi",19642,https://open.spotify.com/track/1zsG4eaZmkA1dvjDDsAGLK
5,"Dusk Till Dawn - Radio Edit",ZAYN,19571,https://open.spotify.com/track/1j4kHkkpqZRBwE0A4CN4Yv
6,"New Rules","Dua Lipa",19238,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
7,Wolves,"Selena Gomez",18479,https://open.spotify.com/track/7EmGUiUaOSGDnUUQUDrOXC
8,"Não Faz Isso",Piruka,17779,https://open.spotify.com/track/0D8wUCg5XGHfWQIEzMmJAl
9,Perfect,"Ed Sheeran",17685,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
10,"Too Good At Goodbyes","Sam Smith",17291,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV
11,Silence,Marshmello,16633,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU
12,"Gucci Gang","Lil Pump",16069,https://open.spotify.com/track/43ZyHQITOjhciSUUNPVRHc
13,"What Lovers Do (feat. SZA)","Maroon 5",15948,https://open.spotify.com/track/3hBBKuWJfxlIlnd9QFoC8k
14,Downtown,Anitta,15494,https://open.spotify.com/track/3Ga6eKrUFf12ouh9Yw3v2D
15,"I Fall Apart","Post Malone",14258,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh
16,Unforgettable,"French Montana",14164,https://open.spotify.com/track/3B54sVLJ402zGa6Xm4YGNe
17,"Me Rehúso","Danny Ocean",13855,https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl
18,"Let You Down",NF,13478,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr
19,1-800-273-8255,Logic,13300,https://open.spotify.com/track/5tz69p7tJuGPeMGwNTxYuV
20,Congratulations,"Post Malone",12391,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9
21,"O Clima",Lhast,12275,https://open.spotify.com/track/2KTw4vRM6mdBzMlVkInvSS
22,"Feel It Still","Portugal. The Man",12120,https://open.spotify.com/track/6QgjcU0zLnzq5OrUoSZ3OK
23,Aleluia,"Wet Bed Gang",11973,https://open.spotify.com/track/3nOdmaNfqskNaYpBGPLDdG
24,"How Long","Charlie Puth",11712,https://open.spotify.com/track/32DGGj6KlNuBr6WaqRxpxi
25,"Let Me Go (with Alesso, Florida Georgia Line & watt)","Hailee Steinfeld",11698,https://open.spotify.com/track/5AEtlRudpgdT5FtNiuly6Y
26,"XO TOUR Llif3","Lil Uzi Vert",11636,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO
27,Thunder,"Imagine Dragons",11042,https://open.spotify.com/track/0tKcYR2II1VCQWT79i5NrW
28,"Shape of You","Ed Sheeran",10824,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
29,"Cala a Boca","Holly Hood",10544,https://open.spotify.com/track/4iF4gAu0yfKFhQATEa6oXh
30,"Reggaetón Lento (Remix)",CNCO,10354,https://open.spotify.com/track/5PB8zB1MOZASboLquvinMF
31,"Felices los 4",Maluma,10267,https://open.spotify.com/track/0qYTZCo5Bwh1nsUFGZP3zn
32,"Jocelyn Flores",XXXTENTACION,10178,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
33,"Friends (with BloodPop®)","Justin Bieber",10092,https://open.spotify.com/track/7nZmah2llfvLDiUjm0kiyz
34,"Mi Gente","J Balvin",10058,https://open.spotify.com/track/2rb5MvYT7ZIxbKW5hfcHx8
35,Stargazing,Kygo,9915,https://open.spotify.com/track/0Zbbxnx4SGGHoIow4PpISP
36,"Young Dumb & Broke",Khalid,9770,https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY
37,"Lonely Together (feat. Rita Ora)",Avicii,9743,https://open.spotify.com/track/2OALaHcDdKkjYEpAr0Qzab
38,Attention,"Charlie Puth",9551,https://open.spotify.com/track/4iLqG9SeJSnt0cSPICSjxv
39,"Esfrega Esfrega","Deejay Telio",9427,https://open.spotify.com/track/3029IUQQ26whiZDLqUMWLC
40,"Sua cara (feat. Anitta & Pabllo Vittar)","Major Lazer",8951,https://open.spotify.com/track/3ibRxEv4KkcU9e259eyNJA
