,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"2U (feat. Justin Bieber)","David Guetta",24449,https://open.spotify.com/track/3A7qX2QjDlPnazUsRk5y0M
2,"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)","DJ Khaled",23218,https://open.spotify.com/track/3DXncPQOG4VBw3QHh3S817
3,Attention,"Charlie Puth",22096,https://open.spotify.com/track/4iLqG9SeJSnt0cSPICSjxv
4,Unforgettable,"French Montana",21017,https://open.spotify.com/track/3B54sVLJ402zGa6Xm4YGNe
5,"Despacito - Remix","Luis Fonsi",20999,https://open.spotify.com/track/5CtI0qwDJkDQGwXD1H1cLb
6,"Swalla (feat. Nicki Minaj & Ty Dolla $ign)","Jason Derulo",20431,https://open.spotify.com/track/6kex4EBAj0WHXDKZMEJaaF
7,"Shape of You","Ed Sheeran",19543,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
8,"Despacito (Featuring Daddy Yankee)","Luis Fonsi",19470,https://open.spotify.com/track/4aWmUDTfIPGksMNLV2rQP2
9,HUMBLE.,"Kendrick Lamar",18985,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS
10,"There's Nothing Holdin' Me Back","Shawn Mendes",18793,https://open.spotify.com/track/79cuOz3SPQTuFrp8WgftAu
11,"Symphony (feat. Zara Larsson)","Clean Bandit",17724,https://open.spotify.com/track/1x5sYLZiu9r5E43kMlt9f8
12,"No Promises (feat. Demi Lovato)","Cheat Codes",16146,https://open.spotify.com/track/1louJpMmzEicAn7lzDalPW
13,"Something Just Like This","The Chainsmokers",15748,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW
14,"There for You","Martin Garrix",14954,https://open.spotify.com/track/6jA8HL9i4QGzsj6fjoxp8Y
15,Thunder,"Imagine Dragons",14645,https://open.spotify.com/track/0tKcYR2II1VCQWT79i5NrW
16,"Strip That Down","Liam Payne",14420,https://open.spotify.com/track/6EpRaXYhGOB3fj4V2uDkMJ
17,"Sign of the Times","Harry Styles",14410,https://open.spotify.com/track/5Ohxk2dO5COHF1krpoPigN
18,"Stay (with Alessia Cara)",Zedd,14009,https://open.spotify.com/track/0dA2Mk56wEzDgegdC6R17g
19,"SUBEME LA RADIO","Enrique Iglesias",13778,https://open.spotify.com/track/7nKBxz47S9SD79N086fuhn
20,"XO TOUR Llif3","Lil Uzi Vert",13661,https://open.spotify.com/track/2eMwDehkIC1j68U6FA3Eiq
21,Mama,"Jonas Blue",13421,https://open.spotify.com/track/0NiXXAI876aGImAd6rTj8w
22,Congratulations,"Post Malone",13416,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9
23,Malibu,"Miley Cyrus",13173,https://open.spotify.com/track/2habSXqcJGExM6JJyskY7O
24,Believer,"Imagine Dragons",12974,https://open.spotify.com/track/0CcQNd8CINkwQfe1RDtGV6
25,"Mask Off",Future,12938,https://open.spotify.com/track/3rOSwuTsUlJp0Pu0MkN8r8
