,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"God's Plan",Drake,26594,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY
2,"All The Stars (with SZA)","Kendrick Lamar",19853,https://open.spotify.com/track/2Imq77E6CEJR5TPUxlJvTY
3,rockstar,"Post Malone",18521,https://open.spotify.com/track/1OmcAT5Y8eg5bUPv9qJT4R
4,"For You (Fifty Shades Freed) (& Rita Ora)","Liam Payne",16258,https://open.spotify.com/track/5hM6sP0Gh1jD57drszNueC
5,"Water - Single Version","Richie Campbell",16249,https://open.spotify.com/track/58dElABzeDBwfhttWGf6n1
6,"Échame La Culpa","Luis Fonsi",16034,https://open.spotify.com/track/1zsG4eaZmkA1dvjDDsAGLK
7,"Vai malandra (feat. Tropkillaz & DJ Yuri Martins)",Anitta,15469,https://open.spotify.com/track/6u0EAxf1OJTLS7CvInuNd7
8,IDGAF,"Dua Lipa",15315,https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr
9,Havana,"Camila Cabello",15238,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W
10,Downtown,Anitta,14407,https://open.spotify.com/track/3Ga6eKrUFf12ouh9Yw3v2D
11,"Never Be the Same","Camila Cabello",14303,https://open.spotify.com/track/4eWQlBRaTjPPUlzacqEeoQ
12,"River (feat. Ed Sheeran)",Eminem,14256,https://open.spotify.com/track/5UEnHoDYpsxlfzWLZIc7LD
13,"Pray For Me (with Kendrick Lamar)","The Weeknd",13670,https://open.spotify.com/track/4ofvoCdXq99vpMZO4Cfp8x
14,"Finesse (Remix) [feat. Cardi B]","Bruno Mars",13386,https://open.spotify.com/track/3Vo4wInECJQuz9BIBMOu8i
15,"Salto Alto",Piruka,12528,https://open.spotify.com/track/3sIXzuNgN9HrC7amkEQWiP
16,Wolves,"Selena Gomez",12287,https://open.spotify.com/track/7EmGUiUaOSGDnUUQUDrOXC
17,Silence,Marshmello,11856,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU
18,"Him & I (with Halsey)",G-Eazy,11743,https://open.spotify.com/track/5k38wzpLb15YgncyWdTZE4
19,"New Rules","Dua Lipa",11684,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
20,"A Vida Toda","Carolina Deslandes",11580,https://open.spotify.com/track/1pc6Ssg5obznItjcqRFWbM
21,"I Fall Apart","Post Malone",11287,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh
22,"Let Me Go (with Alesso, Florida Georgia Line & watt)","Hailee Steinfeld",11206,https://open.spotify.com/track/5AEtlRudpgdT5FtNiuly6Y
23,"Até Ao Fim",Agir,10843,https://open.spotify.com/track/5PvAlFxlJrW8vjkdfvE6no
24,"Sick Boy","The Chainsmokers",10788,https://open.spotify.com/track/7jqDzXJS0K0Re8uphYNit0
25,"Let You Down",NF,10748,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr
26,"Só Vim Dizer Yau",Piruka,10698,https://open.spotify.com/track/3WmKdTY0wtkDRd5mAsAB5i
27,"I Miss You (feat. Julia Michaels)","Clean Bandit",10593,https://open.spotify.com/track/2xmrfQpmS2iJExTlklLoAL
28,Mine,Bazzi,10453,https://open.spotify.com/track/6tHWl8ows5JOZq9Yfaqn3M
29,Perfect,"Ed Sheeran",10246,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
