,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"God's Plan",Drake,31640,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY
2,"All The Stars (with SZA)","Kendrick Lamar",20268,https://open.spotify.com/track/3GCdLUSnKSMJhs4Tj6CV3s
3,"Psycho (feat. Ty Dolla $ign)","Post Malone",19368,https://open.spotify.com/track/65NwOZqoXny4JxqAPlfxRF
4,FRIENDS,Marshmello,18117,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G
5,IDGAF,"Dua Lipa",17513,https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr
6,"For You (Fifty Shades Freed) (& Rita Ora)","Liam Payne",16204,https://open.spotify.com/track/5hM6sP0Gh1jD57drszNueC
7,rockstar,"Post Malone",15542,https://open.spotify.com/track/2U7Hu2RaNQNRi7izoJyZaX
8,"Love Lies (with Normani)",Khalid,14363,https://open.spotify.com/track/45Egmo7icyopuzJN0oMEdk
9,"Pray For Me (with Kendrick Lamar)","The Weeknd",14072,https://open.spotify.com/track/4ofvoCdXq99vpMZO4Cfp8x
10,Mine,Bazzi,13980,https://open.spotify.com/track/6tHWl8ows5JOZq9Yfaqn3M
11,"Échame La Culpa","Luis Fonsi",13908,https://open.spotify.com/track/1zsG4eaZmkA1dvjDDsAGLK
12,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Rudimental,13638,https://open.spotify.com/track/5CLGzJsGqhCEECcpnFQA8x
13,Downtown,Anitta,13288,https://open.spotify.com/track/3Ga6eKrUFf12ouh9Yw3v2D
14,"Look Alive (feat. Drake)","BlocBoy JB",12938,https://open.spotify.com/track/4qKcDkK6siZ7Jp1Jb4m0aL
15,"Vai malandra (feat. Tropkillaz & DJ Yuri Martins)",Anitta,12452,https://open.spotify.com/track/6u0EAxf1OJTLS7CvInuNd7
16,"The Middle",Zedd,12451,https://open.spotify.com/track/2ARqIya5NAuvFVHSN3bL0m
17,"Water - Single Version","Richie Campbell",12248,https://open.spotify.com/track/58dElABzeDBwfhttWGf6n1
18,"Finesse (Remix) [feat. Cardi B]","Bruno Mars",12205,https://open.spotify.com/track/3Vo4wInECJQuz9BIBMOu8i
19,Havana,"Camila Cabello",12042,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W
20,"River (feat. Ed Sheeran)",Eminem,11585,https://open.spotify.com/track/5UEnHoDYpsxlfzWLZIc7LD
21,"Never Be the Same","Camila Cabello",11396,https://open.spotify.com/track/4eWQlBRaTjPPUlzacqEeoQ
22,"Já Se Passou Tudo",Piruka,10919,https://open.spotify.com/track/2wvtEiHUoRmjrqRfOrY26B
23,"I Fall Apart","Post Malone",10884,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh
24,Silence,Marshmello,10673,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU
25,"Capital Letters","Hailee Steinfeld",10506,https://open.spotify.com/track/3towKHKVOXCCcL1fHv6xFO
26,"New Rules","Dua Lipa",10468,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
27,"Salto Alto",Piruka,10344,https://open.spotify.com/track/3sIXzuNgN9HrC7amkEQWiP
28,"Ta Tum Tum","MC Kevinho",10155,https://open.spotify.com/track/6etab3UBCo5GOTMZqUvRka
29,"Let Me Go (with Alesso, Florida Georgia Line & watt)","Hailee Steinfeld",10041,https://open.spotify.com/track/5AEtlRudpgdT5FtNiuly6Y
30,Wolves,"Selena Gomez",10020,https://open.spotify.com/track/7EmGUiUaOSGDnUUQUDrOXC
31,"Sick Boy","The Chainsmokers",9989,https://open.spotify.com/track/2IKZkwHI5zsZf70STuhvOX
32,"Him & I (with Halsey)",G-Eazy,9916,https://open.spotify.com/track/5k38wzpLb15YgncyWdTZE4
33,"A Vida Toda","Carolina Deslandes",9627,https://open.spotify.com/track/1pc6Ssg5obznItjcqRFWbM
34,Heaven,"Julia Michaels",9576,https://open.spotify.com/track/4QfNOZN7vrQCQKK1ZJ3XPb
35,Everyday,Logic,9428,https://open.spotify.com/track/6zOhgKfbMiQWToE6K13s2s
36,"Shape of You","Ed Sheeran",9116,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
37,X,"Nicky Jam",8953,https://open.spotify.com/track/39N9RPD9MRb5WmoLzNzPeA
38,"Me Rehúso","Danny Ocean",8847,https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl
39,"I Miss You (feat. Julia Michaels)","Clean Bandit",8556,https://open.spotify.com/track/2xmrfQpmS2iJExTlklLoAL
40,Naked,"James Arthur",8355,https://open.spotify.com/track/7krbSH3rd8lhIZvuzTV3Bl
41,"Say Something","Justin Timberlake",8286,https://open.spotify.com/track/1LhMopPAallLeaeNutqbgS
42,Perfect,"Ed Sheeran",8147,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
43,Corazón,Maluma,8067,https://open.spotify.com/track/4lESS6vuruP6a79KWRaQou
44,"Feel It Still","Portugal. The Man",7946,https://open.spotify.com/track/6QgjcU0zLnzq5OrUoSZ3OK
45,"XO TOUR Llif3","Lil Uzi Vert",7933,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO
46,"Chaminé (Zara G)","Wet Bed Gang",7865,https://open.spotify.com/track/53kn2KqWSG9neh5H3YQqxt
47,Unforgettable,"French Montana",7865,https://open.spotify.com/track/3B54sVLJ402zGa6Xm4YGNe
