,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,rockstar,"Post Malone",29219,https://open.spotify.com/track/7wGoVu4Dady5GV0Sv4UIsx
2,"Échame La Culpa","Luis Fonsi",20662,https://open.spotify.com/track/1zsG4eaZmkA1dvjDDsAGLK
3,"Perfect Duet (Ed Sheeran & Beyoncé)","Ed Sheeran",18893,https://open.spotify.com/track/1bhUWB0zJMIKr9yVPrkEuI
4,Havana,"Camila Cabello",18398,https://open.spotify.com/track/0ofbQMrRDsUaVKq2mGLEAb
5,"New Rules","Dua Lipa",17363,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
6,"Salto Alto",Piruka,17105,https://open.spotify.com/track/3sIXzuNgN9HrC7amkEQWiP
7,Wolves,"Selena Gomez",16759,https://open.spotify.com/track/7EmGUiUaOSGDnUUQUDrOXC
8,"Dusk Till Dawn - Radio Edit",ZAYN,16233,https://open.spotify.com/track/1j4kHkkpqZRBwE0A4CN4Yv
9,"River (feat. Ed Sheeran)",Eminem,15968,https://open.spotify.com/track/1cS0TgbR263ey9jn0MwD2s
10,Downtown,Anitta,15702,https://open.spotify.com/track/3Ga6eKrUFf12ouh9Yw3v2D
11,Silence,Marshmello,15679,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU
12,"Gucci Gang","Lil Pump",15276,https://open.spotify.com/track/43ZyHQITOjhciSUUNPVRHc
13,"Him & I (with Halsey)",G-Eazy,14916,https://open.spotify.com/track/5k38wzpLb15YgncyWdTZE4
14,Perfect,"Ed Sheeran",14589,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
15,Water,"Richie Campbell",14416,https://open.spotify.com/track/4whe9nAKt7gpIEW5USTPAk
16,"Não Faz Isso",Piruka,14269,https://open.spotify.com/track/0D8wUCg5XGHfWQIEzMmJAl
17,"Too Good At Goodbyes","Sam Smith",14097,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV
18,"Me Rehúso","Danny Ocean",13620,https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl
19,"What Lovers Do (feat. SZA)","Maroon 5",12940,https://open.spotify.com/track/3hBBKuWJfxlIlnd9QFoC8k
20,"Let You Down",NF,12808,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr
21,Unforgettable,"French Montana",12533,https://open.spotify.com/track/3B54sVLJ402zGa6Xm4YGNe
22,"All I Want for Christmas Is You","Mariah Carey",12353,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn
23,"I Fall Apart","Post Malone",12092,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh
24,"Shape of You","Ed Sheeran",11827,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
25,Congratulations,"Post Malone",11631,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9
26,"O Clima",Lhast,11450,https://open.spotify.com/track/2KTw4vRM6mdBzMlVkInvSS
27,"Feel It Still","Portugal. The Man",11032,https://open.spotify.com/track/6QgjcU0zLnzq5OrUoSZ3OK
28,1-800-273-8255,Logic,11015,https://open.spotify.com/track/5tz69p7tJuGPeMGwNTxYuV
29,"XO TOUR Llif3","Lil Uzi Vert",10854,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO
30,Thunder,"Imagine Dragons",10725,https://open.spotify.com/track/0tKcYR2II1VCQWT79i5NrW
31,Aleluia,"Wet Bed Gang",10719,https://open.spotify.com/track/3nOdmaNfqskNaYpBGPLDdG
32,"Let Me Go (with Alesso, Florida Georgia Line & watt)","Hailee Steinfeld",10716,https://open.spotify.com/track/5AEtlRudpgdT5FtNiuly6Y
33,"I Miss You (feat. Julia Michaels)","Clean Bandit",9836,https://open.spotify.com/track/2xmrfQpmS2iJExTlklLoAL
34,"How Long","Charlie Puth",9746,https://open.spotify.com/track/32DGGj6KlNuBr6WaqRxpxi
35,"Felices los 4",Maluma,9644,https://open.spotify.com/track/0qYTZCo5Bwh1nsUFGZP3zn
36,"Candy Paint","Post Malone",9600,https://open.spotify.com/track/42CeaId2XNlxugDvyqHfDf
37,"Sua cara (feat. Anitta & Pabllo Vittar)","Major Lazer",9592,https://open.spotify.com/track/3ibRxEv4KkcU9e259eyNJA
38,"Cala a Boca","Holly Hood",9585,https://open.spotify.com/track/4iF4gAu0yfKFhQATEa6oXh
39,"A Vida Toda","Carolina Deslandes",9546,https://open.spotify.com/track/1pc6Ssg5obznItjcqRFWbM
