,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Amor de Verdade","MC Kekel",28004,https://open.spotify.com/track/76KDy62J99FKu6ZsxMJy3j
2,"Better Now","Post Malone",24363,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
3,"One Kiss (with Dua Lipa)","Calvin Harris",23294,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
4,"Faz Gostoso",Blaya,20378,https://open.spotify.com/track/35pucCKt28NvIK88gpEEjl
5,"God's Plan",Drake,17453,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY
6,X,"Nicky Jam",17376,https://open.spotify.com/track/39N9RPD9MRb5WmoLzNzPeA
7,"Nice For What",Drake,16431,https://open.spotify.com/track/1cTZMwcBJT0Ka3UJPXOeeN
8,FRIENDS,Marshmello,15744,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G
9,"All Mine","Kanye West",15365,https://open.spotify.com/track/3qnoOm4fwZPBS116f5hpgF
10,"This Is America","Childish Gambino",15318,https://open.spotify.com/track/0b9oOr2ZgvyQu88wzixux9
11,"Psycho (feat. Ty Dolla $ign)","Post Malone",15010,https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C
12,"Back To You","Selena Gomez",14959,https://open.spotify.com/track/514rhnksEwHUh6LxXsQ4Y9
13,"I Like It","Cardi B",14901,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
14,"no tears left to cry","Ariana Grande",14872,https://open.spotify.com/track/5SxkdsY1ufZzoq9iXceLw9
15,"Youth feat. Khalid","Shawn Mendes",14290,https://open.spotify.com/track/5SwEgzUFDHwpWHKrbnP32Z
16,"Ghost Town","Kanye West",14131,https://open.spotify.com/track/6Bg7MznA9X0dIhlAsLyBYj
17,"lovely (with Khalid)","Billie Eilish",13859,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
