,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"God's Plan",Drake,20564,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY
2,rockstar,"Post Malone",17125,https://open.spotify.com/track/1OmcAT5Y8eg5bUPv9qJT4R
3,"Vai malandra (feat. Tropkillaz & DJ Yuri Martins)",Anitta,15498,https://open.spotify.com/track/6u0EAxf1OJTLS7CvInuNd7
4,"Échame La Culpa","Luis Fonsi",14388,https://open.spotify.com/track/1zsG4eaZmkA1dvjDDsAGLK
5,"All The Stars (with SZA)","Kendrick Lamar",14360,https://open.spotify.com/track/3GCdLUSnKSMJhs4Tj6CV3s
6,"Water - Single Version","Richie Campbell",13821,https://open.spotify.com/track/58dElABzeDBwfhttWGf6n1
7,Havana,"Camila Cabello",13622,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W
8,Downtown,Anitta,12379,https://open.spotify.com/track/3Ga6eKrUFf12ouh9Yw3v2D
9,"Salto Alto",Piruka,11299,https://open.spotify.com/track/3sIXzuNgN9HrC7amkEQWiP
10,"Pray For Me (with Kendrick Lamar)","The Weeknd",10740,https://open.spotify.com/track/4ofvoCdXq99vpMZO4Cfp8x
11,IDGAF,"Dua Lipa",10558,https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr
12,Silence,Marshmello,10526,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU
13,"Até Ao Fim",Agir,10375,https://open.spotify.com/track/5PvAlFxlJrW8vjkdfvE6no
14,"River (feat. Ed Sheeran)",Eminem,10348,https://open.spotify.com/track/5UEnHoDYpsxlfzWLZIc7LD
15,"Só Vim Dizer Yau",Piruka,10213,https://open.spotify.com/track/3WmKdTY0wtkDRd5mAsAB5i
16,"Never Be the Same","Camila Cabello",10179,https://open.spotify.com/track/4eWQlBRaTjPPUlzacqEeoQ
17,"New Rules","Dua Lipa",9703,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
18,"Finesse (Remix) [feat. Cardi B]","Bruno Mars",9599,https://open.spotify.com/track/3Vo4wInECJQuz9BIBMOu8i
19,Wolves,"Selena Gomez",9382,https://open.spotify.com/track/7EmGUiUaOSGDnUUQUDrOXC
20,"For You (Fifty Shades Freed) (& Rita Ora)","Liam Payne",9170,https://open.spotify.com/track/5hM6sP0Gh1jD57drszNueC
21,"Him & I (with Halsey)",G-Eazy,9005,https://open.spotify.com/track/5k38wzpLb15YgncyWdTZE4
22,"A Vida Toda","Carolina Deslandes",8945,https://open.spotify.com/track/1pc6Ssg5obznItjcqRFWbM
23,"Que Tiro Foi Esse","Jojo Maronttinni",8809,https://open.spotify.com/track/2ri2wEE24Tm7fOJ7sGiz7P
24,"Let You Down",NF,8798,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr
25,"I Fall Apart","Post Malone",8798,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh
26,"Não Faz Isso",Piruka,8756,https://open.spotify.com/track/0D8wUCg5XGHfWQIEzMmJAl
27,"Me Rehúso","Danny Ocean",8662,https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl
28,"XO TOUR Llif3","Lil Uzi Vert",8358,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO
