,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"In My Feelings",Drake,38257,https://open.spotify.com/track/0bAkKNCQfWkexHFn7fIKns
2,"Amor de Verdade","MC Kekel",23845,https://open.spotify.com/track/76KDy62J99FKu6ZsxMJy3j
3,SAD!,XXXTENTACION,23096,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
4,"Lucid Dreams","Juice WRLD",23008,https://open.spotify.com/track/0s3nnoMeVWz3989MkNQiRf
5,"Girls Like You (feat. Cardi B)","Maroon 5",22041,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
6,"Don’t Matter To Me",Drake,21542,https://open.spotify.com/track/36ONiya0OANYknz0GgJmwB
7,"One Kiss (with Dua Lipa)","Calvin Harris",20605,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
8,"God is a woman","Ariana Grande",20352,https://open.spotify.com/track/7gkWXbAxIYuvtOpcN3p9GJ
9,"Better Now","Post Malone",20148,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
10,"Mafiosa (feat. Caroliina)",Lartiste,18987,https://open.spotify.com/track/0WxiQqTcK3ZErx2mMWgtm6
11,"Solo (feat. Demi Lovato)","Clean Bandit",18822,https://open.spotify.com/track/6kPJZM97LwdG9QIsT7khp6
12,"I Like It","Cardi B",18414,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
13,"Taste (feat. Offset)",Tyga,17931,https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy
14,"Te Boté - Remix","Nio Garcia",16514,https://open.spotify.com/track/3V8UKqhEK5zBkBb6d6ub8i
15,"Din Din Din (Participação especial de MC Pupio e MC Doguinha)",Ludmilla,15875,https://open.spotify.com/track/78Q2gghkt8iLJ7J0Uc4QYb
16,"Ocean (feat. Khalid)","Martin Garrix",15866,https://open.spotify.com/track/3nc420PXjTdBV5TN0gCFkS
17,"Jackie Chan",Tiësto,15700,https://open.spotify.com/track/4kWO6O1BUXcZmaxitpVUwp
18,"God's Plan",Drake,15664,https://open.spotify.com/track/2VWbHHhWnMzKWPUs4IEEW9
19,Nonstop,Drake,15429,https://open.spotify.com/track/2Vx8E3K5icPZR7OCklWBXX
20,Youngblood,"5 Seconds of Summer",15421,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
21,X,"Nicky Jam",14722,https://open.spotify.com/track/39N9RPD9MRb5WmoLzNzPeA
22,"Faz Gostoso",Blaya,13880,https://open.spotify.com/track/35pucCKt28NvIK88gpEEjl
23,"Summertime Magic","Childish Gambino",12658,https://open.spotify.com/track/4j3GWI86JvSaF0BLdmgcfF
24,Rise,"Jonas Blue",12175,https://open.spotify.com/track/3u1S1OmAUhx5DRlLrXqyp3
25,"no tears left to cry","Ariana Grande",12080,https://open.spotify.com/track/5SxkdsY1ufZzoq9iXceLw9
26,Moonlight,XXXTENTACION,12047,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
27,"Nice For What",Drake,12028,https://open.spotify.com/track/0HVv5bEOiI9a0QfgcASXpX
28,changes,XXXTENTACION,11722,https://open.spotify.com/track/7AFASza1mXqntmGtbxXprO
29,"Back To You","Selena Gomez",11471,https://open.spotify.com/track/514rhnksEwHUh6LxXsQ4Y9
30,"Bed (feat. Ariana Grande)","Nicki Minaj",11416,https://open.spotify.com/track/1ZEm9cJC05rawV2tptNfTS
31,"Born To Be Yours",Kygo,11383,https://open.spotify.com/track/0kHyKhJMukHEPfeh8s7rdM
