,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"2U (feat. Justin Bieber)","David Guetta",26238,https://open.spotify.com/track/3A7qX2QjDlPnazUsRk5y0M
2,"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)","DJ Khaled",25496,https://open.spotify.com/track/3DXncPQOG4VBw3QHh3S817
3,Attention,"Charlie Puth",24666,https://open.spotify.com/track/4iLqG9SeJSnt0cSPICSjxv
4,Unforgettable,"French Montana",23005,https://open.spotify.com/track/3B54sVLJ402zGa6Xm4YGNe
5,"Swalla (feat. Nicki Minaj & Ty Dolla $ign)","Jason Derulo",21677,https://open.spotify.com/track/6kex4EBAj0WHXDKZMEJaaF
6,"Despacito - Remix","Luis Fonsi",21501,https://open.spotify.com/track/5CtI0qwDJkDQGwXD1H1cLb
7,"Shape of You","Ed Sheeran",21147,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
8,HUMBLE.,"Kendrick Lamar",20348,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS
9,"Despacito (Featuring Daddy Yankee)","Luis Fonsi",20328,https://open.spotify.com/track/4aWmUDTfIPGksMNLV2rQP2
10,"There's Nothing Holdin' Me Back","Shawn Mendes",19000,https://open.spotify.com/track/79cuOz3SPQTuFrp8WgftAu
11,"Symphony (feat. Zara Larsson)","Clean Bandit",17113,https://open.spotify.com/track/1x5sYLZiu9r5E43kMlt9f8
12,"Sign of the Times","Harry Styles",16684,https://open.spotify.com/track/5Ohxk2dO5COHF1krpoPigN
13,"No Promises (feat. Demi Lovato)","Cheat Codes",16067,https://open.spotify.com/track/1louJpMmzEicAn7lzDalPW
14,"Strip That Down","Liam Payne",15968,https://open.spotify.com/track/6EpRaXYhGOB3fj4V2uDkMJ
15,Thunder,"Imagine Dragons",15936,https://open.spotify.com/track/0tKcYR2II1VCQWT79i5NrW
16,"Something Just Like This","The Chainsmokers",15551,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW
17,"Stay (with Alessia Cara)",Zedd,15463,https://open.spotify.com/track/0dA2Mk56wEzDgegdC6R17g
18,"Mask Off",Future,15384,https://open.spotify.com/track/3rOSwuTsUlJp0Pu0MkN8r8
19,"There for You","Martin Garrix",15164,https://open.spotify.com/track/6jA8HL9i4QGzsj6fjoxp8Y
20,"XO TOUR Llif3","Lil Uzi Vert",14816,https://open.spotify.com/track/2eMwDehkIC1j68U6FA3Eiq
21,Mama,"Jonas Blue",14276,https://open.spotify.com/track/0NiXXAI876aGImAd6rTj8w
22,"SUBEME LA RADIO","Enrique Iglesias",14255,https://open.spotify.com/track/7nKBxz47S9SD79N086fuhn
23,Congratulations,"Post Malone",14162,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9
24,Malibu,"Miley Cyrus",14044,https://open.spotify.com/track/2habSXqcJGExM6JJyskY7O
25,"Crying in the Club","Camila Cabello",13930,https://open.spotify.com/track/1SJtlNRJDeYHioymcvsqev
26,"Slide (feat. Frank Ocean & Migos)","Calvin Harris",13270,https://open.spotify.com/track/7tr2za8SQg2CI8EDgrdtNl
27,Heaven,"Richie Campbell",12882,https://open.spotify.com/track/3CqELUCD4xPw5ERPXTyPq1
28,"Now Or Never",Halsey,12477,https://open.spotify.com/track/7i2DJ88J7jQ8K7zqFX2fW8
29,Believer,"Imagine Dragons",12344,https://open.spotify.com/track/0CcQNd8CINkwQfe1RDtGV6
30,"Know No Better (feat. Travis Scott, Camila Cabello & Quavo)","Major Lazer",12236,https://open.spotify.com/track/3Ytr1SUCUi6J3L9dRFx5iH
31,"Amar pelos Dois","Salvador Sobral",12235,https://open.spotify.com/track/3UjSOJ00E1eLMcayBm827Q
32,"Scared to Be Lonely","Martin Garrix",11979,https://open.spotify.com/track/3ebXMykcMXOcLeJ9xZ17XH
33,"It Ain't Me (with Selena Gomez)",Kygo,11896,https://open.spotify.com/track/3eR23VReFzcdmS7TYCrhCe
34,"Bad Liar","Selena Gomez",11718,https://open.spotify.com/track/1sCxVKWImDZSZKvG0U9B23
35,"Felices los 4",Maluma,11690,https://open.spotify.com/track/0qYTZCo5Bwh1nsUFGZP3zn
36,"That's What I Like","Bruno Mars",11653,https://open.spotify.com/track/0KKkJNfGyhkQ5aFogxQAPU
37,1-800-273-8255,Logic,11182,https://open.spotify.com/track/5tz69p7tJuGPeMGwNTxYuV
38,Cold,"Maroon 5",11056,https://open.spotify.com/track/5NNlUMcOEOdoOIwwaWXv0k
39,"First Time",Kygo,10973,https://open.spotify.com/track/2Gl0FzuLxflY6nPifJp5Dr
40,"Galway Girl","Ed Sheeran",10783,https://open.spotify.com/track/0afhq8XCExXpqazXczTSve
41,Passionfruit,Drake,10546,https://open.spotify.com/track/7hDc8b7IXETo14hHIHdnhd
42,Redbone,"Childish Gambino",10315,https://open.spotify.com/track/3kxfsdsCpFgN412fpnW85Y
43,"Swish Swish","Katy Perry",9861,https://open.spotify.com/track/2kVHAQKVtczchKctctzbtK
44,Issues,"Julia Michaels",9620,https://open.spotify.com/track/6D0b04NJIKfEMg040WioJQ
45,"Olha a Explosão","MC Kevinho",9188,https://open.spotify.com/track/6m2LNopVJKsvBB9l7Z1rwn
46,DNA.,"Kendrick Lamar",9032,https://open.spotify.com/track/6HZILIRieu8S0iqY8kIKhj
47,"Rockabye (feat. Sean Paul & Anne-Marie)","Clean Bandit",9021,https://open.spotify.com/track/5knuzwU65gJK7IF5yJsuaW
48,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,8940,https://open.spotify.com/track/3NdDpSvN911VPGivFlV5d0
49,"Se Não Acordar Amanhã",Piruka,8648,https://open.spotify.com/track/4oWGtWd4deNrZZOopdmCwz
50,Paris,"The Chainsmokers",8608,https://open.spotify.com/track/72jbDTw1piOOj770jWNeaG
51,Location,Khalid,7192,https://open.spotify.com/track/152lZdxL1OR0ZMW6KquMif
52,"Slow Hands","Niall Horan",7099,https://open.spotify.com/track/167NczpNbRF7oWakJaY3Hh
53,"Só Eu Sei",Virgul,6998,https://open.spotify.com/track/4bdnmTm3yx2W5wTmTewkVD
54,"The Cure","Lady Gaga",6883,https://open.spotify.com/track/51PIvodunv6NmX5250zxAh
55,Down,"Fifth Harmony",6507,https://open.spotify.com/track/7LEydI5NfjY6mZfKwYIptZ
56,"Pretty Girl - Cheat Codes X CADE Remix","Maggie Lindemann",6305,https://open.spotify.com/track/1NDxZ7cFAo481dtYWdrUnR
57,"More Than You Know","Axwell /\ Ingrosso",6269,https://open.spotify.com/track/3PEgB3fkiojxms35ntsTgs
58,"Rap Consciente",Valete,6239,https://open.spotify.com/track/3Th4j4YtGqI1et8nSeW0JO
59,"Your Song","Rita Ora",6151,https://open.spotify.com/track/4c2W3VKsOFoIg2SFaO6DY5
60,Starboy,"The Weeknd",5831,https://open.spotify.com/track/5aAx2yezTd8zXrkmtKl66Z
61,Rainha,Virgul,5726,https://open.spotify.com/track/47Sfqrh6K17VYJEagJMlki
62,"No Vacancy",OneRepublic,5544,https://open.spotify.com/track/6XOYVSmNDjKUNMXooU4s4z
63,"O Grave Bater","MC Kevinho",5536,https://open.spotify.com/track/1bUazU9SSOh02AdlOPeTvm
64,"Chantaje (feat. Maluma)",Shakira,5528,https://open.spotify.com/track/6mICuAdrwEjh6Y6lroV2Kg
65,"Não Se Passa Nada",Piruka,5510,https://open.spotify.com/track/7AcZsdwJFJEPxGwr2ErOvu
66,"Hey Ma (with Pitbull & J Balvin feat. Camila Cabello) - Spanish Version",Pitbull,5416,https://open.spotify.com/track/2Vdub5mY4lad7w64bFPUez
67,"I Feel It Coming","The Weeknd",5322,https://open.spotify.com/track/5GXAXm5YOmYT0kL5jHvYBt
68,"Rollin (feat. Future & Khalid)","Calvin Harris",5305,https://open.spotify.com/track/0lMbuWUpfTWhEmOKxppEau
69,"Me Rehúso","Danny Ocean",5264,https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl
70,Paradinha,Anitta,5153,https://open.spotify.com/track/05rJdH2MRLJ3sQoEUO78qs
71,"Good Life (with G-Eazy & Kehlani)",G-Eazy,5105,https://open.spotify.com/track/1Eck97uRMlprKOOJN9oO1E
72,"Solo Dance","Martin Jensen",5081,https://open.spotify.com/track/6HUnnBwYZqcED1eQztxMBN
73,"Most Girls","Hailee Steinfeld",5042,https://open.spotify.com/track/2mfUa8bLs2s5N4VaqJZ4lZ
74,"Chained To The Rhythm","Katy Perry",4959,https://open.spotify.com/track/6520aj0B4FSKGVuKNsOCOi
75,"Say You Won't Let Go","James Arthur",4928,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
76,"Reminding Me","Shawn Hook",4882,https://open.spotify.com/track/4gqMQftUs22F8pOGVn5Acr
77,"Whatever It Takes","Imagine Dragons",4801,https://open.spotify.com/track/4IWAyPf1KMq7JCyGeCjTeH
78,"Quit (feat. Ariana Grande)","Cashmere Cat",4784,https://open.spotify.com/track/4Q5yMlwAfAoitqg4r9oZHN
79,"You Don't Know Me - Radio Edit","Jax Jones",4684,https://open.spotify.com/track/00lNx0OcTJrS3MKHcB80HY
80,"To the Max","DJ Khaled",4602,https://open.spotify.com/track/2of5xn0GU0TdFneR1saRLH
81,"Can I Be Him","James Arthur",4497,https://open.spotify.com/track/0VhgEqMTNZwYL1ARDLLNCX
82,"Hear Me Now",Alok,4406,https://open.spotify.com/track/1a5Yu5L18qNxVhXx38njON
83,"Escápate Conmigo",Wisin,4398,https://open.spotify.com/track/2cnKEkpVUSV4wnjQiTWfH6
84,"A Nossa Vez",Calema,4360,https://open.spotify.com/track/330QvMk6wENnQy03d9kyCY
85,"Você Partiu Meu Coração","Nego do Borel",4337,https://open.spotify.com/track/0u8aj0c4IxeVSLTUuuq9V5
86,"Mo Boy",Dillaz,4303,https://open.spotify.com/track/0A3b3cu2JPBUTGC6qJEqUy
87,"Call On Me - Ryan Riback Extended Remix",Starley,4197,https://open.spotify.com/track/78rIJddV4X0HkNAInEcYde
88,"One Dance",Drake,4111,https://open.spotify.com/track/1xznGGDReH1oQq0xzbwXa3
