,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Wild Thoughts (feat. Rihanna & Bryson Tiller)","DJ Khaled",26434,https://open.spotify.com/track/1OAh8uOEOvTDqkKFsKksCi
2,"Mi Gente","J Balvin",26002,https://open.spotify.com/track/2rb5MvYT7ZIxbKW5hfcHx8
3,Unforgettable,"French Montana",23702,https://open.spotify.com/track/3B54sVLJ402zGa6Xm4YGNe
4,"2U (feat. Justin Bieber)","David Guetta",22771,https://open.spotify.com/track/3A7qX2QjDlPnazUsRk5y0M
5,Attention,"Charlie Puth",19901,https://open.spotify.com/track/4iLqG9SeJSnt0cSPICSjxv
6,"Felices los 4",Maluma,19293,https://open.spotify.com/track/0qYTZCo5Bwh1nsUFGZP3zn
7,Mama,"Jonas Blue",18849,https://open.spotify.com/track/0NiXXAI876aGImAd6rTj8w
8,"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)","DJ Khaled",18756,https://open.spotify.com/track/3DXncPQOG4VBw3QHh3S817
9,"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)","Calvin Harris",18418,https://open.spotify.com/track/5bcTCxgc7xVfSaMV3RuVke
10,"Shape of You","Ed Sheeran",16344,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
11,"There's Nothing Holdin' Me Back","Shawn Mendes",16283,https://open.spotify.com/track/79cuOz3SPQTuFrp8WgftAu
12,"Despacito - Remix","Luis Fonsi",16244,https://open.spotify.com/track/5CtI0qwDJkDQGwXD1H1cLb
13,Thunder,"Imagine Dragons",15616,https://open.spotify.com/track/0tKcYR2II1VCQWT79i5NrW
14,"Strip That Down","Liam Payne",15441,https://open.spotify.com/track/6EpRaXYhGOB3fj4V2uDkMJ
15,"Swalla (feat. Nicki Minaj & Ty Dolla $ign)","Jason Derulo",14954,https://open.spotify.com/track/6kex4EBAj0WHXDKZMEJaaF
16,"XO TOUR Llif3","Lil Uzi Vert",14742,https://open.spotify.com/track/2eMwDehkIC1j68U6FA3Eiq
17,Congratulations,"Post Malone",14720,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9
