,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Mi Gente","J Balvin",24167,https://open.spotify.com/track/2rb5MvYT7ZIxbKW5hfcHx8
2,"Wild Thoughts (feat. Rihanna & Bryson Tiller)","DJ Khaled",22393,https://open.spotify.com/track/1OAh8uOEOvTDqkKFsKksCi
3,Unforgettable,"French Montana",22041,https://open.spotify.com/track/3B54sVLJ402zGa6Xm4YGNe
4,"Felices los 4",Maluma,19629,https://open.spotify.com/track/0qYTZCo5Bwh1nsUFGZP3zn
5,"2U (feat. Justin Bieber)","David Guetta",19201,https://open.spotify.com/track/3A7qX2QjDlPnazUsRk5y0M
6,Attention,"Charlie Puth",17820,https://open.spotify.com/track/4iLqG9SeJSnt0cSPICSjxv
7,Mama,"Jonas Blue",16166,https://open.spotify.com/track/0NiXXAI876aGImAd6rTj8w
8,"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)","DJ Khaled",15857,https://open.spotify.com/track/3DXncPQOG4VBw3QHh3S817
9,"Shape of You","Ed Sheeran",14467,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
10,"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)","Calvin Harris",14204,https://open.spotify.com/track/5bcTCxgc7xVfSaMV3RuVke
11,"Despacito - Remix","Luis Fonsi",13314,https://open.spotify.com/track/5CtI0qwDJkDQGwXD1H1cLb
12,"There's Nothing Holdin' Me Back","Shawn Mendes",13216,https://open.spotify.com/track/79cuOz3SPQTuFrp8WgftAu
13,"Despacito (Featuring Daddy Yankee)","Luis Fonsi",13214,https://open.spotify.com/track/4aWmUDTfIPGksMNLV2rQP2
14,"XO TOUR Llif3","Lil Uzi Vert",12839,https://open.spotify.com/track/2eMwDehkIC1j68U6FA3Eiq
15,"Strip That Down","Liam Payne",12793,https://open.spotify.com/track/6EpRaXYhGOB3fj4V2uDkMJ
16,Thunder,"Imagine Dragons",12722,https://open.spotify.com/track/0tKcYR2II1VCQWT79i5NrW
17,"Swalla (feat. Nicki Minaj & Ty Dolla $ign)","Jason Derulo",12615,https://open.spotify.com/track/6kex4EBAj0WHXDKZMEJaaF
18,Congratulations,"Post Malone",11726,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9
19,HUMBLE.,"Kendrick Lamar",11608,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS
20,"No Promises (feat. Demi Lovato)","Cheat Codes",11385,https://open.spotify.com/track/1louJpMmzEicAn7lzDalPW
21,Believer,"Imagine Dragons",11375,https://open.spotify.com/track/0CcQNd8CINkwQfe1RDtGV6
22,"There for You","Martin Garrix",11281,https://open.spotify.com/track/6jA8HL9i4QGzsj6fjoxp8Y
23,"New Rules","Dua Lipa",10991,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
24,"Sua cara (feat. Anitta & Pabllo Vittar)","Major Lazer",10421,https://open.spotify.com/track/3ibRxEv4KkcU9e259eyNJA
25,"Crying in the Club","Camila Cabello",10224,https://open.spotify.com/track/1SJtlNRJDeYHioymcvsqev
26,"Know No Better (feat. Travis Scott, Camila Cabello & Quavo)","Major Lazer",10157,https://open.spotify.com/track/3Ytr1SUCUi6J3L9dRFx5iH
27,"Something Just Like This","The Chainsmokers",9774,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW
28,"SUBEME LA RADIO","Enrique Iglesias",9666,https://open.spotify.com/track/7nKBxz47S9SD79N086fuhn
29,"Mask Off",Future,9599,https://open.spotify.com/track/3rOSwuTsUlJp0Pu0MkN8r8
30,"Slide (feat. Frank Ocean & Migos)","Calvin Harris",9581,https://open.spotify.com/track/7tr2za8SQg2CI8EDgrdtNl
31,"Sorry Not Sorry","Demi Lovato",9204,https://open.spotify.com/track/25C5CowdsfXld2jJanbiex
32,"Symphony (feat. Zara Larsson)","Clean Bandit",9174,https://open.spotify.com/track/1x5sYLZiu9r5E43kMlt9f8
33,"Me Rehúso","Danny Ocean",9168,https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl
34,"Bad Liar","Selena Gomez",8754,https://open.spotify.com/track/1sCxVKWImDZSZKvG0U9B23
35,Signs,Drake,8496,https://open.spotify.com/track/5EnYT6F7wEcdege6mDHEfO
36,Redbone,"Childish Gambino",8480,https://open.spotify.com/track/3kxfsdsCpFgN412fpnW85Y
37,"Back to You (feat. Bebe Rexha & Digital Farm Animals)","Louis Tomlinson",8475,https://open.spotify.com/track/7F9vK8hNFMml4GtHsaXui6
38,"Fetish (feat. Gucci Mane)","Selena Gomez",8358,https://open.spotify.com/track/0XLOf9LhyazPX9Ld8jPiUq
39,Heaven,"Richie Campbell",7808,https://open.spotify.com/track/3CqELUCD4xPw5ERPXTyPq1
40,"Olha a Explosão","MC Kevinho",7727,https://open.spotify.com/track/6m2LNopVJKsvBB9l7Z1rwn
41,Location,Khalid,7723,https://open.spotify.com/track/152lZdxL1OR0ZMW6KquMif
42,"More Than You Know","Axwell /\ Ingrosso",7722,https://open.spotify.com/track/3PEgB3fkiojxms35ntsTgs
43,"Scared to Be Lonely","Martin Garrix",7666,https://open.spotify.com/track/3ebXMykcMXOcLeJ9xZ17XH
44,"Stay (with Alessia Cara)",Zedd,7599,https://open.spotify.com/track/0dA2Mk56wEzDgegdC6R17g
45,"That's What I Like","Bruno Mars",7202,https://open.spotify.com/track/0KKkJNfGyhkQ5aFogxQAPU
46,"Sign of the Times","Harry Styles",7028,https://open.spotify.com/track/5Ohxk2dO5COHF1krpoPigN
47,1-800-273-8255,Logic,6488,https://open.spotify.com/track/5tz69p7tJuGPeMGwNTxYuV
48,"Glorious (feat. Skylar Grey)",Macklemore,6417,https://open.spotify.com/track/3HVr6jTVwBHBa2flM0eURR
49,"Get Low (with Liam Payne)",Zedd,6256,https://open.spotify.com/track/1CKd1PnqfYx0H12V9MSaIY
50,"Now Or Never",Halsey,6251,https://open.spotify.com/track/7i2DJ88J7jQ8K7zqFX2fW8
51,"It Ain't Me (with Selena Gomez)",Kygo,5951,https://open.spotify.com/track/3eR23VReFzcdmS7TYCrhCe
52,Malibu,"Miley Cyrus",5410,https://open.spotify.com/track/2habSXqcJGExM6JJyskY7O
53,Starboy,"The Weeknd",5361,https://open.spotify.com/track/5aAx2yezTd8zXrkmtKl66Z
54,Cold,"Maroon 5",5361,https://open.spotify.com/track/5NNlUMcOEOdoOIwwaWXv0k
55,"Galway Girl","Ed Sheeran",5260,https://open.spotify.com/track/0afhq8XCExXpqazXczTSve
56,Passionfruit,Drake,5226,https://open.spotify.com/track/7hDc8b7IXETo14hHIHdnhd
57,"Rollin (feat. Future & Khalid)","Calvin Harris",5153,https://open.spotify.com/track/0lMbuWUpfTWhEmOKxppEau
58,Paradinha,Anitta,5027,https://open.spotify.com/track/05rJdH2MRLJ3sQoEUO78qs
59,"Escápate Conmigo",Wisin,4938,https://open.spotify.com/track/2cnKEkpVUSV4wnjQiTWfH6
60,"Your Song","Rita Ora",4709,https://open.spotify.com/track/4c2W3VKsOFoIg2SFaO6DY5
61,"Slow Hands","Niall Horan",4691,https://open.spotify.com/track/167NczpNbRF7oWakJaY3Hh
62,"Vente Pa' Ca","Ricky Martin",4665,https://open.spotify.com/track/7DM4BPaS7uofFul3ywMe46
63,"BUTTERFLY EFFECT","Travis Scott",4574,https://open.spotify.com/track/1yxgsra98r3qAtxqiGZPiX
64,"Me Enamoré",Shakira,4519,https://open.spotify.com/track/4qknM1pQz53QOyfDVTjcM9
65,"I Like Me Better",Lauv,4510,https://open.spotify.com/track/1wjzFQodRWrPcQ0AnYnvQ9
66,"Você Partiu Meu Coração","Nego do Borel",4502,https://open.spotify.com/track/0u8aj0c4IxeVSLTUuuq9V5
67,"Pretty Girl - Cheat Codes X CADE Remix","Maggie Lindemann",4469,https://open.spotify.com/track/1NDxZ7cFAo481dtYWdrUnR
68,"First Time",Kygo,4425,https://open.spotify.com/track/2Gl0FzuLxflY6nPifJp5Dr
69,"Bank Account","21 Savage",4373,https://open.spotify.com/track/5eqK0tbzUPo2SoeZsov04s
70,"O Grave Bater","MC Kevinho",4167,https://open.spotify.com/track/1bUazU9SSOh02AdlOPeTvm
71,"Hey Ma (with Pitbull & J Balvin feat. Camila Cabello) - Spanish Version",Pitbull,3945,https://open.spotify.com/track/2Vdub5mY4lad7w64bFPUez
72,"A Nossa Vez",Calema,3897,https://open.spotify.com/track/330QvMk6wENnQy03d9kyCY
73,"Chantaje (feat. Maluma)",Shakira,3884,https://open.spotify.com/track/6mICuAdrwEjh6Y6lroV2Kg
74,goosebumps,"Travis Scott",3557,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
75,"Não Sinto","Wet Bed Gang",3509,https://open.spotify.com/track/0W6ZrhDZMhWI12rSMQzJb4
76,"I Feel It Coming","The Weeknd",3484,https://open.spotify.com/track/5GXAXm5YOmYT0kL5jHvYBt
77,Praying,Kesha,3469,https://open.spotify.com/track/79NlESqzFSW0hdBWgls4FX
78,Havana,"Camila Cabello",3449,https://open.spotify.com/track/0ofbQMrRDsUaVKq2mGLEAb
79,OMG,"Camila Cabello",3428,https://open.spotify.com/track/4xBjsLUSjcx2h7PcRikpQp
80,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,3409,https://open.spotify.com/track/3NdDpSvN911VPGivFlV5d0
81,"LOYALTY. FEAT. RIHANNA.","Kendrick Lamar",3408,https://open.spotify.com/track/6SwRhMLwNqEi6alNPVG00n
82,"Se Não Acordar Amanhã",Piruka,3401,https://open.spotify.com/track/4oWGtWd4deNrZZOopdmCwz
83,"Rockabye (feat. Sean Paul & Anne-Marie)","Clean Bandit",3398,https://open.spotify.com/track/5knuzwU65gJK7IF5yJsuaW
84,"Feel It Still","Portugal. The Man",3377,https://open.spotify.com/track/6QgjcU0zLnzq5OrUoSZ3OK
85,DNA.,"Kendrick Lamar",3365,https://open.spotify.com/track/6HZILIRieu8S0iqY8kIKhj
86,"Reggaetón Lento (Bailemos)",CNCO,3361,https://open.spotify.com/track/3AEZUABDXNtecAOSC1qTfo
87,Aleluia,"Wet Bed Gang",3345,https://open.spotify.com/track/3nOdmaNfqskNaYpBGPLDdG
88,Rainha,Virgul,3193,https://open.spotify.com/track/47Sfqrh6K17VYJEagJMlki
89,K.O.,"Pabllo Vittar",3169,https://open.spotify.com/track/1J0iYsJuVhqfDhBoSLuO9A
90,"In The End","Linkin Park",3130,https://open.spotify.com/track/60a0Rd6pjrkxjPbaKzXjfq
91,Paris,"The Chainsmokers",3111,https://open.spotify.com/track/72jbDTw1piOOj770jWNeaG
92,"Most Girls","Hailee Steinfeld",3093,https://open.spotify.com/track/2mfUa8bLs2s5N4VaqJZ4lZ
93,"Hey DJ",CNCO,3082,https://open.spotify.com/track/209gZgcfLq2aUuu51vOWBl
94,"Só Eu Sei",Virgul,3071,https://open.spotify.com/track/4bdnmTm3yx2W5wTmTewkVD
95,Down,"Fifth Harmony",3061,https://open.spotify.com/track/7LEydI5NfjY6mZfKwYIptZ
96,"Rich Love (with Seeb)",OneRepublic,3048,https://open.spotify.com/track/7aF09WaavZAmAWuUeYxlYD
97,Numb,"Linkin Park",3046,https://open.spotify.com/track/2nLtzopw4rPReszdYBJU6h
98,Loucos,"Matias Damásio",3037,https://open.spotify.com/track/49Fu8EcEOZ9OnpM1XpPpyU
99,"Bum Bum Tam Tam","MC Fioti",3032,https://open.spotify.com/track/7KBfjlQ85Fqs2MCCvXSW0c
100,"Tô Apaixonado Nessa Mina","MC Kevinho",2957,https://open.spotify.com/track/4F6wWmmWUG7MxMp0Yva7Qk
101,"Solo Dance","Martin Jensen",2954,https://open.spotify.com/track/6HUnnBwYZqcED1eQztxMBN
102,"Una Lady Como Tú","Manuel Turizo",2953,https://open.spotify.com/track/7MHN1aCFtLXjownGhvEQlF
103,"Perfect Strangers","Jonas Blue",2950,https://open.spotify.com/track/5bZtRlMBU76vHuDOb1GM5u
104,"El Amante","Nicky Jam",2945,https://open.spotify.com/track/3umS4y3uQDkqekNjVpiRUs
