,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"God's Plan",Drake,38263,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY
2,"All The Stars (with SZA)","Kendrick Lamar",22459,https://open.spotify.com/track/3GCdLUSnKSMJhs4Tj6CV3s
3,"Psycho (feat. Ty Dolla $ign)","Post Malone",21343,https://open.spotify.com/track/65NwOZqoXny4JxqAPlfxRF
4,rockstar,"Post Malone",17821,https://open.spotify.com/track/2U7Hu2RaNQNRi7izoJyZaX
5,"For You (Fifty Shades Freed) (& Rita Ora)","Liam Payne",17524,https://open.spotify.com/track/5hM6sP0Gh1jD57drszNueC
6,IDGAF,"Dua Lipa",17316,https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr
7,FRIENDS,Marshmello,15499,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G
8,"Pray For Me (with Kendrick Lamar)","The Weeknd",15254,https://open.spotify.com/track/4ofvoCdXq99vpMZO4Cfp8x
9,Mine,Bazzi,15079,https://open.spotify.com/track/6tHWl8ows5JOZq9Yfaqn3M
10,"Échame La Culpa","Luis Fonsi",14948,https://open.spotify.com/track/1zsG4eaZmkA1dvjDDsAGLK
11,Downtown,Anitta,14654,https://open.spotify.com/track/3Ga6eKrUFf12ouh9Yw3v2D
12,"Water - Single Version","Richie Campbell",14629,https://open.spotify.com/track/58dElABzeDBwfhttWGf6n1
13,"Love Lies (with Normani)",Khalid,14478,https://open.spotify.com/track/45Egmo7icyopuzJN0oMEdk
14,"Look Alive (feat. Drake)","BlocBoy JB",14305,https://open.spotify.com/track/4qKcDkK6siZ7Jp1Jb4m0aL
15,"Vai malandra (feat. Tropkillaz & DJ Yuri Martins)",Anitta,14036,https://open.spotify.com/track/6u0EAxf1OJTLS7CvInuNd7
16,"River (feat. Ed Sheeran)",Eminem,13655,https://open.spotify.com/track/5UEnHoDYpsxlfzWLZIc7LD
17,"Finesse (Remix) [feat. Cardi B]","Bruno Mars",13319,https://open.spotify.com/track/3Vo4wInECJQuz9BIBMOu8i
