,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,rockstar,"Post Malone",26762,https://open.spotify.com/track/7wGoVu4Dady5GV0Sv4UIsx
2,Havana,"Camila Cabello",18109,https://open.spotify.com/track/0ofbQMrRDsUaVKq2mGLEAb
3,"Échame La Culpa","Luis Fonsi",15993,https://open.spotify.com/track/1zsG4eaZmkA1dvjDDsAGLK
4,"Perfect Duet (Ed Sheeran & Beyoncé)","Ed Sheeran",15951,https://open.spotify.com/track/1bhUWB0zJMIKr9yVPrkEuI
5,"Salto Alto",Piruka,15819,https://open.spotify.com/track/3sIXzuNgN9HrC7amkEQWiP
6,"New Rules","Dua Lipa",15638,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
7,Wolves,"Selena Gomez",14949,https://open.spotify.com/track/7EmGUiUaOSGDnUUQUDrOXC
8,"Dusk Till Dawn - Radio Edit",ZAYN,14940,https://open.spotify.com/track/1j4kHkkpqZRBwE0A4CN4Yv
9,"Too Good At Goodbyes","Sam Smith",13890,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV
10,"Gucci Gang","Lil Pump",13883,https://open.spotify.com/track/43ZyHQITOjhciSUUNPVRHc
11,Water,"Richie Campbell",13535,https://open.spotify.com/track/4whe9nAKt7gpIEW5USTPAk
12,Perfect,"Ed Sheeran",13482,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
13,Silence,Marshmello,13315,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU
14,"Não Faz Isso",Piruka,12859,https://open.spotify.com/track/0D8wUCg5XGHfWQIEzMmJAl
15,Downtown,Anitta,12591,https://open.spotify.com/track/3Ga6eKrUFf12ouh9Yw3v2D
16,"Me Rehúso","Danny Ocean",11763,https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl
17,"All I Want for Christmas Is You","Mariah Carey",11654,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn
18,Unforgettable,"French Montana",11648,https://open.spotify.com/track/3B54sVLJ402zGa6Xm4YGNe
19,"What Lovers Do (feat. SZA)","Maroon 5",11402,https://open.spotify.com/track/3hBBKuWJfxlIlnd9QFoC8k
20,"Him & I",G-Eazy,11313,https://open.spotify.com/track/3YU6vJbjYUG0tiJyXf9x5V
21,Congratulations,"Post Malone",10941,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9
22,"I Fall Apart","Post Malone",10873,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh
23,"Let You Down",NF,10724,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr
24,1-800-273-8255,Logic,10648,https://open.spotify.com/track/5tz69p7tJuGPeMGwNTxYuV
25,"Shape of You","Ed Sheeran",10349,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
26,"XO TOUR Llif3","Lil Uzi Vert",10244,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO
27,"O Clima",Lhast,9741,https://open.spotify.com/track/2KTw4vRM6mdBzMlVkInvSS
28,Aleluia,"Wet Bed Gang",9508,https://open.spotify.com/track/3nOdmaNfqskNaYpBGPLDdG
29,"How Long","Charlie Puth",9157,https://open.spotify.com/track/32DGGj6KlNuBr6WaqRxpxi
30,Thunder,"Imagine Dragons",9098,https://open.spotify.com/track/0tKcYR2II1VCQWT79i5NrW
31,"Let Me Go (with Alesso, Florida Georgia Line & watt)","Hailee Steinfeld",8905,https://open.spotify.com/track/5AEtlRudpgdT5FtNiuly6Y
32,"Feel It Still","Portugal. The Man",8898,https://open.spotify.com/track/6QgjcU0zLnzq5OrUoSZ3OK
33,HUMBLE.,"Kendrick Lamar",8576,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS
34,"Jocelyn Flores",XXXTENTACION,8440,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
35,"Felices los 4",Maluma,8093,https://open.spotify.com/track/0qYTZCo5Bwh1nsUFGZP3zn
36,"Mi Gente","J Balvin",8040,https://open.spotify.com/track/2rb5MvYT7ZIxbKW5hfcHx8
37,"Cala a Boca","Holly Hood",7993,https://open.spotify.com/track/4iF4gAu0yfKFhQATEa6oXh
38,"Reggaetón Lento (Remix)",CNCO,7979,https://open.spotify.com/track/5PB8zB1MOZASboLquvinMF
