,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,rockstar,"Post Malone",28868,https://open.spotify.com/track/1OmcAT5Y8eg5bUPv9qJT4R
2,"Mi Gente","J Balvin",24872,https://open.spotify.com/track/2rb5MvYT7ZIxbKW5hfcHx8
3,"New Rules","Dua Lipa",22288,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
4,Unforgettable,"French Montana",22058,https://open.spotify.com/track/3B54sVLJ402zGa6Xm4YGNe
5,"Dusk Till Dawn - Radio Edit",ZAYN,21378,https://open.spotify.com/track/1j4kHkkpqZRBwE0A4CN4Yv
6,"Felices los 4",Maluma,20590,https://open.spotify.com/track/0qYTZCo5Bwh1nsUFGZP3zn
7,1-800-273-8255,Logic,20471,https://open.spotify.com/track/5tz69p7tJuGPeMGwNTxYuV
8,"Sua cara (feat. Anitta & Pabllo Vittar)","Major Lazer",18486,https://open.spotify.com/track/3ibRxEv4KkcU9e259eyNJA
9,"Too Good At Goodbyes - Edit","Sam Smith",17380,https://open.spotify.com/track/0mel2N9Ws9r4yLQn5QE21Y
10,"Friends (with BloodPop®)","Justin Bieber",16628,https://open.spotify.com/track/7nZmah2llfvLDiUjm0kiyz
11,Havana,"Camila Cabello",16346,https://open.spotify.com/track/0ofbQMrRDsUaVKq2mGLEAb
12,Silence,Marshmello,16061,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU
13,"Look What You Made Me Do","Taylor Swift",15782,https://open.spotify.com/track/6uFsE1JgZ20EXyU0JQZbUR
14,"XO TOUR Llif3","Lil Uzi Vert",15594,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO
15,"Me Rehúso","Danny Ocean",15571,https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl
16,"Jocelyn Flores",XXXTENTACION,15354,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
17,"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)","Calvin Harris",15260,https://open.spotify.com/track/5bcTCxgc7xVfSaMV3RuVke
18,Mama,"Jonas Blue",14645,https://open.spotify.com/track/0NiXXAI876aGImAd6rTj8w
19,Congratulations,"Post Malone",14399,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9
20,"2U (feat. Justin Bieber)","David Guetta",14216,https://open.spotify.com/track/3A7qX2QjDlPnazUsRk5y0M
21,"Wild Thoughts (feat. Rihanna & Bryson Tiller)","DJ Khaled",14130,https://open.spotify.com/track/1OAh8uOEOvTDqkKFsKksCi
22,"Sorry Not Sorry","Demi Lovato",13812,https://open.spotify.com/track/25C5CowdsfXld2jJanbiex
23,Attention,"Charlie Puth",13529,https://open.spotify.com/track/4iLqG9SeJSnt0cSPICSjxv
24,"What Lovers Do (feat. SZA)","Maroon 5",13056,https://open.spotify.com/track/4mxWSdf71VFO52qFeY0fZt
25,"Shape of You","Ed Sheeran",12296,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
26,Thunder,"Imagine Dragons",12068,https://open.spotify.com/track/0tKcYR2II1VCQWT79i5NrW
27,"Glorious (feat. Skylar Grey)",Macklemore,11782,https://open.spotify.com/track/0CokSRCu5hZgPxcZBaEzVE
28,"Back to You (feat. Bebe Rexha & Digital Farm Animals)","Louis Tomlinson",11761,https://open.spotify.com/track/7F9vK8hNFMml4GtHsaXui6
29,HUMBLE.,"Kendrick Lamar",11543,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS
30,"No Promises (feat. Demi Lovato)","Cheat Codes",10571,https://open.spotify.com/track/1louJpMmzEicAn7lzDalPW
31,"More Than You Know","Axwell /\ Ingrosso",10500,https://open.spotify.com/track/3PEgB3fkiojxms35ntsTgs
32,"There's Nothing Holdin' Me Back","Shawn Mendes",10461,https://open.spotify.com/track/79cuOz3SPQTuFrp8WgftAu
33,"Strip That Down","Liam Payne",10436,https://open.spotify.com/track/6EpRaXYhGOB3fj4V2uDkMJ
34,"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)","DJ Khaled",10332,https://open.spotify.com/track/3DXncPQOG4VBw3QHh3S817
35,"Swalla (feat. Nicki Minaj & Ty Dolla $ign)","Jason Derulo",9920,https://open.spotify.com/track/6kex4EBAj0WHXDKZMEJaaF
36,"What About Us",P!nk,9785,https://open.spotify.com/track/31MkGwj0SWgZaTvEt5Hgxv
37,"Bank Account","21 Savage",9721,https://open.spotify.com/track/5eqK0tbzUPo2SoeZsov04s
38,"Despacito (Featuring Daddy Yankee)","Luis Fonsi",9182,https://open.spotify.com/track/4aWmUDTfIPGksMNLV2rQP2
39,"Mask Off",Future,9022,https://open.spotify.com/track/3rOSwuTsUlJp0Pu0MkN8r8
40,"Without You (feat. Sandro Cavazza)",Avicii,8884,https://open.spotify.com/track/6WbADFqMvR8N5u0BvtsWQE
41,Believer,"Imagine Dragons",8770,https://open.spotify.com/track/0CcQNd8CINkwQfe1RDtGV6
42,"Feel It Still","Portugal. The Man",8659,https://open.spotify.com/track/6QgjcU0zLnzq5OrUoSZ3OK
43,"Something Just Like This","The Chainsmokers",8538,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW
44,"There for You","Martin Garrix",8024,https://open.spotify.com/track/6jA8HL9i4QGzsj6fjoxp8Y
45,"Too Much To Ask","Niall Horan",7779,https://open.spotify.com/track/3hRZsdTF5uyGA2uhNqEuhm
46,"Lonely Together (feat. Rita Ora)",Avicii,7611,https://open.spotify.com/track/2OALaHcDdKkjYEpAr0Qzab
47,"...Ready For It?","Taylor Swift",7470,https://open.spotify.com/track/19WjVVgXjdKXfLXoaDPwTM
48,"Fuck Love (feat. Trippie Redd)",XXXTENTACION,7218,https://open.spotify.com/track/7AQim7LbvFVZJE3O8TYgf2
49,"Symphony (feat. Zara Larsson)","Clean Bandit",7136,https://open.spotify.com/track/1x5sYLZiu9r5E43kMlt9f8
50,Aleluia,"Wet Bed Gang",7098,https://open.spotify.com/track/3nOdmaNfqskNaYpBGPLDdG
51,"Reggaetón Lento (Remix)",CNCO,6923,https://open.spotify.com/track/3zoYkqS4y2BsGVShPL2nTE
52,"Esfrega Esfrega","Deejay Telio",6698,https://open.spotify.com/track/3029IUQQ26whiZDLqUMWLC
53,"Know No Better (feat. Travis Scott, Camila Cabello & Quavo)","Major Lazer",6562,https://open.spotify.com/track/3Ytr1SUCUi6J3L9dRFx5iH
54,"Young Dumb & Broke",Khalid,6384,https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY
55,Cheguei,Ludmilla,6113,https://open.spotify.com/track/6cbZb9mVAc5s8HtwklLoI0
56,"Não Sinto","Wet Bed Gang",5842,https://open.spotify.com/track/0W6ZrhDZMhWI12rSMQzJb4
57,"Bodak Yellow","Cardi B",5322,https://open.spotify.com/track/2771LMNxwf62FTAdpJMQfM
58,"A Nossa Vez",Calema,4868,https://open.spotify.com/track/330QvMk6wENnQy03d9kyCY
59,goosebumps,"Travis Scott",4839,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
60,"Despacito - Remix","Luis Fonsi",4827,https://open.spotify.com/track/5CtI0qwDJkDQGwXD1H1cLb
61,"Your Song","Rita Ora",4789,https://open.spotify.com/track/4c2W3VKsOFoIg2SFaO6DY5
62,"I Like Me Better",Lauv,4599,https://open.spotify.com/track/1wjzFQodRWrPcQ0AnYnvQ9
63,"Você Partiu Meu Coração","Nego do Borel",4577,https://open.spotify.com/track/0u8aj0c4IxeVSLTUuuq9V5
64,Paradinha,Anitta,4561,https://open.spotify.com/track/05rJdH2MRLJ3sQoEUO78qs
65,DNA,BTS,4491,https://open.spotify.com/track/5SE57ljOIUJ1ybL9U6CuBH
66,"White Iverson","Post Malone",4365,https://open.spotify.com/track/6eT7xZZlB2mwyzJ2sUKG6w
67,"Não Tens Visto","Wet Bed Gang",4326,https://open.spotify.com/track/5A8LiT4iXOzXYyTlzIeG5k
68,"Look At Me!",XXXTENTACION,4314,https://open.spotify.com/track/4ARPvK8DHLwt4oX65ZAFMw
69,Encaixa,"MC Kevinho",4300,https://open.spotify.com/track/7yYOMPwpV5CsK0cxoAZT6B
70,"Everybody Dies In Their Nightmares",XXXTENTACION,4186,https://open.spotify.com/track/3GVkPk8mqxz0itaAriG1L7
71,"Olha a Explosão","MC Kevinho",4129,https://open.spotify.com/track/6m2LNopVJKsvBB9l7Z1rwn
72,Heaven,"Richie Campbell",4095,https://open.spotify.com/track/3CqELUCD4xPw5ERPXTyPq1
73,"Se Não Acordar Amanhã",Piruka,4030,https://open.spotify.com/track/4oWGtWd4deNrZZOopdmCwz
74,"Me Enamoré",Shakira,3975,https://open.spotify.com/track/4qknM1pQz53QOyfDVTjcM9
75,"Go Flex","Post Malone",3935,https://open.spotify.com/track/5yuShbu70mtHXY0yLzCQLQ
76,"Fetish (feat. Gucci Mane)","Selena Gomez",3862,https://open.spotify.com/track/0XLOf9LhyazPX9Ld8jPiUq
77,OMG,"Camila Cabello",3847,https://open.spotify.com/track/4xBjsLUSjcx2h7PcRikpQp
78,"Vente Pa' Ca","Ricky Martin",3836,https://open.spotify.com/track/7DM4BPaS7uofFul3ywMe46
