,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Amor de Verdade","MC Kekel",29319,https://open.spotify.com/track/76KDy62J99FKu6ZsxMJy3j
2,"Faz Gostoso",Blaya,23860,https://open.spotify.com/track/35pucCKt28NvIK88gpEEjl
3,"One Kiss (with Dua Lipa)","Calvin Harris",23850,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
4,"Better Now","Post Malone",23706,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
5,"God's Plan",Drake,20208,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY
6,X,"Nicky Jam",19379,https://open.spotify.com/track/39N9RPD9MRb5WmoLzNzPeA
7,FRIENDS,Marshmello,17786,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G
8,"Psycho (feat. Ty Dolla $ign)","Post Malone",16187,https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C
9,"Nice For What",Drake,15902,https://open.spotify.com/track/1cTZMwcBJT0Ka3UJPXOeeN
10,"This Is America","Childish Gambino",15449,https://open.spotify.com/track/0b9oOr2ZgvyQu88wzixux9
11,"no tears left to cry","Ariana Grande",14475,https://open.spotify.com/track/5SxkdsY1ufZzoq9iXceLw9
12,"Youth feat. Khalid","Shawn Mendes",14057,https://open.spotify.com/track/5SwEgzUFDHwpWHKrbnP32Z
13,"Back To You","Selena Gomez",13694,https://open.spotify.com/track/514rhnksEwHUh6LxXsQ4Y9
14,"I Like It","Cardi B",13511,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
15,"In My Blood","Shawn Mendes",13482,https://open.spotify.com/track/21YnmkSDhUkmkkni22Svc4
16,"Mafiosa (feat. Caroliina)",Lartiste,13400,https://open.spotify.com/track/0WxiQqTcK3ZErx2mMWgtm6
17,"All Mine","Kanye West",13243,https://open.spotify.com/track/3qnoOm4fwZPBS116f5hpgF
18,"Call Out My Name","The Weeknd",13232,https://open.spotify.com/track/1gm616Plq4ScqNi7TVkZ5N
19,"rockstar (feat. 21 Savage)","Post Malone",12936,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
20,"lovely (with Khalid)","Billie Eilish",12041,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
21,"Ghost Town","Kanye West",11857,https://open.spotify.com/track/6Bg7MznA9X0dIhlAsLyBYj
22,Yikes,"Kanye West",11325,https://open.spotify.com/track/2r4JRwcbIeuAzWjH4YXlLs
23,Youngblood,"5 Seconds of Summer",11178,https://open.spotify.com/track/55S2PQgSMYAhgoTCcGCDfw
24,"Love Lies (with Normani)",Khalid,11053,https://open.spotify.com/track/45Egmo7icyopuzJN0oMEdk
25,"Ta Tum Tum","MC Kevinho",10498,https://open.spotify.com/track/6etab3UBCo5GOTMZqUvRka
26,"I Thought About Killing You","Kanye West",10403,https://open.spotify.com/track/6EuE9M1viu9gkdFSafia9o
27,Mine,Bazzi,10237,https://open.spotify.com/track/7uzmGiiJyRfuViKKK3lVmR
28,"Só Quer Vrau","MC MM",10028,https://open.spotify.com/track/68uKHxQzoY6gd7YSKJf21J
29,"Look Alive (feat. Drake)","BlocBoy JB",9996,https://open.spotify.com/track/4qKcDkK6siZ7Jp1Jb4m0aL
30,Flames,"David Guetta",9987,https://open.spotify.com/track/33IOhptvC2Qoy2UhjiHXLV
31,"Wouldn't Leave","Kanye West",9799,https://open.spotify.com/track/3dG6tjetoR4GMmUGZUprLt
32,IDGAF,"Dua Lipa",9372,https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr
33,"Vai malandra (feat. Tropkillaz & DJ Yuri Martins)",Anitta,9236,https://open.spotify.com/track/6u0EAxf1OJTLS7CvInuNd7
34,"All The Stars (with SZA)","Kendrick Lamar",8898,https://open.spotify.com/track/3GCdLUSnKSMJhs4Tj6CV3s
35,"Solo (feat. Demi Lovato)","Clean Bandit",8828,https://open.spotify.com/track/6kPJZM97LwdG9QIsT7khp6
36,"The Middle",Zedd,8693,https://open.spotify.com/track/2ARqIya5NAuvFVHSN3bL0m
37,SAD!,XXXTENTACION,8687,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
38,"FAKE LOVE",BTS,8664,https://open.spotify.com/track/3aW0ds4A4tSQDIp75FqWTo
39,"No Mistakes","Kanye West",8488,https://open.spotify.com/track/1DdgqEZk4Hqfpl3drdXJun
40,Barking,Ramz,8484,https://open.spotify.com/track/7amMgNDcObIDkIXv4xcvc2
