,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"God's Plan",Drake,33877,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY
2,"All The Stars (with SZA)","Kendrick Lamar",18925,https://open.spotify.com/track/3GCdLUSnKSMJhs4Tj6CV3s
3,rockstar,"Post Malone",17271,https://open.spotify.com/track/2U7Hu2RaNQNRi7izoJyZaX
4,"Psycho (feat. Ty Dolla $ign)","Post Malone",15599,https://open.spotify.com/track/65NwOZqoXny4JxqAPlfxRF
5,IDGAF,"Dua Lipa",15093,https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr
6,"For You (Fifty Shades Freed) (& Rita Ora)","Liam Payne",14931,https://open.spotify.com/track/5hM6sP0Gh1jD57drszNueC
7,"Échame La Culpa","Luis Fonsi",14619,https://open.spotify.com/track/1zsG4eaZmkA1dvjDDsAGLK
8,FRIENDS,Marshmello,14188,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G
9,"Vai malandra (feat. Tropkillaz & DJ Yuri Martins)",Anitta,13839,https://open.spotify.com/track/6u0EAxf1OJTLS7CvInuNd7
10,Downtown,Anitta,13514,https://open.spotify.com/track/3Ga6eKrUFf12ouh9Yw3v2D
11,"Water - Single Version","Richie Campbell",13126,https://open.spotify.com/track/58dElABzeDBwfhttWGf6n1
12,Mine,Bazzi,13070,https://open.spotify.com/track/6tHWl8ows5JOZq9Yfaqn3M
13,Havana,"Camila Cabello",12673,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W
14,"Já Se Passou Tudo",Piruka,12522,https://open.spotify.com/track/2wvtEiHUoRmjrqRfOrY26B
15,"Pray For Me (with Kendrick Lamar)","The Weeknd",12374,https://open.spotify.com/track/4ofvoCdXq99vpMZO4Cfp8x
16,"River (feat. Ed Sheeran)",Eminem,11842,https://open.spotify.com/track/5UEnHoDYpsxlfzWLZIc7LD
17,"Ta Tum Tum","MC Kevinho",11602,https://open.spotify.com/track/6etab3UBCo5GOTMZqUvRka
18,Silence,Marshmello,11504,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU
19,"Love Lies (with Normani)",Khalid,11336,https://open.spotify.com/track/45Egmo7icyopuzJN0oMEdk
20,"Look Alive (feat. Drake)","BlocBoy JB",11274,https://open.spotify.com/track/4qKcDkK6siZ7Jp1Jb4m0aL
21,"Salto Alto",Piruka,11097,https://open.spotify.com/track/3sIXzuNgN9HrC7amkEQWiP
22,"I Fall Apart","Post Malone",10517,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh
23,"New Rules","Dua Lipa",10505,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
24,"Finesse (Remix) [feat. Cardi B]","Bruno Mars",10242,https://open.spotify.com/track/3Vo4wInECJQuz9BIBMOu8i
25,"Never Be the Same","Camila Cabello",9940,https://open.spotify.com/track/4eWQlBRaTjPPUlzacqEeoQ
26,"Sick Boy","The Chainsmokers",9544,https://open.spotify.com/track/2IKZkwHI5zsZf70STuhvOX
27,Wolves,"Selena Gomez",9422,https://open.spotify.com/track/7EmGUiUaOSGDnUUQUDrOXC
28,"The Middle",Zedd,9307,https://open.spotify.com/track/2ARqIya5NAuvFVHSN3bL0m
29,"A Vida Toda","Carolina Deslandes",9267,https://open.spotify.com/track/1pc6Ssg5obznItjcqRFWbM
30,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Rudimental,9238,https://open.spotify.com/track/5CLGzJsGqhCEECcpnFQA8x
31,"Him & I (with Halsey)",G-Eazy,9221,https://open.spotify.com/track/5k38wzpLb15YgncyWdTZE4
32,"XO TOUR Llif3","Lil Uzi Vert",8685,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO
33,"Me Rehúso","Danny Ocean",8516,https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl
34,"Let Me Go (with Alesso, Florida Georgia Line & watt)","Hailee Steinfeld",8507,https://open.spotify.com/track/5AEtlRudpgdT5FtNiuly6Y
35,Naked,"James Arthur",8410,https://open.spotify.com/track/7krbSH3rd8lhIZvuzTV3Bl
36,"Só Vim Dizer Yau",Piruka,8270,https://open.spotify.com/track/3WmKdTY0wtkDRd5mAsAB5i
37,Perfect,"Ed Sheeran",8264,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
38,"Capital Letters","Hailee Steinfeld",8204,https://open.spotify.com/track/3towKHKVOXCCcL1fHv6xFO
39,"O Clima",Lhast,7967,https://open.spotify.com/track/2KTw4vRM6mdBzMlVkInvSS
40,"Shape of You","Ed Sheeran",7911,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
41,Corazón,Maluma,7855,https://open.spotify.com/track/4lESS6vuruP6a79KWRaQou
42,"Let You Down",NF,7833,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr
43,Unforgettable,"French Montana",7702,https://open.spotify.com/track/3B54sVLJ402zGa6Xm4YGNe
44,"Feel It Still","Portugal. The Man",7616,https://open.spotify.com/track/6QgjcU0zLnzq5OrUoSZ3OK
45,"Não Faz Isso",Piruka,7608,https://open.spotify.com/track/0D8wUCg5XGHfWQIEzMmJAl
46,X,"Nicky Jam",7584,https://open.spotify.com/track/39N9RPD9MRb5WmoLzNzPeA
47,"Dusk Till Dawn - Radio Edit",ZAYN,7553,https://open.spotify.com/track/1j4kHkkpqZRBwE0A4CN4Yv
48,Slowly,"Richie Campbell",7503,https://open.spotify.com/track/0jg1Oo5WVBBgF1bWspmD1v
49,"Chaminé (Zara G)","Wet Bed Gang",7303,https://open.spotify.com/track/53kn2KqWSG9neh5H3YQqxt
50,Heaven,"Julia Michaels",7135,https://open.spotify.com/track/4QfNOZN7vrQCQKK1ZJ3XPb
51,Everyday,Logic,7019,https://open.spotify.com/track/6zOhgKfbMiQWToE6K13s2s
52,"I Miss You (feat. Julia Michaels)","Clean Bandit",6946,https://open.spotify.com/track/2xmrfQpmS2iJExTlklLoAL
53,"Até Ao Fim",Agir,6606,https://open.spotify.com/track/5PvAlFxlJrW8vjkdfvE6no
54,Dura,"Daddy Yankee",6583,https://open.spotify.com/track/2j2fIJGh4PMdXt9ULI5Tlc
55,SAD!,XXXTENTACION,6567,https://open.spotify.com/track/35ieKju5aLWFN5UgfJ27mL
56,"Too Good At Goodbyes","Sam Smith",6536,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV
57,"Que Tiro Foi Esse","Jojo Maronttinni",6160,https://open.spotify.com/track/2ri2wEE24Tm7fOJ7sGiz7P
58,Thunder,"Imagine Dragons",5735,https://open.spotify.com/track/26gceVsA1ybT8qsX3aYLEn
59,"Say Something","Justin Timberlake",5628,https://open.spotify.com/track/1LhMopPAallLeaeNutqbgS
60,"Avião De Papel","Carolina Deslandes",5535,https://open.spotify.com/track/4RPbbUpLuQsbVVqt5O6y0g
61,"Jocelyn Flores",XXXTENTACION,5470,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
62,Congratulations,"Post Malone",5435,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9
63,Rabiola,"MC Kevinho",5429,https://open.spotify.com/track/228vRHzGfQh47EfLjuY1Yr
64,"King's Dead (with Kendrick Lamar, Future & James Blake)","Jay Rock",5359,https://open.spotify.com/track/51rXHuKN8Loc4sUlKPODgH
65,"Voar (Gson)","Wet Bed Gang",5323,https://open.spotify.com/track/4VSQjXeWif1YluDDhY0eOY
66,"Trevo (Tu)",ANAVITÓRIA,5316,https://open.spotify.com/track/0o21KBZdbK4M0iY3mBwVmm
67,Aleluia,"Wet Bed Gang",5245,https://open.spotify.com/track/3nOdmaNfqskNaYpBGPLDdG
68,HUMBLE.,"Kendrick Lamar",5232,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS
69,"Meant to Be (feat. Florida Georgia Line)","Bebe Rexha",5200,https://open.spotify.com/track/7iDa6hUg2VgEL1o1HjmfBn
70,goosebumps,"Travis Scott",5170,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
71,Oquelávai,D.A.M.A.,5138,https://open.spotify.com/track/7HBb0h45HuqUIBmVqN3s92
72,"Stir Fry",Migos,5135,https://open.spotify.com/track/2UVbBKQOdFAekPTRsnkzcf
73,Betrayed,"Lil Xan",5120,https://open.spotify.com/track/6NWl2m8asvH83xjuXVNsuG
74,"A Nossa Vez",Calema,4956,https://open.spotify.com/track/5WB70PqZqozarhWv1LCuvL
75,Barking,Ramz,4923,https://open.spotify.com/track/7amMgNDcObIDkIXv4xcvc2
76,"Top Off","DJ Khaled",4680,https://open.spotify.com/track/1W6wxOOYyJyyok8fqYSZ3m
77,"Perfect Duet (Ed Sheeran & Beyoncé)","Ed Sheeran",4660,https://open.spotify.com/track/1bhUWB0zJMIKr9yVPrkEuI
78,1-800-273-8255,Logic,4554,https://open.spotify.com/track/5tz69p7tJuGPeMGwNTxYuV
79,"Não Sinto","Wet Bed Gang",4508,https://open.spotify.com/track/0YC2GENi574LpUCPEHk8qy
80,"Whatever It Takes","Imagine Dragons",4507,https://open.spotify.com/track/7F3uo3304R2CTvOseU3H7u
81,Machika,"J Balvin",4493,https://open.spotify.com/track/6MNGxu8MprKGkchUchkJsy
82,"Mo Boy",Dillaz,4435,https://open.spotify.com/track/0A3b3cu2JPBUTGC6qJEqUy
83,"Se Não Acordar Amanhã",Piruka,4433,https://open.spotify.com/track/4oWGtWd4deNrZZOopdmCwz
84,Espera,"Fernando Daniel",4374,https://open.spotify.com/track/4sipXe74USgyzJrKWNJuvC
85,"Felices los 4",Maluma,4371,https://open.spotify.com/track/0qYTZCo5Bwh1nsUFGZP3zn
86,Believer,"Imagine Dragons",4249,https://open.spotify.com/track/7Izh7zLJGw1Nscd62Exxj4
