,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"God's Plan",Drake,29174,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY
2,"Psycho (feat. Ty Dolla $ign)","Post Malone",18511,https://open.spotify.com/track/65NwOZqoXny4JxqAPlfxRF
3,FRIENDS,Marshmello,18199,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G
4,"All The Stars (with SZA)","Kendrick Lamar",17738,https://open.spotify.com/track/3GCdLUSnKSMJhs4Tj6CV3s
5,SAD!,XXXTENTACION,16147,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
6,IDGAF,"Dua Lipa",15908,https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr
7,rockstar,"Post Malone",15561,https://open.spotify.com/track/2U7Hu2RaNQNRi7izoJyZaX
8,X,"Nicky Jam",15316,https://open.spotify.com/track/39N9RPD9MRb5WmoLzNzPeA
9,"Love Lies (with Normani)",Khalid,14821,https://open.spotify.com/track/45Egmo7icyopuzJN0oMEdk
10,"For You (Fifty Shades Freed) (& Rita Ora)","Liam Payne",14248,https://open.spotify.com/track/5hM6sP0Gh1jD57drszNueC
11,"Look Alive (feat. Drake)","BlocBoy JB",14241,https://open.spotify.com/track/4qKcDkK6siZ7Jp1Jb4m0aL
12,Mine,Bazzi,14204,https://open.spotify.com/track/6tHWl8ows5JOZq9Yfaqn3M
13,"Échame La Culpa","Luis Fonsi",12903,https://open.spotify.com/track/1zsG4eaZmkA1dvjDDsAGLK
14,Downtown,Anitta,12838,https://open.spotify.com/track/3Ga6eKrUFf12ouh9Yw3v2D
15,Havana,"Camila Cabello",12279,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W
16,"Water - Single Version","Richie Campbell",12249,https://open.spotify.com/track/58dElABzeDBwfhttWGf6n1
17,"Pray For Me (with Kendrick Lamar)","The Weeknd",12230,https://open.spotify.com/track/4ofvoCdXq99vpMZO4Cfp8x
18,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Rudimental,11919,https://open.spotify.com/track/5CLGzJsGqhCEECcpnFQA8x
19,Everyday,Logic,11915,https://open.spotify.com/track/4EAV2cKiqKP5UPZmY6dejk
20,"The Middle",Zedd,11841,https://open.spotify.com/track/2ARqIya5NAuvFVHSN3bL0m
21,"Vai malandra (feat. Tropkillaz & DJ Yuri Martins)",Anitta,11654,https://open.spotify.com/track/6u0EAxf1OJTLS7CvInuNd7
22,"Never Be the Same","Camila Cabello",11313,https://open.spotify.com/track/4eWQlBRaTjPPUlzacqEeoQ
23,"New Rules","Dua Lipa",10819,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
24,"Ta Tum Tum","MC Kevinho",10427,https://open.spotify.com/track/6etab3UBCo5GOTMZqUvRka
25,Silence,Marshmello,9910,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU
26,"Salto Alto",Piruka,9871,https://open.spotify.com/track/3sIXzuNgN9HrC7amkEQWiP
27,"Já Se Passou Tudo",Piruka,9830,https://open.spotify.com/track/2wvtEiHUoRmjrqRfOrY26B
28,"Finesse (Remix) [feat. Cardi B]","Bruno Mars",9744,https://open.spotify.com/track/3Vo4wInECJQuz9BIBMOu8i
29,"Sick Boy","The Chainsmokers",9740,https://open.spotify.com/track/2JfXj2TERIkHwJpnG9f8uX
30,"River (feat. Ed Sheeran)",Eminem,9495,https://open.spotify.com/track/5UEnHoDYpsxlfzWLZIc7LD
31,Wolves,"Selena Gomez",9494,https://open.spotify.com/track/7EmGUiUaOSGDnUUQUDrOXC
32,"Say Something","Justin Timberlake",9295,https://open.spotify.com/track/1LhMopPAallLeaeNutqbgS
33,Heaven,"Julia Michaels",9192,https://open.spotify.com/track/4QfNOZN7vrQCQKK1ZJ3XPb
34,"Shape of You","Ed Sheeran",9191,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
35,"I Fall Apart","Post Malone",9189,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh
36,"A Vida Toda","Carolina Deslandes",9086,https://open.spotify.com/track/1pc6Ssg5obznItjcqRFWbM
37,"Me Rehúso","Danny Ocean",8910,https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl
38,"Chaminé (Zara G)","Wet Bed Gang",8885,https://open.spotify.com/track/53kn2KqWSG9neh5H3YQqxt
39,"Capital Letters","Hailee Steinfeld",8805,https://open.spotify.com/track/3towKHKVOXCCcL1fHv6xFO
40,"XO TOUR Llif3","Lil Uzi Vert",8444,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO
41,Dura,"Daddy Yankee",8395,https://open.spotify.com/track/2j2fIJGh4PMdXt9ULI5Tlc
42,Corazón,Maluma,8346,https://open.spotify.com/track/4lESS6vuruP6a79KWRaQou
43,Naked,"James Arthur",8254,https://open.spotify.com/track/7krbSH3rd8lhIZvuzTV3Bl
44,"Let Me Go (with Alesso, Florida Georgia Line & watt)","Hailee Steinfeld",8216,https://open.spotify.com/track/5AEtlRudpgdT5FtNiuly6Y
45,Perfect,"Ed Sheeran",8025,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
46,Unforgettable,"French Montana",7985,https://open.spotify.com/track/3B54sVLJ402zGa6Xm4YGNe
47,Moonlight,XXXTENTACION,7982,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
48,"Feel It Still","Portugal. The Man",7817,https://open.spotify.com/track/6QgjcU0zLnzq5OrUoSZ3OK
49,changes,XXXTENTACION,7733,https://open.spotify.com/track/7AFASza1mXqntmGtbxXprO
