,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,rockstar,"Post Malone",19126,https://open.spotify.com/track/7wGoVu4Dady5GV0Sv4UIsx
2,"All I Want for Christmas Is You","Mariah Carey",15459,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn
3,"Só Vim Dizer Yau",Piruka,11984,https://open.spotify.com/track/3WmKdTY0wtkDRd5mAsAB5i
4,Havana,"Camila Cabello",11981,https://open.spotify.com/track/0ofbQMrRDsUaVKq2mGLEAb
5,"Échame La Culpa","Luis Fonsi",11926,https://open.spotify.com/track/1zsG4eaZmkA1dvjDDsAGLK
6,"Vai malandra (feat. Tropkillaz & DJ Yuri Martins)",Anitta,11509,https://open.spotify.com/track/6u0EAxf1OJTLS7CvInuNd7
7,"Salto Alto",Piruka,11104,https://open.spotify.com/track/3sIXzuNgN9HrC7amkEQWiP
8,"River (feat. Ed Sheeran)",Eminem,11051,https://open.spotify.com/track/5UEnHoDYpsxlfzWLZIc7LD
9,Downtown,Anitta,9973,https://open.spotify.com/track/3Ga6eKrUFf12ouh9Yw3v2D
10,"Water - Single Version","Richie Campbell",9852,https://open.spotify.com/track/58dElABzeDBwfhttWGf6n1
11,"New Rules","Dua Lipa",9649,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
12,"Gucci Gang","Lil Pump",9638,https://open.spotify.com/track/43ZyHQITOjhciSUUNPVRHc
13,"Last Christmas",Wham!,9603,https://open.spotify.com/track/2FRnf9qhLbvw8fu4IBXx78
14,"Não Faz Isso",Piruka,9569,https://open.spotify.com/track/0D8wUCg5XGHfWQIEzMmJAl
15,Wolves,"Selena Gomez",9193,https://open.spotify.com/track/7EmGUiUaOSGDnUUQUDrOXC
16,Silence,Marshmello,9029,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU
17,"Him & I (with Halsey)",G-Eazy,8808,https://open.spotify.com/track/5k38wzpLb15YgncyWdTZE4
18,Perfect,"Ed Sheeran",8399,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
19,"Dusk Till Dawn - Radio Edit",ZAYN,8322,https://open.spotify.com/track/1j4kHkkpqZRBwE0A4CN4Yv
20,"Perfect Duet (Ed Sheeran & Beyoncé)","Ed Sheeran",8069,https://open.spotify.com/track/1bhUWB0zJMIKr9yVPrkEuI
21,"A Vida Toda","Carolina Deslandes",8015,https://open.spotify.com/track/1pc6Ssg5obznItjcqRFWbM
22,"Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet)","Frank Sinatra",7723,https://open.spotify.com/track/7inXu0Eaeg02VsM8kHNvzM
23,"O Clima",Lhast,7660,https://open.spotify.com/track/2KTw4vRM6mdBzMlVkInvSS
24,"Too Good At Goodbyes","Sam Smith",7374,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV
25,"It's Beginning to Look a Lot Like Christmas","Michael Bublé",7081,https://open.spotify.com/track/0lLdorYw7lVrJydTINhWdI
26,"Me Rehúso","Danny Ocean",6987,https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl
27,Congratulations,"Post Malone",6913,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9
28,"XO TOUR Llif3","Lil Uzi Vert",6883,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO
29,Unforgettable,"French Montana",6776,https://open.spotify.com/track/3B54sVLJ402zGa6Xm4YGNe
30,"I Fall Apart","Post Malone",6702,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh
31,Aleluia,"Wet Bed Gang",6692,https://open.spotify.com/track/3nOdmaNfqskNaYpBGPLDdG
32,"Shape of You","Ed Sheeran",6533,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
33,"What Lovers Do (feat. SZA)","Maroon 5",6257,https://open.spotify.com/track/3hBBKuWJfxlIlnd9QFoC8k
34,"Let You Down",NF,6242,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr
35,"Santa Tell Me","Ariana Grande",6119,https://open.spotify.com/track/1ADjWm8QNhgNV8yCNNgQ1T
36,"R.I.P Holly Hood","Holly Hood",5900,https://open.spotify.com/track/2eMDFmOQ4mWJoI6YcKYNOy
37,"Cala a Boca","Holly Hood",5897,https://open.spotify.com/track/4iF4gAu0yfKFhQATEa6oXh
38,"Felices los 4",Maluma,5817,https://open.spotify.com/track/0qYTZCo5Bwh1nsUFGZP3zn
39,1-800-273-8255,Logic,5689,https://open.spotify.com/track/5tz69p7tJuGPeMGwNTxYuV
40,HUMBLE.,"Kendrick Lamar",5562,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS
41,"Jocelyn Flores",XXXTENTACION,5518,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
42,"Feel It Still","Portugal. The Man",5503,https://open.spotify.com/track/6QgjcU0zLnzq5OrUoSZ3OK
43,"Blue Christmas","Elvis Presley",5373,https://open.spotify.com/track/3QiAAp20rPC3dcAtKtMaqQ
44,"Esfrega Esfrega","Deejay Telio",5313,https://open.spotify.com/track/3029IUQQ26whiZDLqUMWLC
45,Thunder,"Imagine Dragons",5215,https://open.spotify.com/track/0tKcYR2II1VCQWT79i5NrW
46,"How Long","Charlie Puth",5072,https://open.spotify.com/track/32DGGj6KlNuBr6WaqRxpxi
47,"Never Be the Same","Camila Cabello",4978,https://open.spotify.com/track/6VpQdig9pdpTSIFItgkJV5
48,"Do They Know It's Christmas? - 1984 Version","Band Aid",4930,https://open.spotify.com/track/1hvpDAxZPKjKztOc72sv06
49,"Mi Gente","J Balvin",4897,https://open.spotify.com/track/2rb5MvYT7ZIxbKW5hfcHx8
50,"Sua cara (feat. Anitta & Pabllo Vittar)","Major Lazer",4811,https://open.spotify.com/track/3ibRxEv4KkcU9e259eyNJA
51,"Reggaetón Lento (Remix)",CNCO,4736,https://open.spotify.com/track/5PB8zB1MOZASboLquvinMF
52,"Let Me Go (with Alesso, Florida Georgia Line & watt)","Hailee Steinfeld",4710,https://open.spotify.com/track/5AEtlRudpgdT5FtNiuly6Y
53,"Candy Paint","Post Malone",4643,https://open.spotify.com/track/42CeaId2XNlxugDvyqHfDf
54,"Holly Jolly Christmas","Michael Bublé",4612,https://open.spotify.com/track/6tjituizSxwSmBB5vtgHZE
55,"I Miss You (feat. Julia Michaels)","Clean Bandit",4511,https://open.spotify.com/track/2xmrfQpmS2iJExTlklLoAL
56,"Jingle Bell Rock","Bobby Helms",4416,https://open.spotify.com/track/1cImYkHOQMFE7AZC9aOk4y
57,Attention,"Charlie Puth",4404,https://open.spotify.com/track/4iLqG9SeJSnt0cSPICSjxv
58,"Santa Claus Is Comin' to Town - Live at C.W. Post College, Greenvale, NY - December 1975","Bruce Springsteen",4396,https://open.spotify.com/track/6s2wpWPFPAgKg2LXxi1Oee
59,"Have Yourself A Merry Little Christmas","Sam Smith",4378,https://open.spotify.com/track/7Hz6LLOVxrojLPIHJJ1S0E
60,"Bank Account","21 Savage",4335,https://open.spotify.com/track/2fQrGHiQOvpL9UgPvtYy6G
61,Mistletoe,"Justin Bieber",4237,https://open.spotify.com/track/32OWobmyAz8J2qA8iWekyS
62,"Feliz Navidad","José Feliciano",4224,https://open.spotify.com/track/7taXf5odg9xCAZERYfyOkS
63,"Se Não Acordar Amanhã",Piruka,4201,https://open.spotify.com/track/4oWGtWd4deNrZZOopdmCwz
64,"It's the Most Wonderful Time of the Year","Andy Williams",4095,https://open.spotify.com/track/5hslUAKq9I9CG2bAulFkHN
65,Corazón,Maluma,4065,https://open.spotify.com/track/4lESS6vuruP6a79KWRaQou
66,"Filho da Guida","9 Miller",4061,https://open.spotify.com/track/75AvbbGV21JDfukB6BTGBi
67,"Certidão de Óbito",Piruka,4019,https://open.spotify.com/track/4S4uXv6c73k9UWaLCxUCHI
68,"Rockin' Around The Christmas Tree - Single Version","Brenda Lee",3990,https://open.spotify.com/track/3T7dNA7O8c3Axj5WyDNcH3
69,"Não Se Passa Nada",Piruka,3879,https://open.spotify.com/track/7AcZsdwJFJEPxGwr2ErOvu
70,Espera,"Fernando Daniel",3866,https://open.spotify.com/track/4sipXe74USgyzJrKWNJuvC
71,"White Christmas (duet with Shania Twain)","Michael Bublé",3864,https://open.spotify.com/track/2gbCG4Rt9984UZ7Tc0dIFd
72,"Happy Xmas (War Is Over) - Remastered","John Lennon",3818,https://open.spotify.com/track/3zJw3rugfpVrmBeDDnUYzy
73,"Jingle Bell Rock - Daryl's Version","Daryl Hall & John Oates",3777,https://open.spotify.com/track/6pVW5LRWgeLaHudxauOTJU
74,Maluco,Karetus,3690,https://open.spotify.com/track/6h6rII20UySFUHiM3RPi6p
75,Fácil,"Holly Hood",3571,https://open.spotify.com/track/48xv7MWpMcpagWkgywOpXT
76,Oquelávai,D.A.M.A.,3544,https://open.spotify.com/track/7HBb0h45HuqUIBmVqN3s92
77,"Man's Not Hot","Big Shaq",3539,https://open.spotify.com/track/2nUJvBO87SkxCViQsLc9Zr
78,"Mo Boy",Dillaz,3526,https://open.spotify.com/track/0A3b3cu2JPBUTGC6qJEqUy
79,"Jingle Bells (with The Ken Lane Singers)","Frank Sinatra",3379,https://open.spotify.com/track/7N2hNvCF606dEcaloV1j38
80,"Despacito (Featuring Daddy Yankee)","Luis Fonsi",3350,https://open.spotify.com/track/4aWmUDTfIPGksMNLV2rQP2
81,"The Christmas Song (Merry Christmas To You)","Nat King Cole",3317,https://open.spotify.com/track/5humEOJehpAwMJEJmb0JJ2
82,"A Nossa Vez",Calema,3198,https://open.spotify.com/track/5WB70PqZqozarhWv1LCuvL
83,"Tell Me You Love Me","Demi Lovato",3098,https://open.spotify.com/track/5Htb1uFQ1KrkFXlefS8oGj
84,"Santa Baby (with Henri René & His Orchestra)","Eartha Kitt",3025,https://open.spotify.com/track/1foCxQtxBweJtZmdxhEHVO
85,"Santa Claus Is Coming to Town","Michael Bublé",3023,https://open.spotify.com/track/5Ber68jZ7ytegr2UISEdb7
86,"Heaven - Single Version","Richie Campbell",3020,https://open.spotify.com/track/3u44nNvPgxneJFFIrlbAz2
87,"All I Want for Christmas Is You","Michael Bublé",2990,https://open.spotify.com/track/0xPaZrF25ltzvz1a2Pm5DQ
88,"Young Dumb & Broke",Khalid,2971,https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY
89,"Winter Wonderland","Tony Bennett",2958,https://open.spotify.com/track/4ricyQVd20UQde1jpXCSuJ
90,"White Christmas","Bing Crosby",2955,https://open.spotify.com/track/4so0Wek9Ig1p6CRCHuINwW
91,"Bartier Cardi (feat. 21 Savage)","Cardi B",2917,https://open.spotify.com/track/75FDPwaULRdYDn4StFN2rT
92,"It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra)","Perry Como",2917,https://open.spotify.com/track/6IeK3Ap5m3HabwJxgI6eSE
93,"Sleigh Ride","The Ronettes",2909,https://open.spotify.com/track/5ASM6Qjiav2xPe7gRkQMsQ
94,"Christmas (Baby Please Come Home)","Darlene Love",2873,https://open.spotify.com/track/46pF1zFimM582ss1PrMy68
95,"Lonely Together (feat. Rita Ora)",Avicii,2862,https://open.spotify.com/track/2OALaHcDdKkjYEpAr0Qzab
96,"Ric Flair Drip (& Metro Boomin)",Offset,2853,https://open.spotify.com/track/7sO5G9EABYOXQKNPNiE9NR
97,Protagonista,Dillaz,2843,https://open.spotify.com/track/4JIjgTMy0SnBLbYQ9NYaAx
98,"MIC Drop (feat. Desiigner) [Steve Aoki Remix]",BTS,2842,https://open.spotify.com/track/7Ed6BkggCS2KaKY5YlINaF
99,goosebumps,"Travis Scott",2829,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
100,"Real Friends","Camila Cabello",2788,https://open.spotify.com/track/4V6MRo0CEAC9MwAm7dkPuL
101,Cheguei,Ludmilla,2780,https://open.spotify.com/track/6cbZb9mVAc5s8HtwklLoI0
102,"So Far Away (feat. Jamie Scott & Romy Dya)","Martin Garrix",2776,https://open.spotify.com/track/0OlnLZY4cmQzT6ZGttvWBM
103,Believer,"Imagine Dragons",2747,https://open.spotify.com/track/0CcQNd8CINkwQfe1RDtGV6
104,"Go Flex","Post Malone",2729,https://open.spotify.com/track/5yuShbu70mtHXY0yLzCQLQ
105,"No Limit",G-Eazy,2728,https://open.spotify.com/track/2DQ1ITjI0YoLFzuADN1ZBW
106,"Baby, It's Cold Outside","Dean Martin",2718,https://open.spotify.com/track/4MrfQL4TYQXJBlZYpAHTuE
107,"Fairytale of New York (feat. Kirsty MacColl)","The Pogues",2704,https://open.spotify.com/track/3VTNVsTTu05dmTsVFrmGpK
108,"Have Yourself A Merry Little Christmas - ""Meet Me In St. Louis"" Original Cast Recording","Judy Garland",2701,https://open.spotify.com/track/4eqne0oIdt9GW2ubiliny0
109,Rabiola,"MC Kevinho",2690,https://open.spotify.com/track/228vRHzGfQh47EfLjuY1Yr
110,"Friends (with BloodPop®)","Justin Bieber",2689,https://open.spotify.com/track/7nZmah2llfvLDiUjm0kiyz
111,"Mask Off",Future,2659,https://open.spotify.com/track/0VgkVdmE4gld66l8iyGjgx
112,"Driving Home for Christmas","Chris Rea",2616,https://open.spotify.com/track/0ZoHHROTzwIYeNAHRPedTY
113,Ignorante,"Holly Hood",2598,https://open.spotify.com/track/0amhi9mpHzgxXqOA9wzUMl
114,"Home (with Machine Gun Kelly, X Ambassadors & Bebe Rexha)","Machine Gun Kelly",2596,https://open.spotify.com/track/0OI7AFifLSoGzpb8bdBLLV
115,"Bum Bum Tam Tam","MC Fioti",2587,https://open.spotify.com/track/4zWO4gvuFtw6EJZC5FFGlr
116,"Santa Baby","Kylie Minogue",2564,https://open.spotify.com/track/2SBr3MK1sdMs8IxdRcN6qz
117,"Look At Me!",XXXTENTACION,2547,https://open.spotify.com/track/6eYxmK9fdL4hwLnXG2zY3s
118,"Ca Bu Fla Ma Nau",Piruka,2547,https://open.spotify.com/track/1VdIgUz8lT0JAsnMZRBHzz
119,"Jingle Bells (feat. The Puppini Sisters)","Michael Bublé",2527,https://open.spotify.com/track/4qBejt9FeqLI9blHI1Nq1x
120,"White Iverson","Post Malone",2483,https://open.spotify.com/track/6eT7xZZlB2mwyzJ2sUKG6w
121,Mama,"Jonas Blue",2474,https://open.spotify.com/track/0NiXXAI876aGImAd6rTj8w
122,Naked,"James Arthur",2474,https://open.spotify.com/track/7krbSH3rd8lhIZvuzTV3Bl
123,Anywhere,"Rita Ora",2465,https://open.spotify.com/track/7EI6Iki24tBHAMxtb4xQN2
124,"Rap Consciente",Valete,2460,https://open.spotify.com/track/3Th4j4YtGqI1et8nSeW0JO
125,"The First Noel - Remastered 1999","Frank Sinatra",2451,https://open.spotify.com/track/6keKIzkXWdbwJWMBJQUwYl
126,"O Come All Ye Faithful","Art Garfunkel",2421,https://open.spotify.com/track/5UhZzVVN80wpa08kzCJHBh
127,"There's Nothing Holdin' Me Back","Shawn Mendes",2415,https://open.spotify.com/track/79cuOz3SPQTuFrp8WgftAu
128,"Walk On Water (feat. Beyoncé)",Eminem,2410,https://open.spotify.com/track/5PIBgH1cUFwu5IiUk9tnN9
129,"Have Yourself a Merry Little Christmas","Michael Bublé",2384,https://open.spotify.com/track/1DnSNqCQM3LUxqFuXt184Q
130,"Olha a Explosão","MC Kevinho",2379,https://open.spotify.com/track/6m2LNopVJKsvBB9l7Z1rwn
131,Sensualidad,"Bad Bunny",2374,https://open.spotify.com/track/5hcisvFMidkMJlElTO9Qmw
132,"Santa Claus Is Comin' to Town","Frank Sinatra",2366,https://open.spotify.com/track/75clRtmtXSkZsPm6SjjQ5j
133,"Sorry Not Sorry","Demi Lovato",2355,https://open.spotify.com/track/3m660poUr1chesgkkjQM7P
134,"Fuck Love (feat. Trippie Redd)",XXXTENTACION,2345,https://open.spotify.com/track/7AQim7LbvFVZJE3O8TYgf2
135,Hallelujah,Pentatonix,2343,https://open.spotify.com/track/550rQQCGkrTzvp4SfpOPzx
136,"Rudolph the Red Nosed Reindeer - Remastered","The Ray Conniff Singers",2333,https://open.spotify.com/track/6DyFr7ql6D4Si2CvpnEDbl
137,"Wonderful Christmastime - Remastered 2011 / Edited Version","Paul McCartney",2330,https://open.spotify.com/track/4gavOCQdZ2g86gkvi17FM7
138,Location,Khalid,2297,https://open.spotify.com/track/152lZdxL1OR0ZMW6KquMif
139,"Merry Christmas Everyone - Remastered","Shakin' Stevens",2293,https://open.spotify.com/track/2ISl1zekPsc26sUQpVt8UB
140,"Do You No Wrong - Single Version","Richie Campbell",2293,https://open.spotify.com/track/6FInCuMbSlhdlkiFv36KUi
141,"The Little Drummer Boy","Johnny Cash",2288,https://open.spotify.com/track/7FIcV2kEiO2mvvMbxU5Jkn
142,"Havana - Remix","Camila Cabello",2275,https://open.spotify.com/track/3whrwq4DtvucphBPUogRuJ
143,"Winter Wonderland","Bing Crosby",2271,https://open.spotify.com/track/5VEuraNSVxMTzDTtrmL3lQ
144,"Tip Toe (feat. French Montana)","Jason Derulo",2270,https://open.spotify.com/track/2z4pcBLQXF2BXKFvd0BuB6
145,"Trevo (Tu)",ANAVITÓRIA,2266,https://open.spotify.com/track/0o21KBZdbK4M0iY3mBwVmm
146,Encaixa,"MC Kevinho",2262,https://open.spotify.com/track/7yYOMPwpV5CsK0cxoAZT6B
147,"Pensa Bem",D.A.M.A.,2245,https://open.spotify.com/track/0XyANbbLC5IQt6ziGBulqW
148,"Underneath the Tree","Kelly Clarkson",2234,https://open.spotify.com/track/3nAp4IvdMPPWEH9uuXFFV5
149,"Something Just Like This","The Chainsmokers",2232,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW
150,Betrayed,"Lil Xan",2226,https://open.spotify.com/track/6NWl2m8asvH83xjuXVNsuG
151,"Cold December Night","Michael Bublé",2223,https://open.spotify.com/track/4FPrAERfkPKOBKrRoyuxLu
152,Stargazing,Kygo,2217,https://open.spotify.com/track/0Zbbxnx4SGGHoIow4PpISP
153,"Wild Thoughts (feat. Rihanna & Bryson Tiller)","DJ Khaled",2204,https://open.spotify.com/track/1OAh8uOEOvTDqkKFsKksCi
154,"More Than You Know","Axwell /\ Ingrosso",2202,https://open.spotify.com/track/71bBFbfn2OBK5QwUJSLS44
155,"Wake N Bake",Regula,2201,https://open.spotify.com/track/5hmOBifAAsfEhUxtK6xiEb
156,"Santa's Coming For Us",Sia,2200,https://open.spotify.com/track/3AlpkljBS1AU7HFVPms8K6
157,"Christmas Lights",Coldplay,2180,https://open.spotify.com/track/4fzyvSu73BhGvi96p2zwjL
158,"Sons de Amor",ANDREZO,2173,https://open.spotify.com/track/44PSI3qwDKTTBa4TbqpjnL
159,"Christmas (Baby Please Come Home)","Michael Bublé",2172,https://open.spotify.com/track/66WPXyhXqMlkM1kZhyEXWK
160,"Meant to Be (feat. Florida Georgia Line)","Bebe Rexha",2168,https://open.spotify.com/track/7iDa6hUg2VgEL1o1HjmfBn
161,"Rudolph the Red Nosed Reindeer","John Denver",2155,https://open.spotify.com/track/3IV8xIrnjv7TdJY6KUmdrD
162,"A Different Way (with Lauv)","DJ Snake",2144,https://open.spotify.com/track/0Wv5wuenRLI3BcwgT3HPIP
163,"2U (feat. Justin Bieber)","David Guetta",2143,https://open.spotify.com/track/3A7qX2QjDlPnazUsRk5y0M
164,"End Game","Taylor Swift",2130,https://open.spotify.com/track/2x0WlnmfG39ZuDmstl9xfX
165,"Não Fui Sincero",Bispo,2121,https://open.spotify.com/track/1zj5css92Qa4ppHUKkACf9
166,Criminal,"Natti Natasha",2102,https://open.spotify.com/track/6Za3190Sbw39BBC77WSS1C
167,"Santa Baby","Michael Bublé",2098,https://open.spotify.com/track/6DwnAl6l63e83dDgIzY8P4
