,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Despacito (Featuring Daddy Yankee)","Luis Fonsi",47416,https://open.spotify.com/track/4aWmUDTfIPGksMNLV2rQP2
2,"I'm the One","DJ Khaled",25587,https://open.spotify.com/track/72Q0FQQo32KJloivv5xge2
3,"Amar pelos Dois","Salvador Sobral",25254,https://open.spotify.com/track/3UjSOJ00E1eLMcayBm827Q
4,"Shape of You","Ed Sheeran",22350,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
5,"Swalla (feat. Nicki Minaj & Ty Dolla $ign)","Jason Derulo",22245,https://open.spotify.com/track/6kex4EBAj0WHXDKZMEJaaF
6,HUMBLE.,"Kendrick Lamar",21765,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS
7,"There's Nothing Holdin' Me Back","Shawn Mendes",20039,https://open.spotify.com/track/79cuOz3SPQTuFrp8WgftAu
8,Attention,"Charlie Puth",18741,https://open.spotify.com/track/4iLqG9SeJSnt0cSPICSjxv
9,"Sign of the Times","Harry Styles",18497,https://open.spotify.com/track/5Ohxk2dO5COHF1krpoPigN
10,"Stay (with Alessia Cara)",Zedd,16735,https://open.spotify.com/track/0dA2Mk56wEzDgegdC6R17g
11,"Something Just Like This","The Chainsmokers",16716,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW
12,"It Ain't Me (with Selena Gomez)",Kygo,15994,https://open.spotify.com/track/3eR23VReFzcdmS7TYCrhCe
13,Malibu,"Miley Cyrus",15682,https://open.spotify.com/track/2habSXqcJGExM6JJyskY7O
14,"SUBEME LA RADIO","Enrique Iglesias",15523,https://open.spotify.com/track/7nKBxz47S9SD79N086fuhn
15,Unforgettable,"French Montana",14974,https://open.spotify.com/track/1F2HXIJrE2Xn81OzT2zZvW
16,"Symphony (feat. Zara Larsson)","Clean Bandit",14847,https://open.spotify.com/track/1x5sYLZiu9r5E43kMlt9f8
17,"Mask Off",Future,14570,https://open.spotify.com/track/3rOSwuTsUlJp0Pu0MkN8r8
18,"That's What I Like","Bruno Mars",14372,https://open.spotify.com/track/0KKkJNfGyhkQ5aFogxQAPU
19,"No Promises (feat. Demi Lovato)","Cheat Codes",14315,https://open.spotify.com/track/1louJpMmzEicAn7lzDalPW
20,"Slide (feat. Frank Ocean & Migos)","Calvin Harris",14058,https://open.spotify.com/track/6gpcs5eMhJwax4mIfKDYQk
21,Cold,"Maroon 5",13492,https://open.spotify.com/track/5NNlUMcOEOdoOIwwaWXv0k
22,Thunder,"Imagine Dragons",13433,https://open.spotify.com/track/56lBX2WHqfGuoeZxZvUnVj
23,"Scared to Be Lonely","Martin Garrix",13302,https://open.spotify.com/track/3ebXMykcMXOcLeJ9xZ17XH
24,Heaven,"Richie Campbell",13277,https://open.spotify.com/track/3CqELUCD4xPw5ERPXTyPq1
25,Passionfruit,Drake,12701,https://open.spotify.com/track/7hDc8b7IXETo14hHIHdnhd
26,Believer,"Imagine Dragons",12210,https://open.spotify.com/track/6VRghJeP6I0w1KxkdWFfIh
27,Issues,"Julia Michaels",11904,https://open.spotify.com/track/1sXUWdKx03aP9Gmzft58rt
28,Paris,"The Chainsmokers",11262,https://open.spotify.com/track/72jbDTw1piOOj770jWNeaG
29,"Galway Girl","Ed Sheeran",10962,https://open.spotify.com/track/0afhq8XCExXpqazXczTSve
30,1-800-273-8255,Logic,10528,https://open.spotify.com/track/5tz69p7tJuGPeMGwNTxYuV
31,"First Time",Kygo,10458,https://open.spotify.com/track/2Gl0FzuLxflY6nPifJp5Dr
32,"Crying in the Club","Camila Cabello",10454,https://open.spotify.com/track/1SJtlNRJDeYHioymcvsqev
33,"Olha a Explosão","MC Kevinho",10231,https://open.spotify.com/track/6m2LNopVJKsvBB9l7Z1rwn
34,DNA.,"Kendrick Lamar",10050,https://open.spotify.com/track/6HZILIRieu8S0iqY8kIKhj
35,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,9945,https://open.spotify.com/track/3NdDpSvN911VPGivFlV5d0
36,"Bad Liar","Selena Gomez",9889,https://open.spotify.com/track/1sCxVKWImDZSZKvG0U9B23
37,"Good Life (with G-Eazy & Kehlani)",G-Eazy,9553,https://open.spotify.com/track/1Eck97uRMlprKOOJN9oO1E
38,"Strip That Down","Liam Payne",9469,https://open.spotify.com/track/6EpRaXYhGOB3fj4V2uDkMJ
39,"Rockabye (feat. Sean Paul & Anne-Marie)","Clean Bandit",9422,https://open.spotify.com/track/5knuzwU65gJK7IF5yJsuaW
40,"There for You","Martin Garrix",9325,https://open.spotify.com/track/6jA8HL9i4QGzsj6fjoxp8Y
41,"Só Eu Sei",Virgul,9222,https://open.spotify.com/track/4bdnmTm3yx2W5wTmTewkVD
42,"I Feel It Coming","The Weeknd",9085,https://open.spotify.com/track/5GXAXm5YOmYT0kL5jHvYBt
43,"Se Não Acordar Amanhã",Piruka,8949,https://open.spotify.com/track/4oWGtWd4deNrZZOopdmCwz
44,"You Don't Know Me - Radio Edit","Jax Jones",8798,https://open.spotify.com/track/4WrS6vezaPwOafKJmHqMEU
45,"The Cure","Lady Gaga",8668,https://open.spotify.com/track/51PIvodunv6NmX5250zxAh
46,"Não Se Passa Nada",Piruka,8662,https://open.spotify.com/track/7AcZsdwJFJEPxGwr2ErOvu
47,Starboy,"The Weeknd",8631,https://open.spotify.com/track/5aAx2yezTd8zXrkmtKl66Z
48,"XO TOUR Llif3","Lil Uzi Vert",7366,https://open.spotify.com/track/2eMwDehkIC1j68U6FA3Eiq
49,"Now Or Never",Halsey,7244,https://open.spotify.com/track/1mDGDb2fUmUMdqV3tb8VKQ
50,"Felices los 4",Maluma,7004,https://open.spotify.com/track/0qYTZCo5Bwh1nsUFGZP3zn
51,Congratulations,"Post Malone",6627,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9
52,"Solo Dance","Martin Jensen",6593,https://open.spotify.com/track/6HUnnBwYZqcED1eQztxMBN
53,"Say You Won't Let Go","James Arthur",6546,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
54,Location,Khalid,6152,https://open.spotify.com/track/152lZdxL1OR0ZMW6KquMif
55,Rainha,Virgul,6061,https://open.spotify.com/track/47Sfqrh6K17VYJEagJMlki
56,"Call On Me - Ryan Riback Extended Remix",Starley,6060,https://open.spotify.com/track/78rIJddV4X0HkNAInEcYde
57,Mama,"Jonas Blue",5919,https://open.spotify.com/track/4xlrALxuaCf9yZBHJeTSG6
58,"Slow Hands","Niall Horan",5594,https://open.spotify.com/track/167NczpNbRF7oWakJaY3Hh
59,"O Grave Bater","MC Kevinho",5490,https://open.spotify.com/track/1bUazU9SSOh02AdlOPeTvm
60,"Excuse Me","Salvador Sobral",5316,https://open.spotify.com/track/4A1hNHB82Ok9x2HksG21MJ
61,Rollin,"Calvin Harris",5239,https://open.spotify.com/track/3FDrI0FLKzrYQiWxPhqV2W
62,"Swish Swish","Katy Perry",5107,https://open.spotify.com/track/3VRk65lHSwqd90TAkQqhvB
63,"Quit (feat. Ariana Grande)","Cashmere Cat",5070,https://open.spotify.com/track/4Q5yMlwAfAoitqg4r9oZHN
64,"Still Got Time",ZAYN,5030,https://open.spotify.com/track/000xQL6tZNLJzIrtIgxqSl
65,"Pretty Girl - Cheat Codes X CADE Remix","Maggie Lindemann",5021,https://open.spotify.com/track/39IsH7B5byx8NRlEKlZVg9
66,Redbone,"Childish Gambino",4924,https://open.spotify.com/track/3kxfsdsCpFgN412fpnW85Y
67,"The Night We Met","Lord Huron",4895,https://open.spotify.com/track/6mORGLOz79w6VsCRLWYYuK
68,"Me Rehúso","Danny Ocean",4843,https://open.spotify.com/track/6Zosz8w6CmdGMZM6p4JlbQ
69,"Hey Ma (with Pitbull & J Balvin feat. Camila Cabello) - Spanish Version",Pitbull,4727,https://open.spotify.com/track/2Vdub5mY4lad7w64bFPUez
70,História,"Diogo Piçarra",4727,https://open.spotify.com/track/14ngg5qaXPvt2rrPvMV1kC
71,Dialeto,"Diogo Piçarra",4720,https://open.spotify.com/track/1Eq8bovIxKCDJzzWa78V7p
