,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Psycho (feat. Ty Dolla $ign)","Post Malone",21026,https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C
2,"Faz Gostoso",Blaya,20956,https://open.spotify.com/track/35pucCKt28NvIK88gpEEjl
3,"Amor de Verdade","MC Kekel",20435,https://open.spotify.com/track/76KDy62J99FKu6ZsxMJy3j
4,"God's Plan",Drake,19756,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY
5,"rockstar (feat. 21 Savage)","Post Malone",17334,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
6,"Better Now","Post Malone",15500,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
7,FRIENDS,Marshmello,15388,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G
8,X,"Nicky Jam",15041,https://open.spotify.com/track/39N9RPD9MRb5WmoLzNzPeA
9,"Call Out My Name","The Weeknd",14417,https://open.spotify.com/track/1gm616Plq4ScqNi7TVkZ5N
10,"no tears left to cry","Ariana Grande",12736,https://open.spotify.com/track/5SxkdsY1ufZzoq9iXceLw9
11,Paranoid,"Post Malone",12359,https://open.spotify.com/track/3fpVWegR6YOS1Yk5HSMYIq
12,"Nice For What",Drake,12328,https://open.spotify.com/track/1cTZMwcBJT0Ka3UJPXOeeN
13,"One Kiss (with Dua Lipa)","Calvin Harris",10839,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
14,SAD!,XXXTENTACION,10309,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
15,"Love Lies (with Normani)",Khalid,10288,https://open.spotify.com/track/45Egmo7icyopuzJN0oMEdk
16,Stay,"Post Malone",9997,https://open.spotify.com/track/4H7WNRErSbONkM06blBoGc
17,Mine,Bazzi,9996,https://open.spotify.com/track/7uzmGiiJyRfuViKKK3lVmR
18,"Spoil My Night (feat. Swae Lee)","Post Malone",9386,https://open.spotify.com/track/5VuxWXbt7XENQCtE9TzpTv
19,"Ta Tum Tum","MC Kevinho",9242,https://open.spotify.com/track/6etab3UBCo5GOTMZqUvRka
20,IDGAF,"Dua Lipa",8851,https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr
21,"Rich & Sad","Post Malone",8686,https://open.spotify.com/track/2VdT56BGpdqNHUgOe1j5vc
22,"In My Blood","Shawn Mendes",8631,https://open.spotify.com/track/79jX8RM5CgPqDKdGEKNW9K
23,"All The Stars (with SZA)","Kendrick Lamar",8532,https://open.spotify.com/track/3GCdLUSnKSMJhs4Tj6CV3s
24,"Look Alive (feat. Drake)","BlocBoy JB",8518,https://open.spotify.com/track/4qKcDkK6siZ7Jp1Jb4m0aL
25,Barking,Ramz,8414,https://open.spotify.com/track/7amMgNDcObIDkIXv4xcvc2
26,"Chaminé (Zara G)","Wet Bed Gang",8402,https://open.spotify.com/track/53kn2KqWSG9neh5H3YQqxt
27,"Over Now","Post Malone",8396,https://open.spotify.com/track/09IOPhEh1OMe0HD9b36FJk
28,GOTTI,6ix9ine,8393,https://open.spotify.com/track/27oFpFktCq9JIXjJQRuv7a
29,Downtown,Anitta,8392,https://open.spotify.com/track/3Ga6eKrUFf12ouh9Yw3v2D
30,"The Middle",Zedd,8226,https://open.spotify.com/track/2ARqIya5NAuvFVHSN3bL0m
31,KOD,"J. Cole",8208,https://open.spotify.com/track/7yotKA30dwTKNEGomV9ZsI
32,Esskeetit,"Lil Pump",8145,https://open.spotify.com/track/44KKhCyI0BGS6LvVyDqJtH
33,"Zack And Codeine","Post Malone",8087,https://open.spotify.com/track/5lZZmityu9TAjNvSY6GLhR
34,"Walk It Talk It",Migos,7915,https://open.spotify.com/track/6n4U3TlzUGhdSFbUUhTvLP
35,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Rudimental,7728,https://open.spotify.com/track/5CLGzJsGqhCEECcpnFQA8x
