,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"God's Plan",Drake,37265,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY
2,"All The Stars (with SZA)","Kendrick Lamar",22195,https://open.spotify.com/track/2Imq77E6CEJR5TPUxlJvTY
3,rockstar,"Post Malone",18197,https://open.spotify.com/track/2U7Hu2RaNQNRi7izoJyZaX
4,"For You (Fifty Shades Freed) (& Rita Ora)","Liam Payne",17236,https://open.spotify.com/track/5hM6sP0Gh1jD57drszNueC
5,"Pray For Me (with Kendrick Lamar)","The Weeknd",15749,https://open.spotify.com/track/4ofvoCdXq99vpMZO4Cfp8x
6,"Échame La Culpa","Luis Fonsi",15325,https://open.spotify.com/track/1zsG4eaZmkA1dvjDDsAGLK
7,"Water - Single Version","Richie Campbell",15147,https://open.spotify.com/track/58dElABzeDBwfhttWGf6n1
8,IDGAF,"Dua Lipa",14750,https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr
9,"Vai malandra (feat. Tropkillaz & DJ Yuri Martins)",Anitta,14520,https://open.spotify.com/track/6u0EAxf1OJTLS7CvInuNd7
10,Downtown,Anitta,14230,https://open.spotify.com/track/3Ga6eKrUFf12ouh9Yw3v2D
11,"River (feat. Ed Sheeran)",Eminem,13584,https://open.spotify.com/track/5UEnHoDYpsxlfzWLZIc7LD
12,Havana,"Camila Cabello",13564,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W
13,"Finesse (Remix) [feat. Cardi B]","Bruno Mars",12673,https://open.spotify.com/track/3Vo4wInECJQuz9BIBMOu8i
14,Mine,Bazzi,12227,https://open.spotify.com/track/6tHWl8ows5JOZq9Yfaqn3M
15,"Never Be the Same","Camila Cabello",12065,https://open.spotify.com/track/4eWQlBRaTjPPUlzacqEeoQ
16,Silence,Marshmello,12052,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU
17,"Salto Alto",Piruka,11651,https://open.spotify.com/track/3sIXzuNgN9HrC7amkEQWiP
18,"Já Se Passou Tudo",Piruka,11038,https://open.spotify.com/track/2wvtEiHUoRmjrqRfOrY26B
19,"New Rules","Dua Lipa",11027,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
20,"Look Alive (feat. Drake)","BlocBoy JB",11008,https://open.spotify.com/track/4qKcDkK6siZ7Jp1Jb4m0aL
21,"Sick Boy","The Chainsmokers",10826,https://open.spotify.com/track/7jqDzXJS0K0Re8uphYNit0
22,"I Fall Apart","Post Malone",10650,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh
23,FRIENDS,Marshmello,10597,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G
24,"A Vida Toda","Carolina Deslandes",10560,https://open.spotify.com/track/1pc6Ssg5obznItjcqRFWbM
25,"Him & I (with Halsey)",G-Eazy,10505,https://open.spotify.com/track/5k38wzpLb15YgncyWdTZE4
26,Wolves,"Selena Gomez",10450,https://open.spotify.com/track/7EmGUiUaOSGDnUUQUDrOXC
27,"Let Me Go (with Alesso, Florida Georgia Line & watt)","Hailee Steinfeld",9915,https://open.spotify.com/track/5AEtlRudpgdT5FtNiuly6Y
28,"Me Rehúso","Danny Ocean",9801,https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl
29,"I Miss You (feat. Julia Michaels)","Clean Bandit",9662,https://open.spotify.com/track/2xmrfQpmS2iJExTlklLoAL
30,"Ta Tum Tum","MC Kevinho",9573,https://open.spotify.com/track/6etab3UBCo5GOTMZqUvRka
31,"Até Ao Fim",Agir,9530,https://open.spotify.com/track/5PvAlFxlJrW8vjkdfvE6no
32,"Só Vim Dizer Yau",Piruka,9492,https://open.spotify.com/track/3WmKdTY0wtkDRd5mAsAB5i
33,"Love Lies (with Normani)",Khalid,9301,https://open.spotify.com/track/45Egmo7icyopuzJN0oMEdk
34,"XO TOUR Llif3","Lil Uzi Vert",9280,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO
35,Slowly,"Richie Campbell",9154,https://open.spotify.com/track/0jg1Oo5WVBBgF1bWspmD1v
36,Perfect,"Ed Sheeran",8798,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
