,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"God's Plan",Drake,25726,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY
2,"All The Stars (with SZA)","Kendrick Lamar",19620,https://open.spotify.com/track/2Imq77E6CEJR5TPUxlJvTY
3,rockstar,"Post Malone",17461,https://open.spotify.com/track/1OmcAT5Y8eg5bUPv9qJT4R
4,"For You (Fifty Shades Freed) (& Rita Ora)","Liam Payne",16198,https://open.spotify.com/track/5hM6sP0Gh1jD57drszNueC
5,"Water - Single Version","Richie Campbell",15421,https://open.spotify.com/track/58dElABzeDBwfhttWGf6n1
6,Downtown,Anitta,15209,https://open.spotify.com/track/3Ga6eKrUFf12ouh9Yw3v2D
7,"Échame La Culpa","Luis Fonsi",14972,https://open.spotify.com/track/1zsG4eaZmkA1dvjDDsAGLK
8,IDGAF,"Dua Lipa",14619,https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr
9,"Vai malandra (feat. Tropkillaz & DJ Yuri Martins)",Anitta,14568,https://open.spotify.com/track/6u0EAxf1OJTLS7CvInuNd7
10,Havana,"Camila Cabello",14107,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W
11,"River (feat. Ed Sheeran)",Eminem,13995,https://open.spotify.com/track/5UEnHoDYpsxlfzWLZIc7LD
12,"Never Be the Same","Camila Cabello",13085,https://open.spotify.com/track/4eWQlBRaTjPPUlzacqEeoQ
13,"Finesse (Remix) [feat. Cardi B]","Bruno Mars",13082,https://open.spotify.com/track/3Vo4wInECJQuz9BIBMOu8i
14,"Pray For Me (with Kendrick Lamar)","The Weeknd",12910,https://open.spotify.com/track/4ofvoCdXq99vpMZO4Cfp8x
15,Wolves,"Selena Gomez",12361,https://open.spotify.com/track/7EmGUiUaOSGDnUUQUDrOXC
16,Silence,Marshmello,12044,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU
17,"Salto Alto",Piruka,11805,https://open.spotify.com/track/3sIXzuNgN9HrC7amkEQWiP
18,"New Rules","Dua Lipa",11382,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
19,"Him & I (with Halsey)",G-Eazy,11209,https://open.spotify.com/track/5k38wzpLb15YgncyWdTZE4
20,"A Vida Toda","Carolina Deslandes",10882,https://open.spotify.com/track/1pc6Ssg5obznItjcqRFWbM
21,"I Fall Apart","Post Malone",10857,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh
22,"I Miss You (feat. Julia Michaels)","Clean Bandit",10659,https://open.spotify.com/track/2xmrfQpmS2iJExTlklLoAL
23,"Já Se Passou Tudo",Piruka,10542,https://open.spotify.com/track/2wvtEiHUoRmjrqRfOrY26B
