,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Wild Thoughts (feat. Rihanna & Bryson Tiller)","DJ Khaled",19056,https://open.spotify.com/track/1OAh8uOEOvTDqkKFsKksCi
2,Unforgettable,"French Montana",18768,https://open.spotify.com/track/3B54sVLJ402zGa6Xm4YGNe
3,"Mi Gente","J Balvin",18500,https://open.spotify.com/track/2rb5MvYT7ZIxbKW5hfcHx8
4,"2U (feat. Justin Bieber)","David Guetta",16530,https://open.spotify.com/track/3A7qX2QjDlPnazUsRk5y0M
5,"Felices los 4",Maluma,16105,https://open.spotify.com/track/0qYTZCo5Bwh1nsUFGZP3zn
6,Attention,"Charlie Puth",15480,https://open.spotify.com/track/4iLqG9SeJSnt0cSPICSjxv
7,"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)","DJ Khaled",14529,https://open.spotify.com/track/3DXncPQOG4VBw3QHh3S817
8,Mama,"Jonas Blue",14086,https://open.spotify.com/track/0NiXXAI876aGImAd6rTj8w
9,"Shape of You","Ed Sheeran",12611,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
10,"Despacito (Featuring Daddy Yankee)","Luis Fonsi",12192,https://open.spotify.com/track/4aWmUDTfIPGksMNLV2rQP2
11,"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)","Calvin Harris",11512,https://open.spotify.com/track/5bcTCxgc7xVfSaMV3RuVke
12,Congratulations,"Post Malone",11510,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9
13,"There's Nothing Holdin' Me Back","Shawn Mendes",11474,https://open.spotify.com/track/79cuOz3SPQTuFrp8WgftAu
14,"XO TOUR Llif3","Lil Uzi Vert",11415,https://open.spotify.com/track/2eMwDehkIC1j68U6FA3Eiq
15,"Despacito - Remix","Luis Fonsi",11258,https://open.spotify.com/track/5CtI0qwDJkDQGwXD1H1cLb
16,"Swalla (feat. Nicki Minaj & Ty Dolla $ign)","Jason Derulo",11209,https://open.spotify.com/track/6kex4EBAj0WHXDKZMEJaaF
17,"Strip That Down","Liam Payne",10996,https://open.spotify.com/track/6EpRaXYhGOB3fj4V2uDkMJ
18,Thunder,"Imagine Dragons",10658,https://open.spotify.com/track/0tKcYR2II1VCQWT79i5NrW
19,HUMBLE.,"Kendrick Lamar",10336,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS
20,Believer,"Imagine Dragons",9986,https://open.spotify.com/track/0CcQNd8CINkwQfe1RDtGV6
21,"No Promises (feat. Demi Lovato)","Cheat Codes",9796,https://open.spotify.com/track/1louJpMmzEicAn7lzDalPW
22,"Mask Off",Future,9411,https://open.spotify.com/track/3rOSwuTsUlJp0Pu0MkN8r8
23,"There for You","Martin Garrix",9197,https://open.spotify.com/track/6jA8HL9i4QGzsj6fjoxp8Y
24,"Slide (feat. Frank Ocean & Migos)","Calvin Harris",8933,https://open.spotify.com/track/7tr2za8SQg2CI8EDgrdtNl
25,"Know No Better (feat. Travis Scott, Camila Cabello & Quavo)","Major Lazer",8644,https://open.spotify.com/track/3Ytr1SUCUi6J3L9dRFx5iH
