,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"God's Plan",Drake,27850,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY
2,"All The Stars (with SZA)","Kendrick Lamar",21637,https://open.spotify.com/track/2Imq77E6CEJR5TPUxlJvTY
3,rockstar,"Post Malone",18371,https://open.spotify.com/track/1OmcAT5Y8eg5bUPv9qJT4R
4,"Vai malandra (feat. Tropkillaz & DJ Yuri Martins)",Anitta,17395,https://open.spotify.com/track/6u0EAxf1OJTLS7CvInuNd7
5,"Échame La Culpa","Luis Fonsi",17061,https://open.spotify.com/track/1zsG4eaZmkA1dvjDDsAGLK
6,"For You (Fifty Shades Freed) (& Rita Ora)","Liam Payne",16253,https://open.spotify.com/track/5hM6sP0Gh1jD57drszNueC
7,"Water - Single Version","Richie Campbell",15794,https://open.spotify.com/track/58dElABzeDBwfhttWGf6n1
8,Downtown,Anitta,14897,https://open.spotify.com/track/3Ga6eKrUFf12ouh9Yw3v2D
9,Havana,"Camila Cabello",14378,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W
10,IDGAF,"Dua Lipa",14301,https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr
11,"River (feat. Ed Sheeran)",Eminem,13780,https://open.spotify.com/track/5UEnHoDYpsxlfzWLZIc7LD
12,"Pray For Me (with Kendrick Lamar)","The Weeknd",13591,https://open.spotify.com/track/4ofvoCdXq99vpMZO4Cfp8x
13,"Finesse (Remix) [feat. Cardi B]","Bruno Mars",12771,https://open.spotify.com/track/3Vo4wInECJQuz9BIBMOu8i
14,"Salto Alto",Piruka,12684,https://open.spotify.com/track/3sIXzuNgN9HrC7amkEQWiP
15,"Never Be the Same","Camila Cabello",12351,https://open.spotify.com/track/4eWQlBRaTjPPUlzacqEeoQ
16,Silence,Marshmello,11776,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU
17,"Já Se Passou Tudo",Piruka,11757,https://open.spotify.com/track/2wvtEiHUoRmjrqRfOrY26B
18,"Sick Boy","The Chainsmokers",11281,https://open.spotify.com/track/7jqDzXJS0K0Re8uphYNit0
19,"New Rules","Dua Lipa",11226,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
20,"I Fall Apart","Post Malone",11103,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh
21,Wolves,"Selena Gomez",11030,https://open.spotify.com/track/7EmGUiUaOSGDnUUQUDrOXC
22,"A Vida Toda","Carolina Deslandes",10918,https://open.spotify.com/track/1pc6Ssg5obznItjcqRFWbM
23,"Him & I (with Halsey)",G-Eazy,10890,https://open.spotify.com/track/5k38wzpLb15YgncyWdTZE4
24,Mine,Bazzi,10827,https://open.spotify.com/track/6tHWl8ows5JOZq9Yfaqn3M
25,"Só Vim Dizer Yau",Piruka,10695,https://open.spotify.com/track/3WmKdTY0wtkDRd5mAsAB5i
26,"Até Ao Fim",Agir,10566,https://open.spotify.com/track/5PvAlFxlJrW8vjkdfvE6no
27,"Me Rehúso","Danny Ocean",10447,https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl
28,"Let Me Go (with Alesso, Florida Georgia Line & watt)","Hailee Steinfeld",9993,https://open.spotify.com/track/5AEtlRudpgdT5FtNiuly6Y
29,"Look Alive (feat. Drake)","BlocBoy JB",9946,https://open.spotify.com/track/4qKcDkK6siZ7Jp1Jb4m0aL
30,"I Miss You (feat. Julia Michaels)","Clean Bandit",9750,https://open.spotify.com/track/2xmrfQpmS2iJExTlklLoAL
31,"XO TOUR Llif3","Lil Uzi Vert",9650,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO
32,FRIENDS,Marshmello,9626,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G
33,"Ta Tum Tum","MC Kevinho",9558,https://open.spotify.com/track/6etab3UBCo5GOTMZqUvRka
34,"Não Faz Isso",Piruka,9121,https://open.spotify.com/track/0D8wUCg5XGHfWQIEzMmJAl
35,"Shape of You","Ed Sheeran",9119,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
36,"Let You Down",NF,9104,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr
37,Perfect,"Ed Sheeran",9096,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
38,"Say Something","Justin Timberlake",9095,https://open.spotify.com/track/1LhMopPAallLeaeNutqbgS
39,"O Clima",Lhast,8974,https://open.spotify.com/track/2KTw4vRM6mdBzMlVkInvSS
40,"Dusk Till Dawn - Radio Edit",ZAYN,8915,https://open.spotify.com/track/1j4kHkkpqZRBwE0A4CN4Yv
41,"Avião De Papel","Carolina Deslandes",8794,https://open.spotify.com/track/4RPbbUpLuQsbVVqt5O6y0g
42,"Feel It Still","Portugal. The Man",8716,https://open.spotify.com/track/6QgjcU0zLnzq5OrUoSZ3OK
43,Unforgettable,"French Montana",8693,https://open.spotify.com/track/3B54sVLJ402zGa6Xm4YGNe
44,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Rudimental,8642,https://open.spotify.com/track/5CLGzJsGqhCEECcpnFQA8x
45,Thunder,"Imagine Dragons",8615,https://open.spotify.com/track/0tKcYR2II1VCQWT79i5NrW
46,"Capital Letters","Hailee Steinfeld",8598,https://open.spotify.com/track/3towKHKVOXCCcL1fHv6xFO
47,"Too Good At Goodbyes","Sam Smith",8195,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV
48,"The Middle",Zedd,8184,https://open.spotify.com/track/09IStsImFySgyp0pIQdqAc
