,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,SAD!,XXXTENTACION,28102,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
2,"Amor de Verdade","MC Kekel",27629,https://open.spotify.com/track/76KDy62J99FKu6ZsxMJy3j
3,"Jocelyn Flores",XXXTENTACION,21449,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
4,"Better Now","Post Malone",21365,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
5,"One Kiss (with Dua Lipa)","Calvin Harris",20935,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
6,changes,XXXTENTACION,20399,https://open.spotify.com/track/7AFASza1mXqntmGtbxXprO
7,X,"Nicky Jam",19764,https://open.spotify.com/track/39N9RPD9MRb5WmoLzNzPeA
8,"Faz Gostoso",Blaya,19618,https://open.spotify.com/track/35pucCKt28NvIK88gpEEjl
9,Moonlight,XXXTENTACION,19082,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
10,"Lucid Dreams","Juice WRLD",18803,https://open.spotify.com/track/0X8DcetL926BYiPJYstJTc
11,"Girls Like You (feat. Cardi B)","Maroon 5",18502,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
12,"I Like It","Cardi B",16025,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
13,"Mafiosa (feat. Caroliina)",Lartiste,15383,https://open.spotify.com/track/0WxiQqTcK3ZErx2mMWgtm6
14,"Fuck Love (feat. Trippie Redd)",XXXTENTACION,15110,https://open.spotify.com/track/7AQim7LbvFVZJE3O8TYgf2
15,"Back To You","Selena Gomez",14460,https://open.spotify.com/track/514rhnksEwHUh6LxXsQ4Y9
16,"God's Plan",Drake,14223,https://open.spotify.com/track/6T8cJz5lAqGer9GUHGyelE
17,Youngblood,"5 Seconds of Summer",14178,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
18,"Solo (feat. Demi Lovato)","Clean Bandit",12931,https://open.spotify.com/track/6kPJZM97LwdG9QIsT7khp6
19,"Everybody Dies In Their Nightmares",XXXTENTACION,12900,https://open.spotify.com/track/3GVkPk8mqxz0itaAriG1L7
20,FRIENDS,Marshmello,12785,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G
21,"no tears left to cry","Ariana Grande",12645,https://open.spotify.com/track/5SxkdsY1ufZzoq9iXceLw9
22,"Jackie Chan",Tiësto,12292,https://open.spotify.com/track/4kWO6O1BUXcZmaxitpVUwp
23,"Taste (feat. Offset)",Tyga,11915,https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy
24,"lovely (with Khalid)","Billie Eilish",11146,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
25,"1100 Cegonhas - Prod. Here's Jhonny",Dillaz,11107,https://open.spotify.com/track/2z8miBNCvH52PnK5vfeXm8
26,"Psycho (feat. Ty Dolla $ign)","Post Malone",11051,https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C
27,"Te Boté - Remix","Nio Garcia",10996,https://open.spotify.com/track/3V8UKqhEK5zBkBb6d6ub8i
28,"the remedy for a broken heart (why am I so in love)",XXXTENTACION,10795,https://open.spotify.com/track/4UKCKdYiLN6IMA5ZESUTL7
29,"rockstar (feat. 21 Savage)","Post Malone",10032,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
30,"Ta Tum Tum","MC Kevinho",9982,https://open.spotify.com/track/6etab3UBCo5GOTMZqUvRka
31,"Bed (feat. Ariana Grande)","Nicki Minaj",9973,https://open.spotify.com/track/1ZEm9cJC05rawV2tptNfTS
32,"Vai malandra (feat. Tropkillaz & DJ Yuri Martins)",Anitta,9940,https://open.spotify.com/track/6u0EAxf1OJTLS7CvInuNd7
33,"Nice For What",Drake,9938,https://open.spotify.com/track/1cTZMwcBJT0Ka3UJPXOeeN
34,"Só Quer Vrau","MC MM",9865,https://open.spotify.com/track/68uKHxQzoY6gd7YSKJf21J
35,"Din Din Din (Participação especial de MC Pupio e MC Doguinha)",Ludmilla,9864,https://open.spotify.com/track/78Q2gghkt8iLJ7J0Uc4QYb
36,"Ocean (feat. Khalid)","Martin Garrix",9552,https://open.spotify.com/track/3nc420PXjTdBV5TN0gCFkS
37,"All Mine","Kanye West",9225,https://open.spotify.com/track/3qnoOm4fwZPBS116f5hpgF
38,"In My Blood","Shawn Mendes",9060,https://open.spotify.com/track/21YnmkSDhUkmkkni22Svc4
39,Flames,"David Guetta",8635,https://open.spotify.com/track/33IOhptvC2Qoy2UhjiHXLV
40,"Look Alive (feat. Drake)","BlocBoy JB",8554,https://open.spotify.com/track/4qKcDkK6siZ7Jp1Jb4m0aL
41,Downtown,Anitta,8506,https://open.spotify.com/track/3Ga6eKrUFf12ouh9Yw3v2D
42,"Look At Me!",XXXTENTACION,8305,https://open.spotify.com/track/6eYxmK9fdL4hwLnXG2zY3s
43,"Born To Be Yours",Kygo,8007,https://open.spotify.com/track/0kHyKhJMukHEPfeh8s7rdM
44,"Call Out My Name","The Weeknd",7661,https://open.spotify.com/track/1gm616Plq4ScqNi7TVkZ5N
45,Mine,Bazzi,7652,https://open.spotify.com/track/7uzmGiiJyRfuViKKK3lVmR
46,"All Girls Are The Same","Juice WRLD",7390,https://open.spotify.com/track/3H2JThgdBxezwj1wwafQS8
47,"Love Lies (with Normani)",Khalid,7379,https://open.spotify.com/track/45Egmo7icyopuzJN0oMEdk
48,"This Is America","Childish Gambino",7374,https://open.spotify.com/track/0b9oOr2ZgvyQu88wzixux9
49,"Échame La Culpa","Luis Fonsi",7266,https://open.spotify.com/track/1zsG4eaZmkA1dvjDDsAGLK
50,NUMB,XXXTENTACION,7107,https://open.spotify.com/track/01TnVDiet1DFTsyWKUKovl
51,Hope,XXXTENTACION,6697,https://open.spotify.com/track/2ZRo7axmMPeSVUvDbGkJah
52,Nevermind,"Dennis Lloyd",6566,https://open.spotify.com/track/63SevszngYpZOwf63o61K4
53,"Sin Pijama","Becky G",6546,https://open.spotify.com/track/2ijef6ni2amuunRoKTlgww
54,"Youth feat. Khalid","Shawn Mendes",6521,https://open.spotify.com/track/5SwEgzUFDHwpWHKrbnP32Z
55,Barking,Ramz,6183,https://open.spotify.com/track/7amMgNDcObIDkIXv4xcvc2
56,"Start Again (feat. Logic)",OneRepublic,5973,https://open.spotify.com/track/1Nj2oBISdFDSF8eDuXcALz
57,IDGAF,"Dua Lipa",5920,https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr
58,Rise,"Jonas Blue",5805,https://open.spotify.com/track/3u1S1OmAUhx5DRlLrXqyp3
59,Papum,"MC Kevinho",5706,https://open.spotify.com/track/5tNnnptCfuLXLHnDqrL9ku
60,"I'm Upset",Drake,5587,https://open.spotify.com/track/54oMZ3blwWwuPN4wEoG5mk
61,"Romance Com Safadeza","Wesley Safadão",5132,https://open.spotify.com/track/0RBOFW5424gCCCZrgECbt6
62,"Dona Maria","Thiago Brava",5117,https://open.spotify.com/track/0dGqIEsFN3KakdPCMkgjre
63,"Finesse (Remix) [feat. Cardi B]","Bruno Mars",5061,https://open.spotify.com/track/3Vo4wInECJQuz9BIBMOu8i
64,Sober,"Demi Lovato",5054,https://open.spotify.com/track/0STK94RxUulYqWzwFlyAb5
65,Fuleragem,"MC WM",4982,https://open.spotify.com/track/6tuzPD1zPPvwMbGiD0TBay
66,"XO TOUR Llif3","Lil Uzi Vert",4959,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO
67,"New Rules","Dua Lipa",4858,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
68,Havana,"Camila Cabello",4841,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W
