,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,rockstar,"Post Malone",31672,https://open.spotify.com/track/7wGoVu4Dady5GV0Sv4UIsx
2,"Salto Alto",Piruka,21976,https://open.spotify.com/track/3sIXzuNgN9HrC7amkEQWiP
3,Havana,"Camila Cabello",21757,https://open.spotify.com/track/0ofbQMrRDsUaVKq2mGLEAb
4,Wolves,"Selena Gomez",21487,https://open.spotify.com/track/7EmGUiUaOSGDnUUQUDrOXC
5,"New Rules","Dua Lipa",20906,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
6,"Dusk Till Dawn - Radio Edit",ZAYN,20213,https://open.spotify.com/track/1j4kHkkpqZRBwE0A4CN4Yv
7,"Échame La Culpa","Luis Fonsi",19909,https://open.spotify.com/track/1zsG4eaZmkA1dvjDDsAGLK
8,"Não Faz Isso",Piruka,18870,https://open.spotify.com/track/0D8wUCg5XGHfWQIEzMmJAl
9,"Too Good At Goodbyes","Sam Smith",18064,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV
10,"What Lovers Do (feat. SZA)","Maroon 5",17677,https://open.spotify.com/track/3hBBKuWJfxlIlnd9QFoC8k
11,Silence,Marshmello,17496,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU
12,Perfect,"Ed Sheeran",17338,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
13,"Gucci Gang","Lil Pump",17181,https://open.spotify.com/track/43ZyHQITOjhciSUUNPVRHc
14,"Me Rehúso","Danny Ocean",14846,https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl
15,"I Fall Apart","Post Malone",14653,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh
16,Unforgettable,"French Montana",14343,https://open.spotify.com/track/3B54sVLJ402zGa6Xm4YGNe
17,"How Long","Charlie Puth",14155,https://open.spotify.com/track/32DGGj6KlNuBr6WaqRxpxi
18,1-800-273-8255,Logic,14090,https://open.spotify.com/track/5tz69p7tJuGPeMGwNTxYuV
19,"Let You Down",NF,13668,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr
20,Congratulations,"Post Malone",12778,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9
21,"Feel It Still","Portugal. The Man",12766,https://open.spotify.com/track/6QgjcU0zLnzq5OrUoSZ3OK
22,Aleluia,"Wet Bed Gang",12469,https://open.spotify.com/track/3nOdmaNfqskNaYpBGPLDdG
23,"Let Me Go (with Alesso, Florida Georgia Line & watt)","Hailee Steinfeld",12312,https://open.spotify.com/track/5AEtlRudpgdT5FtNiuly6Y
24,"XO TOUR Llif3","Lil Uzi Vert",12013,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO
25,"Lonely Together (feat. Rita Ora)",Avicii,11586,https://open.spotify.com/track/2OALaHcDdKkjYEpAr0Qzab
26,"Felices los 4",Maluma,11366,https://open.spotify.com/track/0qYTZCo5Bwh1nsUFGZP3zn
27,Thunder,"Imagine Dragons",11359,https://open.spotify.com/track/0tKcYR2II1VCQWT79i5NrW
28,"Shape of You","Ed Sheeran",11334,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
29,Stargazing,Kygo,11193,https://open.spotify.com/track/0Zbbxnx4SGGHoIow4PpISP
30,"Friends (with BloodPop®)","Justin Bieber",10798,https://open.spotify.com/track/7nZmah2llfvLDiUjm0kiyz
31,"Reggaetón Lento (Remix)",CNCO,10774,https://open.spotify.com/track/3zoYkqS4y2BsGVShPL2nTE
32,"Jocelyn Flores",XXXTENTACION,10588,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
33,Downtown,Anitta,10558,https://open.spotify.com/track/3Ga6eKrUFf12ouh9Yw3v2D
34,"Mi Gente","J Balvin",10491,https://open.spotify.com/track/2rb5MvYT7ZIxbKW5hfcHx8
35,Attention,"Charlie Puth",10396,https://open.spotify.com/track/4iLqG9SeJSnt0cSPICSjxv
36,"O Clima",Lhast,10394,https://open.spotify.com/track/2KTw4vRM6mdBzMlVkInvSS
