,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Wild Thoughts (feat. Rihanna & Bryson Tiller)","DJ Khaled",25528,https://open.spotify.com/track/1OAh8uOEOvTDqkKFsKksCi
2,"2U (feat. Justin Bieber)","David Guetta",23879,https://open.spotify.com/track/3A7qX2QjDlPnazUsRk5y0M
3,Unforgettable,"French Montana",21552,https://open.spotify.com/track/1F2HXIJrE2Xn81OzT2zZvW
4,"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)","DJ Khaled",21248,https://open.spotify.com/track/3DXncPQOG4VBw3QHh3S817
5,Attention,"Charlie Puth",20731,https://open.spotify.com/track/4iLqG9SeJSnt0cSPICSjxv
6,"Despacito - Remix","Luis Fonsi",17889,https://open.spotify.com/track/5CtI0qwDJkDQGwXD1H1cLb
7,"Shape of You","Ed Sheeran",17474,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
8,"There's Nothing Holdin' Me Back","Shawn Mendes",17274,https://open.spotify.com/track/79cuOz3SPQTuFrp8WgftAu
9,"Despacito (Featuring Daddy Yankee)","Luis Fonsi",16508,https://open.spotify.com/track/4aWmUDTfIPGksMNLV2rQP2
10,Mama,"Jonas Blue",16327,https://open.spotify.com/track/4xlrALxuaCf9yZBHJeTSG6
11,Thunder,"Imagine Dragons",15916,https://open.spotify.com/track/0tKcYR2II1VCQWT79i5NrW
12,"Swalla (feat. Nicki Minaj & Ty Dolla $ign)","Jason Derulo",15588,https://open.spotify.com/track/6kex4EBAj0WHXDKZMEJaaF
13,"XO TOUR Llif3","Lil Uzi Vert",15446,https://open.spotify.com/track/2eMwDehkIC1j68U6FA3Eiq
14,Congratulations,"Post Malone",15443,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9
15,"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)","Calvin Harris",15268,https://open.spotify.com/track/5bcTCxgc7xVfSaMV3RuVke
16,"Strip That Down","Liam Payne",15034,https://open.spotify.com/track/6EpRaXYhGOB3fj4V2uDkMJ
17,"Slide (feat. Frank Ocean & Migos)","Calvin Harris",14863,https://open.spotify.com/track/7tr2za8SQg2CI8EDgrdtNl
18,Believer,"Imagine Dragons",14639,https://open.spotify.com/track/0CcQNd8CINkwQfe1RDtGV6
19,"There for You","Martin Garrix",14300,https://open.spotify.com/track/6jA8HL9i4QGzsj6fjoxp8Y
20,HUMBLE.,"Kendrick Lamar",13991,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS
21,"Symphony (feat. Zara Larsson)","Clean Bandit",13887,https://open.spotify.com/track/1x5sYLZiu9r5E43kMlt9f8
22,"Mi Gente","J Balvin",13677,https://open.spotify.com/track/2rb5MvYT7ZIxbKW5hfcHx8
23,"Something Just Like This","The Chainsmokers",13674,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW
24,"No Promises (feat. Demi Lovato)","Cheat Codes",13450,https://open.spotify.com/track/1louJpMmzEicAn7lzDalPW
25,"Felices los 4",Maluma,13416,https://open.spotify.com/track/0qYTZCo5Bwh1nsUFGZP3zn
26,"Crying in the Club","Camila Cabello",12259,https://open.spotify.com/track/1SJtlNRJDeYHioymcvsqev
27,Signs,Drake,12020,https://open.spotify.com/track/6Na5uKk5SsqZimk0hAWo8y
28,"SUBEME LA RADIO","Enrique Iglesias",11698,https://open.spotify.com/track/7nKBxz47S9SD79N086fuhn
29,"Mask Off",Future,11320,https://open.spotify.com/track/3rOSwuTsUlJp0Pu0MkN8r8
30,"Bad Liar","Selena Gomez",11274,https://open.spotify.com/track/1sCxVKWImDZSZKvG0U9B23
