,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Amar pelos Dois","Salvador Sobral",35545,https://open.spotify.com/track/3UjSOJ00E1eLMcayBm827Q
2,"I'm the One","DJ Khaled",27105,https://open.spotify.com/track/72Q0FQQo32KJloivv5xge2
3,"Despacito - Remix","Luis Fonsi",24478,https://open.spotify.com/track/5CtI0qwDJkDQGwXD1H1cLb
4,"Shape of You","Ed Sheeran",23865,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
5,"Despacito (Featuring Daddy Yankee)","Luis Fonsi",22615,https://open.spotify.com/track/4aWmUDTfIPGksMNLV2rQP2
6,HUMBLE.,"Kendrick Lamar",22154,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS
7,"Swalla (feat. Nicki Minaj & Ty Dolla $ign)","Jason Derulo",21539,https://open.spotify.com/track/6kex4EBAj0WHXDKZMEJaaF
8,"There's Nothing Holdin' Me Back","Shawn Mendes",19897,https://open.spotify.com/track/79cuOz3SPQTuFrp8WgftAu
9,Attention,"Charlie Puth",19701,https://open.spotify.com/track/4iLqG9SeJSnt0cSPICSjxv
10,"Stay (with Alessia Cara)",Zedd,18330,https://open.spotify.com/track/0dA2Mk56wEzDgegdC6R17g
11,"It Ain't Me (with Selena Gomez)",Kygo,17943,https://open.spotify.com/track/3eR23VReFzcdmS7TYCrhCe
12,"Bad Liar","Selena Gomez",17237,https://open.spotify.com/track/1sCxVKWImDZSZKvG0U9B23
13,"Sign of the Times","Harry Styles",16650,https://open.spotify.com/track/5Ohxk2dO5COHF1krpoPigN
14,"Symphony (feat. Zara Larsson)","Clean Bandit",16133,https://open.spotify.com/track/1x5sYLZiu9r5E43kMlt9f8
15,"Something Just Like This","The Chainsmokers",15908,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW
16,"Scared to Be Lonely","Martin Garrix",15611,https://open.spotify.com/track/3ebXMykcMXOcLeJ9xZ17XH
17,"Mask Off",Future,15449,https://open.spotify.com/track/3rOSwuTsUlJp0Pu0MkN8r8
18,"No Promises (feat. Demi Lovato)","Cheat Codes",15184,https://open.spotify.com/track/1louJpMmzEicAn7lzDalPW
