,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,rockstar,"Post Malone",24854,https://open.spotify.com/track/7wGoVu4Dady5GV0Sv4UIsx
2,"Échame La Culpa","Luis Fonsi",24772,https://open.spotify.com/track/1zsG4eaZmkA1dvjDDsAGLK
3,Havana,"Camila Cabello",23664,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W
4,"Vai malandra (feat. Tropkillaz & DJ Yuri Martins)",Anitta,21760,https://open.spotify.com/track/6u0EAxf1OJTLS7CvInuNd7
5,Downtown,Anitta,18495,https://open.spotify.com/track/3Ga6eKrUFf12ouh9Yw3v2D
6,"Never Be the Same","Camila Cabello",18297,https://open.spotify.com/track/4eWQlBRaTjPPUlzacqEeoQ
7,"Só Vim Dizer Yau",Piruka,17830,https://open.spotify.com/track/3WmKdTY0wtkDRd5mAsAB5i
8,"River (feat. Ed Sheeran)",Eminem,17716,https://open.spotify.com/track/5UEnHoDYpsxlfzWLZIc7LD
9,Wolves,"Selena Gomez",17126,https://open.spotify.com/track/7EmGUiUaOSGDnUUQUDrOXC
10,"Water - Single Version","Richie Campbell",17017,https://open.spotify.com/track/58dElABzeDBwfhttWGf6n1
11,"Finesse (Remix) [feat. Cardi B]","Bruno Mars",16739,https://open.spotify.com/track/3Vo4wInECJQuz9BIBMOu8i
12,"Him & I (with Halsey)",G-Eazy,16681,https://open.spotify.com/track/5k38wzpLb15YgncyWdTZE4
13,"New Rules","Dua Lipa",16174,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
14,Silence,Marshmello,15630,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU
15,"Salto Alto",Piruka,15309,https://open.spotify.com/track/3sIXzuNgN9HrC7amkEQWiP
16,"Me Rehúso","Danny Ocean",13930,https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl
17,"Perfect Duet (Ed Sheeran & Beyoncé)","Ed Sheeran",13852,https://open.spotify.com/track/1bhUWB0zJMIKr9yVPrkEuI
18,"Dusk Till Dawn - Radio Edit",ZAYN,13752,https://open.spotify.com/track/1j4kHkkpqZRBwE0A4CN4Yv
19,"A Vida Toda","Carolina Deslandes",13736,https://open.spotify.com/track/1pc6Ssg5obznItjcqRFWbM
20,"I Fall Apart","Post Malone",13543,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh
21,IDGAF,"Dua Lipa",13268,https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr
22,"Let Me Go (with Alesso, Florida Georgia Line & watt)","Hailee Steinfeld",13097,https://open.spotify.com/track/5AEtlRudpgdT5FtNiuly6Y
23,"All The Stars (with SZA)","Kendrick Lamar",13031,https://open.spotify.com/track/12SJpYZEdj4kzWZ8FPFg4Y
24,"Let You Down",NF,12944,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr
25,"Não Faz Isso",Piruka,12532,https://open.spotify.com/track/0D8wUCg5XGHfWQIEzMmJAl
26,Perfect,"Ed Sheeran",12448,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
27,"Shape of You","Ed Sheeran",12093,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
28,"Feel It Still","Portugal. The Man",11942,https://open.spotify.com/track/6QgjcU0zLnzq5OrUoSZ3OK
29,"Too Good At Goodbyes","Sam Smith",11792,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV
30,"XO TOUR Llif3","Lil Uzi Vert",11752,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO
31,"O Clima",Lhast,11541,https://open.spotify.com/track/2KTw4vRM6mdBzMlVkInvSS
32,"I Miss You (feat. Julia Michaels)","Clean Bandit",11456,https://open.spotify.com/track/2xmrfQpmS2iJExTlklLoAL
33,"Gucci Gang","Lil Pump",11018,https://open.spotify.com/track/43ZyHQITOjhciSUUNPVRHc
34,Thunder,"Imagine Dragons",10940,https://open.spotify.com/track/0tKcYR2II1VCQWT79i5NrW
35,"What Lovers Do (feat. SZA)","Maroon 5",10930,https://open.spotify.com/track/3hBBKuWJfxlIlnd9QFoC8k
36,Unforgettable,"French Montana",10865,https://open.spotify.com/track/3B54sVLJ402zGa6Xm4YGNe
37,Congratulations,"Post Malone",10772,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9
