,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"God's Plan",Drake,24291,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY
2,"Faz Gostoso",Blaya,19232,https://open.spotify.com/track/35pucCKt28NvIK88gpEEjl
3,X,"Nicky Jam",18606,https://open.spotify.com/track/39N9RPD9MRb5WmoLzNzPeA
4,"Call Out My Name","The Weeknd",18021,https://open.spotify.com/track/1gm616Plq4ScqNi7TVkZ5N
5,"Psycho (feat. Ty Dolla $ign)","Post Malone",16590,https://open.spotify.com/track/65NwOZqoXny4JxqAPlfxRF
6,FRIENDS,Marshmello,16311,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G
7,rockstar,"Post Malone",13683,https://open.spotify.com/track/2U7Hu2RaNQNRi7izoJyZaX
8,SAD!,XXXTENTACION,13663,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
9,"All The Stars (with SZA)","Kendrick Lamar",13389,https://open.spotify.com/track/3GCdLUSnKSMJhs4Tj6CV3s
10,"Love Lies (with Normani)",Khalid,13385,https://open.spotify.com/track/45Egmo7icyopuzJN0oMEdk
11,IDGAF,"Dua Lipa",12759,https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr
12,Mine,Bazzi,11922,https://open.spotify.com/track/6tHWl8ows5JOZq9Yfaqn3M
13,"Ta Tum Tum","MC Kevinho",11699,https://open.spotify.com/track/6etab3UBCo5GOTMZqUvRka
14,"Look Alive (feat. Drake)","BlocBoy JB",11412,https://open.spotify.com/track/4qKcDkK6siZ7Jp1Jb4m0aL
15,Downtown,Anitta,11047,https://open.spotify.com/track/3Ga6eKrUFf12ouh9Yw3v2D
16,"Échame La Culpa","Luis Fonsi",11022,https://open.spotify.com/track/1zsG4eaZmkA1dvjDDsAGLK
17,"In My Blood","Shawn Mendes",10817,https://open.spotify.com/track/79jX8RM5CgPqDKdGEKNW9K
18,"Vai malandra (feat. Tropkillaz & DJ Yuri Martins)",Anitta,10551,https://open.spotify.com/track/6u0EAxf1OJTLS7CvInuNd7
19,"Wasted Times","The Weeknd",10300,https://open.spotify.com/track/72TyiiduRmczEbDIEtKQdR
20,Havana,"Camila Cabello",10142,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W
21,"Try Me","The Weeknd",10102,https://open.spotify.com/track/2poOAWEj1CStqTVPgIHZ8s
22,"Amor de Verdade","MC Kekel",10092,https://open.spotify.com/track/76KDy62J99FKu6ZsxMJy3j
23,"The Middle",Zedd,9928,https://open.spotify.com/track/2ARqIya5NAuvFVHSN3bL0m
24,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Rudimental,9843,https://open.spotify.com/track/5CLGzJsGqhCEECcpnFQA8x
25,"Water - Single Version","Richie Campbell",9616,https://open.spotify.com/track/58dElABzeDBwfhttWGf6n1
26,"New Rules","Dua Lipa",8887,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
27,"Freaky Friday (feat. Chris Brown)","Lil Dicky",8872,https://open.spotify.com/track/10Igtw8bSDyyFs7KIsKngZ
28,"Chaminé (Zara G)","Wet Bed Gang",8843,https://open.spotify.com/track/53kn2KqWSG9neh5H3YQqxt
29,Dura,"Daddy Yankee",8577,https://open.spotify.com/track/2j2fIJGh4PMdXt9ULI5Tlc
30,"Pray For Me (with Kendrick Lamar)","The Weeknd",8531,https://open.spotify.com/track/4ofvoCdXq99vpMZO4Cfp8x
31,"For You (Fifty Shades Freed) (& Rita Ora)","Liam Payne",8257,https://open.spotify.com/track/5hM6sP0Gh1jD57drszNueC
32,"Say Something","Justin Timberlake",8238,https://open.spotify.com/track/1LhMopPAallLeaeNutqbgS
33,"Never Be the Same","Camila Cabello",8133,https://open.spotify.com/track/4eWQlBRaTjPPUlzacqEeoQ
34,"Salto Alto",Piruka,7928,https://open.spotify.com/track/3sIXzuNgN9HrC7amkEQWiP
35,"Nice For What",Drake,7917,https://open.spotify.com/track/1cTZMwcBJT0Ka3UJPXOeeN
36,Silence,Marshmello,7834,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU
37,"Me Rehúso","Danny Ocean",7815,https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl
38,Everyday,Logic,7668,https://open.spotify.com/track/4EAV2cKiqKP5UPZmY6dejk
39,Wolves,"Selena Gomez",7596,https://open.spotify.com/track/7EmGUiUaOSGDnUUQUDrOXC
40,"Shape of You","Ed Sheeran",7517,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
41,"Já Se Passou Tudo",Piruka,7327,https://open.spotify.com/track/2wvtEiHUoRmjrqRfOrY26B
42,"I Fall Apart","Post Malone",7233,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh
43,"XO TOUR Llif3","Lil Uzi Vert",7160,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO
44,"A Vida Toda","Carolina Deslandes",7049,https://open.spotify.com/track/1pc6Ssg5obznItjcqRFWbM
45,"I Was Never There","The Weeknd",7041,https://open.spotify.com/track/56d6kYZhfhzpoC3s1dRU2V
46,Unforgettable,"French Montana",7038,https://open.spotify.com/track/3B54sVLJ402zGa6Xm4YGNe
47,Moonlight,XXXTENTACION,7016,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
48,"Hurt You","The Weeknd",6820,https://open.spotify.com/track/13wNEvWmBsWaWVtiLPRIW5
49,"River (feat. Ed Sheeran)",Eminem,6774,https://open.spotify.com/track/5UEnHoDYpsxlfzWLZIc7LD
50,"Lost In Japan","Shawn Mendes",6436,https://open.spotify.com/track/7wvYmO5QscgIDDT0eNwbYX
51,"Walk It Talk It",Migos,6243,https://open.spotify.com/track/6n4U3TlzUGhdSFbUUhTvLP
52,Barking,Ramz,5986,https://open.spotify.com/track/7amMgNDcObIDkIXv4xcvc2
53,changes,XXXTENTACION,5724,https://open.spotify.com/track/7AFASza1mXqntmGtbxXprO
54,Privilege,"The Weeknd",5410,https://open.spotify.com/track/26Fqtv4Aa7kyd1WWGHai6A
55,"One Kiss (with Dua Lipa)","Calvin Harris",4978,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
