,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"God's Plan",Drake,37133,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY
2,"All The Stars (with SZA)","Kendrick Lamar",22760,https://open.spotify.com/track/3GCdLUSnKSMJhs4Tj6CV3s
3,"Psycho (feat. Ty Dolla $ign)","Post Malone",19151,https://open.spotify.com/track/65NwOZqoXny4JxqAPlfxRF
4,FRIENDS,Marshmello,18561,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G
5,IDGAF,"Dua Lipa",18323,https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr
6,"For You (Fifty Shades Freed) (& Rita Ora)","Liam Payne",18299,https://open.spotify.com/track/5hM6sP0Gh1jD57drszNueC
7,rockstar,"Post Malone",17953,https://open.spotify.com/track/2U7Hu2RaNQNRi7izoJyZaX
8,"Pray For Me (with Kendrick Lamar)","The Weeknd",15782,https://open.spotify.com/track/4ofvoCdXq99vpMZO4Cfp8x
9,"Échame La Culpa","Luis Fonsi",15544,https://open.spotify.com/track/1zsG4eaZmkA1dvjDDsAGLK
10,"Love Lies (with Normani)",Khalid,15460,https://open.spotify.com/track/45Egmo7icyopuzJN0oMEdk
11,Mine,Bazzi,15423,https://open.spotify.com/track/6tHWl8ows5JOZq9Yfaqn3M
12,Downtown,Anitta,15131,https://open.spotify.com/track/3Ga6eKrUFf12ouh9Yw3v2D
13,"Water - Single Version","Richie Campbell",14924,https://open.spotify.com/track/58dElABzeDBwfhttWGf6n1
14,"Look Alive (feat. Drake)","BlocBoy JB",14637,https://open.spotify.com/track/4qKcDkK6siZ7Jp1Jb4m0aL
15,"Vai malandra (feat. Tropkillaz & DJ Yuri Martins)",Anitta,14285,https://open.spotify.com/track/6u0EAxf1OJTLS7CvInuNd7
16,Havana,"Camila Cabello",13770,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W
17,"River (feat. Ed Sheeran)",Eminem,13629,https://open.spotify.com/track/5UEnHoDYpsxlfzWLZIc7LD
18,"Já Se Passou Tudo",Piruka,13176,https://open.spotify.com/track/2wvtEiHUoRmjrqRfOrY26B
19,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Rudimental,13001,https://open.spotify.com/track/5CLGzJsGqhCEECcpnFQA8x
20,"Finesse (Remix) [feat. Cardi B]","Bruno Mars",12959,https://open.spotify.com/track/3Vo4wInECJQuz9BIBMOu8i
21,Silence,Marshmello,12587,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU
22,"The Middle",Zedd,12556,https://open.spotify.com/track/2ARqIya5NAuvFVHSN3bL0m
23,"I Fall Apart","Post Malone",12412,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh
24,"Salto Alto",Piruka,12302,https://open.spotify.com/track/3sIXzuNgN9HrC7amkEQWiP
25,"Never Be the Same","Camila Cabello",12300,https://open.spotify.com/track/4eWQlBRaTjPPUlzacqEeoQ
26,"New Rules","Dua Lipa",12026,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
27,"Ta Tum Tum","MC Kevinho",11852,https://open.spotify.com/track/6etab3UBCo5GOTMZqUvRka
28,"Sick Boy","The Chainsmokers",11455,https://open.spotify.com/track/2IKZkwHI5zsZf70STuhvOX
29,Wolves,"Selena Gomez",11163,https://open.spotify.com/track/7EmGUiUaOSGDnUUQUDrOXC
30,"Capital Letters","Hailee Steinfeld",11133,https://open.spotify.com/track/3towKHKVOXCCcL1fHv6xFO
