,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,rockstar,"Post Malone",35950,https://open.spotify.com/track/7wGoVu4Dady5GV0Sv4UIsx
2,Havana,"Camila Cabello",30552,https://open.spotify.com/track/0ofbQMrRDsUaVKq2mGLEAb
3,"New Rules","Dua Lipa",25329,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
4,"Dusk Till Dawn - Radio Edit",ZAYN,24967,https://open.spotify.com/track/1j4kHkkpqZRBwE0A4CN4Yv
5,"Too Good At Goodbyes","Sam Smith",23698,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV
6,Silence,Marshmello,20090,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU
7,"What Lovers Do (feat. SZA)","Maroon 5",20067,https://open.spotify.com/track/4nYsmWkuTaowTMy4gskmBw
8,1-800-273-8255,Logic,19053,https://open.spotify.com/track/5tz69p7tJuGPeMGwNTxYuV
9,"Salto Alto",Piruka,18757,https://open.spotify.com/track/3sIXzuNgN9HrC7amkEQWiP
10,Unforgettable,"French Montana",18220,https://open.spotify.com/track/3B54sVLJ402zGa6Xm4YGNe
11,"Gucci Gang","Lil Pump",18189,https://open.spotify.com/track/43ZyHQITOjhciSUUNPVRHc
12,"Não Faz Isso",Piruka,16804,https://open.spotify.com/track/0D8wUCg5XGHfWQIEzMmJAl
13,"Feel It Still","Portugal. The Man",16694,https://open.spotify.com/track/6QgjcU0zLnzq5OrUoSZ3OK
14,"Me Rehúso","Danny Ocean",16674,https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl
15,Wolves,"Selena Gomez",15679,https://open.spotify.com/track/7EmGUiUaOSGDnUUQUDrOXC
16,"I Fall Apart","Post Malone",15618,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh
17,"Jocelyn Flores",XXXTENTACION,15586,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
18,Congratulations,"Post Malone",15485,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9
19,"Mi Gente","J Balvin",14972,https://open.spotify.com/track/2rb5MvYT7ZIxbKW5hfcHx8
20,"XO TOUR Llif3","Lil Uzi Vert",14754,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO
21,Aleluia,"Wet Bed Gang",14694,https://open.spotify.com/track/3nOdmaNfqskNaYpBGPLDdG
22,"Let You Down",NF,14682,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr
23,"Esfrega Esfrega","Deejay Telio",14193,https://open.spotify.com/track/3029IUQQ26whiZDLqUMWLC
24,"Friends (with BloodPop®)","Justin Bieber",14044,https://open.spotify.com/track/7nZmah2llfvLDiUjm0kiyz
25,Thunder,"Imagine Dragons",13595,https://open.spotify.com/track/0tKcYR2II1VCQWT79i5NrW
26,"Felices los 4",Maluma,13559,https://open.spotify.com/track/0qYTZCo5Bwh1nsUFGZP3zn
27,Perfect,"Ed Sheeran",13454,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
28,"Sorry Not Sorry","Demi Lovato",13382,https://open.spotify.com/track/3m660poUr1chesgkkjQM7P
29,"What About Us",P!nk,13330,https://open.spotify.com/track/0Qh38w01QRXK6KHIv0e3hb
30,"Sua cara (feat. Anitta & Pabllo Vittar)","Major Lazer",13031,https://open.spotify.com/track/3ibRxEv4KkcU9e259eyNJA
31,"Não Sinto","Wet Bed Gang",12419,https://open.spotify.com/track/0W6ZrhDZMhWI12rSMQzJb4
32,Attention,"Charlie Puth",12395,https://open.spotify.com/track/4iLqG9SeJSnt0cSPICSjxv
33,"Reggaetón Lento (Remix)",CNCO,12082,https://open.spotify.com/track/3zoYkqS4y2BsGVShPL2nTE
34,Stargazing,Kygo,12054,https://open.spotify.com/track/0Zbbxnx4SGGHoIow4PpISP
35,"Shape of You","Ed Sheeran",11891,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
36,"Glorious (feat. Skylar Grey)",Macklemore,10868,https://open.spotify.com/track/0CokSRCu5hZgPxcZBaEzVE
37,HUMBLE.,"Kendrick Lamar",10287,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS
38,"More Than You Know","Axwell /\ Ingrosso",10189,https://open.spotify.com/track/3PEgB3fkiojxms35ntsTgs
39,"Lonely Together (feat. Rita Ora)",Avicii,10189,https://open.spotify.com/track/2OALaHcDdKkjYEpAr0Qzab
40,"Bank Account","21 Savage",10075,https://open.spotify.com/track/2fQrGHiQOvpL9UgPvtYy6G
41,"Young Dumb & Broke",Khalid,10031,https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY
42,"How Long","Charlie Puth",10020,https://open.spotify.com/track/32DGGj6KlNuBr6WaqRxpxi
