,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,rockstar,"Post Malone",32506,https://open.spotify.com/track/7wGoVu4Dady5GV0Sv4UIsx
2,Havana,"Camila Cabello",27690,https://open.spotify.com/track/0ofbQMrRDsUaVKq2mGLEAb
3,"New Rules","Dua Lipa",24267,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
4,"Dusk Till Dawn - Radio Edit",ZAYN,22281,https://open.spotify.com/track/1j4kHkkpqZRBwE0A4CN4Yv
5,"What Lovers Do (feat. SZA)","Maroon 5",17879,https://open.spotify.com/track/4mxWSdf71VFO52qFeY0fZt
6,Silence,Marshmello,17667,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU
7,"Feel It Still","Portugal. The Man",16922,https://open.spotify.com/track/6QgjcU0zLnzq5OrUoSZ3OK
8,1-800-273-8255,Logic,16739,https://open.spotify.com/track/5tz69p7tJuGPeMGwNTxYuV
9,Wolves,"Selena Gomez",16617,https://open.spotify.com/track/7EmGUiUaOSGDnUUQUDrOXC
10,Unforgettable,"French Montana",16404,https://open.spotify.com/track/3B54sVLJ402zGa6Xm4YGNe
11,"Me Rehúso","Danny Ocean",16223,https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl
12,"Too Good At Goodbyes - Edit","Sam Smith",15934,https://open.spotify.com/track/0mel2N9Ws9r4yLQn5QE21Y
13,"Gucci Gang","Lil Pump",15858,https://open.spotify.com/track/43ZyHQITOjhciSUUNPVRHc
14,"Mi Gente","J Balvin",14427,https://open.spotify.com/track/2rb5MvYT7ZIxbKW5hfcHx8
15,"Friends (with BloodPop®)","Justin Bieber",14057,https://open.spotify.com/track/7nZmah2llfvLDiUjm0kiyz
16,"Let You Down",NF,13652,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr
17,"I Fall Apart","Post Malone",13423,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh
18,Congratulations,"Post Malone",13327,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9
19,"Jocelyn Flores",XXXTENTACION,13208,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
20,"Felices los 4",Maluma,13129,https://open.spotify.com/track/0qYTZCo5Bwh1nsUFGZP3zn
21,"Não Faz Isso",Piruka,12932,https://open.spotify.com/track/0D8wUCg5XGHfWQIEzMmJAl
22,"XO TOUR Llif3","Lil Uzi Vert",12911,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO
23,"Esfrega Esfrega","Deejay Telio",12865,https://open.spotify.com/track/3029IUQQ26whiZDLqUMWLC
24,"Sorry Not Sorry","Demi Lovato",12860,https://open.spotify.com/track/3m660poUr1chesgkkjQM7P
25,"What About Us",P!nk,12650,https://open.spotify.com/track/0Qh38w01QRXK6KHIv0e3hb
26,Thunder,"Imagine Dragons",12454,https://open.spotify.com/track/0tKcYR2II1VCQWT79i5NrW
27,Aleluia,"Wet Bed Gang",12442,https://open.spotify.com/track/3nOdmaNfqskNaYpBGPLDdG
28,"Sua cara (feat. Anitta & Pabllo Vittar)","Major Lazer",12321,https://open.spotify.com/track/3ibRxEv4KkcU9e259eyNJA
29,Perfect,"Ed Sheeran",12056,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
30,"Salto Alto",Piruka,11854,https://open.spotify.com/track/3sIXzuNgN9HrC7amkEQWiP
31,Stargazing,Kygo,11826,https://open.spotify.com/track/0Zbbxnx4SGGHoIow4PpISP
32,"Reggaetón Lento (Remix)",CNCO,11238,https://open.spotify.com/track/3zoYkqS4y2BsGVShPL2nTE
33,"Shape of You","Ed Sheeran",11203,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
34,"Não Sinto","Wet Bed Gang",11102,https://open.spotify.com/track/0W6ZrhDZMhWI12rSMQzJb4
35,Attention,"Charlie Puth",11087,https://open.spotify.com/track/4iLqG9SeJSnt0cSPICSjxv
36,"Glorious (feat. Skylar Grey)",Macklemore,11080,https://open.spotify.com/track/0CokSRCu5hZgPxcZBaEzVE
37,"Mi Gente (feat. Beyoncé)","J Balvin",10072,https://open.spotify.com/track/7fwXWKdDNI5IutOMc5OKYw
38,"How Long","Charlie Puth",10059,https://open.spotify.com/track/32DGGj6KlNuBr6WaqRxpxi
39,"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)","Calvin Harris",10055,https://open.spotify.com/track/5bcTCxgc7xVfSaMV3RuVke
40,"More Than You Know","Axwell /\ Ingrosso",10030,https://open.spotify.com/track/3PEgB3fkiojxms35ntsTgs
41,"Young Dumb & Broke",Khalid,9896,https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY
42,"A Different Way (with Lauv)","DJ Snake",9708,https://open.spotify.com/track/0Wv5wuenRLI3BcwgT3HPIP
43,"Lonely Together (feat. Rita Ora)",Avicii,9639,https://open.spotify.com/track/2OALaHcDdKkjYEpAr0Qzab
44,HUMBLE.,"Kendrick Lamar",9582,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS
45,"Bank Account","21 Savage",9293,https://open.spotify.com/track/2fQrGHiQOvpL9UgPvtYy6G
46,Cheguei,Ludmilla,9269,https://open.spotify.com/track/6cbZb9mVAc5s8HtwklLoI0
47,"Wild Thoughts (feat. Rihanna & Bryson Tiller)","DJ Khaled",9000,https://open.spotify.com/track/1OAh8uOEOvTDqkKFsKksCi
48,"Too Much To Ask","Niall Horan",8884,https://open.spotify.com/track/4v094LQ9eF10k2O2Te2ngK
49,Mama,"Jonas Blue",8517,https://open.spotify.com/track/0NiXXAI876aGImAd6rTj8w
50,"2U (feat. Justin Bieber)","David Guetta",8228,https://open.spotify.com/track/3A7qX2QjDlPnazUsRk5y0M
51,"There's Nothing Holdin' Me Back","Shawn Mendes",7771,https://open.spotify.com/track/79cuOz3SPQTuFrp8WgftAu
52,"Trevo (Tu)",ANAVITÓRIA,7683,https://open.spotify.com/track/0o21KBZdbK4M0iY3mBwVmm
