,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"God's Plan",Drake,24846,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY
2,X,"Nicky Jam",20655,https://open.spotify.com/track/39N9RPD9MRb5WmoLzNzPeA
3,FRIENDS,Marshmello,18860,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G
4,"Call Out My Name","The Weeknd",18587,https://open.spotify.com/track/1gm616Plq4ScqNi7TVkZ5N
5,"Faz Gostoso",Blaya,18050,https://open.spotify.com/track/35pucCKt28NvIK88gpEEjl
6,"Psycho (feat. Ty Dolla $ign)","Post Malone",17388,https://open.spotify.com/track/65NwOZqoXny4JxqAPlfxRF
7,"All The Stars (with SZA)","Kendrick Lamar",15561,https://open.spotify.com/track/3GCdLUSnKSMJhs4Tj6CV3s
8,"Love Lies (with Normani)",Khalid,14745,https://open.spotify.com/track/45Egmo7icyopuzJN0oMEdk
9,rockstar,"Post Malone",13935,https://open.spotify.com/track/2U7Hu2RaNQNRi7izoJyZaX
10,IDGAF,"Dua Lipa",13723,https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr
11,SAD!,XXXTENTACION,13504,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
12,Mine,Bazzi,12348,https://open.spotify.com/track/6tHWl8ows5JOZq9Yfaqn3M
13,"Look Alive (feat. Drake)","BlocBoy JB",12220,https://open.spotify.com/track/4qKcDkK6siZ7Jp1Jb4m0aL
14,"Échame La Culpa","Luis Fonsi",12186,https://open.spotify.com/track/1zsG4eaZmkA1dvjDDsAGLK
15,"In My Blood","Shawn Mendes",11798,https://open.spotify.com/track/79jX8RM5CgPqDKdGEKNW9K
16,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Rudimental,11569,https://open.spotify.com/track/5CLGzJsGqhCEECcpnFQA8x
17,"Ta Tum Tum","MC Kevinho",11543,https://open.spotify.com/track/6etab3UBCo5GOTMZqUvRka
18,Downtown,Anitta,11146,https://open.spotify.com/track/3Ga6eKrUFf12ouh9Yw3v2D
19,"Wasted Times","The Weeknd",10856,https://open.spotify.com/track/72TyiiduRmczEbDIEtKQdR
20,"Say Something","Justin Timberlake",10799,https://open.spotify.com/track/1LhMopPAallLeaeNutqbgS
21,"The Middle",Zedd,10763,https://open.spotify.com/track/2ARqIya5NAuvFVHSN3bL0m
22,Havana,"Camila Cabello",10490,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W
23,"Vai malandra (feat. Tropkillaz & DJ Yuri Martins)",Anitta,10467,https://open.spotify.com/track/6u0EAxf1OJTLS7CvInuNd7
24,"Water - Single Version","Richie Campbell",10285,https://open.spotify.com/track/58dElABzeDBwfhttWGf6n1
25,"Freaky Friday (feat. Chris Brown)","Lil Dicky",10092,https://open.spotify.com/track/10Igtw8bSDyyFs7KIsKngZ
26,"Amor de Verdade","MC Kekel",9970,https://open.spotify.com/track/76KDy62J99FKu6ZsxMJy3j
27,"Try Me","The Weeknd",9613,https://open.spotify.com/track/2poOAWEj1CStqTVPgIHZ8s
28,"New Rules","Dua Lipa",9548,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
29,"Pray For Me (with Kendrick Lamar)","The Weeknd",9522,https://open.spotify.com/track/4ofvoCdXq99vpMZO4Cfp8x
30,"Chaminé (Zara G)","Wet Bed Gang",9332,https://open.spotify.com/track/53kn2KqWSG9neh5H3YQqxt
31,"For You (Fifty Shades Freed) (& Rita Ora)","Liam Payne",9289,https://open.spotify.com/track/5hM6sP0Gh1jD57drszNueC
32,"Never Be the Same","Camila Cabello",9051,https://open.spotify.com/track/4eWQlBRaTjPPUlzacqEeoQ
33,Dura,"Daddy Yankee",8744,https://open.spotify.com/track/2j2fIJGh4PMdXt9ULI5Tlc
34,"Salto Alto",Piruka,8711,https://open.spotify.com/track/3sIXzuNgN9HrC7amkEQWiP
