,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,rockstar,"Post Malone",33669,https://open.spotify.com/track/7wGoVu4Dady5GV0Sv4UIsx
2,Havana,"Camila Cabello",28198,https://open.spotify.com/track/0ofbQMrRDsUaVKq2mGLEAb
3,"New Rules","Dua Lipa",23676,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
4,"Dusk Till Dawn - Radio Edit",ZAYN,23348,https://open.spotify.com/track/1j4kHkkpqZRBwE0A4CN4Yv
5,"Too Good At Goodbyes","Sam Smith",22952,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV
6,"What Lovers Do (feat. SZA)","Maroon 5",20207,https://open.spotify.com/track/3hBBKuWJfxlIlnd9QFoC8k
7,Silence,Marshmello,19212,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU
8,"Salto Alto",Piruka,18688,https://open.spotify.com/track/3sIXzuNgN9HrC7amkEQWiP
9,"Gucci Gang","Lil Pump",17793,https://open.spotify.com/track/43ZyHQITOjhciSUUNPVRHc
10,1-800-273-8255,Logic,17705,https://open.spotify.com/track/5tz69p7tJuGPeMGwNTxYuV
11,"Feel It Still","Portugal. The Man",16889,https://open.spotify.com/track/6QgjcU0zLnzq5OrUoSZ3OK
12,Unforgettable,"French Montana",16850,https://open.spotify.com/track/3B54sVLJ402zGa6Xm4YGNe
13,"Não Faz Isso",Piruka,16150,https://open.spotify.com/track/0D8wUCg5XGHfWQIEzMmJAl
14,"Me Rehúso","Danny Ocean",15616,https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl
15,Wolves,"Selena Gomez",15511,https://open.spotify.com/track/7EmGUiUaOSGDnUUQUDrOXC
16,"Let You Down",NF,15287,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr
17,"I Fall Apart","Post Malone",14974,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh
18,Perfect,"Ed Sheeran",14275,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
19,"Jocelyn Flores",XXXTENTACION,14093,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
20,Congratulations,"Post Malone",13985,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9
21,"Mi Gente","J Balvin",13517,https://open.spotify.com/track/2rb5MvYT7ZIxbKW5hfcHx8
22,"What About Us",P!nk,13435,https://open.spotify.com/track/0Qh38w01QRXK6KHIv0e3hb
23,Aleluia,"Wet Bed Gang",13400,https://open.spotify.com/track/3nOdmaNfqskNaYpBGPLDdG
24,"XO TOUR Llif3","Lil Uzi Vert",13360,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO
25,Stargazing,Kygo,12770,https://open.spotify.com/track/0Zbbxnx4SGGHoIow4PpISP
26,Thunder,"Imagine Dragons",12736,https://open.spotify.com/track/0tKcYR2II1VCQWT79i5NrW
27,"Sorry Not Sorry","Demi Lovato",12652,https://open.spotify.com/track/3m660poUr1chesgkkjQM7P
28,"Felices los 4",Maluma,12596,https://open.spotify.com/track/0qYTZCo5Bwh1nsUFGZP3zn
29,"Friends (with BloodPop®)","Justin Bieber",12444,https://open.spotify.com/track/7nZmah2llfvLDiUjm0kiyz
30,"Shape of You","Ed Sheeran",12069,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
31,"Reggaetón Lento (Remix)",CNCO,11875,https://open.spotify.com/track/3zoYkqS4y2BsGVShPL2nTE
32,"Não Sinto","Wet Bed Gang",11806,https://open.spotify.com/track/0W6ZrhDZMhWI12rSMQzJb4
33,Attention,"Charlie Puth",11641,https://open.spotify.com/track/4iLqG9SeJSnt0cSPICSjxv
34,"Esfrega Esfrega","Deejay Telio",11529,https://open.spotify.com/track/3029IUQQ26whiZDLqUMWLC
35,"Glorious (feat. Skylar Grey)",Macklemore,11490,https://open.spotify.com/track/0CokSRCu5hZgPxcZBaEzVE
36,"Sua cara (feat. Anitta & Pabllo Vittar)","Major Lazer",11241,https://open.spotify.com/track/3ibRxEv4KkcU9e259eyNJA
37,"How Long","Charlie Puth",11219,https://open.spotify.com/track/32DGGj6KlNuBr6WaqRxpxi
38,"Lonely Together (feat. Rita Ora)",Avicii,10898,https://open.spotify.com/track/2OALaHcDdKkjYEpAr0Qzab
39,"Young Dumb & Broke",Khalid,10762,https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY
40,"Let Me Go (with Alesso, Florida Georgia Line & watt)","Hailee Steinfeld",10127,https://open.spotify.com/track/5AEtlRudpgdT5FtNiuly6Y
41,"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)","Calvin Harris",10125,https://open.spotify.com/track/5bcTCxgc7xVfSaMV3RuVke
42,"More Than You Know","Axwell /\ Ingrosso",10103,https://open.spotify.com/track/3PEgB3fkiojxms35ntsTgs
43,HUMBLE.,"Kendrick Lamar",9884,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS
44,"A Different Way (with Lauv)","DJ Snake",9864,https://open.spotify.com/track/0Wv5wuenRLI3BcwgT3HPIP
45,"Too Much To Ask","Niall Horan",9630,https://open.spotify.com/track/4v094LQ9eF10k2O2Te2ngK
46,"Mi Gente (feat. Beyoncé)","J Balvin",9436,https://open.spotify.com/track/7fwXWKdDNI5IutOMc5OKYw
47,"Bank Account","21 Savage",9424,https://open.spotify.com/track/2fQrGHiQOvpL9UgPvtYy6G
48,"Trevo (Tu)",ANAVITÓRIA,8922,https://open.spotify.com/track/0o21KBZdbK4M0iY3mBwVmm
49,Mama,"Jonas Blue",8913,https://open.spotify.com/track/0NiXXAI876aGImAd6rTj8w
50,"Wild Thoughts (feat. Rihanna & Bryson Tiller)","DJ Khaled",8515,https://open.spotify.com/track/1OAh8uOEOvTDqkKFsKksCi
51,Pray,"Sam Smith",8408,https://open.spotify.com/track/7DsX5K72fewVGb47qj7Tbg
52,Cheguei,Ludmilla,7582,https://open.spotify.com/track/6cbZb9mVAc5s8HtwklLoI0
53,"2U (feat. Justin Bieber)","David Guetta",6916,https://open.spotify.com/track/3A7qX2QjDlPnazUsRk5y0M
54,MotorSport,Migos,6908,https://open.spotify.com/track/1YZfcVLbbJwfizR5cDOp3q
55,"There's Nothing Holdin' Me Back","Shawn Mendes",6605,https://open.spotify.com/track/79cuOz3SPQTuFrp8WgftAu
56,"Não Tens Visto","Wet Bed Gang",6096,https://open.spotify.com/track/5A8LiT4iXOzXYyTlzIeG5k
57,Maluco,Karetus,6026,https://open.spotify.com/track/6h6rII20UySFUHiM3RPi6p
58,"Se Não Acordar Amanhã",Piruka,5808,https://open.spotify.com/track/4oWGtWd4deNrZZOopdmCwz
59,"Meant to Be (feat. Florida Georgia Line)","Bebe Rexha",5600,https://open.spotify.com/track/7iDa6hUg2VgEL1o1HjmfBn
60,Wait,"Maroon 5",5510,https://open.spotify.com/track/4lUnFLtn8w3W76FiYDRzmO
61,"A Nossa Vez",Calema,5304,https://open.spotify.com/track/5WB70PqZqozarhWv1LCuvL
62,"I Miss You (feat. Julia Michaels)","Clean Bandit",5303,https://open.spotify.com/track/2xmrfQpmS2iJExTlklLoAL
63,"No Promises (feat. Demi Lovato)","Cheat Codes",5292,https://open.spotify.com/track/1louJpMmzEicAn7lzDalPW
64,"No Limit",G-Eazy,5212,https://open.spotify.com/track/2Xqd0wUttjueBfdcltADOv
65,"Bodak Yellow","Cardi B",5206,https://open.spotify.com/track/2771LMNxwf62FTAdpJMQfM
66,"Não Se Passa Nada",Piruka,5175,https://open.spotify.com/track/7AcZsdwJFJEPxGwr2ErOvu
67,"If I'm Lucky","Jason Derulo",5168,https://open.spotify.com/track/6eUncuJutsFi9BGO1JaBHh
68,Espera,"Fernando Daniel",4887,https://open.spotify.com/track/4sipXe74USgyzJrKWNJuvC
