,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Mi Gente","J Balvin",25418,https://open.spotify.com/track/2rb5MvYT7ZIxbKW5hfcHx8
2,Unforgettable,"French Montana",24206,https://open.spotify.com/track/3B54sVLJ402zGa6Xm4YGNe
3,"New Rules","Dua Lipa",23127,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
4,"Felices los 4",Maluma,21864,https://open.spotify.com/track/0qYTZCo5Bwh1nsUFGZP3zn
5,1-800-273-8255,Logic,21342,https://open.spotify.com/track/5tz69p7tJuGPeMGwNTxYuV
6,"Look What You Made Me Do","Taylor Swift",19013,https://open.spotify.com/track/6uFsE1JgZ20EXyU0JQZbUR
7,"Wild Thoughts (feat. Rihanna & Bryson Tiller)","DJ Khaled",19010,https://open.spotify.com/track/1OAh8uOEOvTDqkKFsKksCi
8,"Dusk Till Dawn - Radio Edit",ZAYN,18247,https://open.spotify.com/track/1j4kHkkpqZRBwE0A4CN4Yv
9,"2U (feat. Justin Bieber)","David Guetta",17713,https://open.spotify.com/track/3A7qX2QjDlPnazUsRk5y0M
10,"Friends (with BloodPop®)","Justin Bieber",17589,https://open.spotify.com/track/7nZmah2llfvLDiUjm0kiyz
11,"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)","Calvin Harris",17503,https://open.spotify.com/track/5bcTCxgc7xVfSaMV3RuVke
12,Mama,"Jonas Blue",17463,https://open.spotify.com/track/0NiXXAI876aGImAd6rTj8w
13,Havana,"Camila Cabello",16854,https://open.spotify.com/track/0ofbQMrRDsUaVKq2mGLEAb
14,"Too Good At Goodbyes - Edit","Sam Smith",16853,https://open.spotify.com/track/0mel2N9Ws9r4yLQn5QE21Y
15,"Sua cara (feat. Anitta & Pabllo Vittar)","Major Lazer",16658,https://open.spotify.com/track/3ibRxEv4KkcU9e259eyNJA
16,Attention,"Charlie Puth",16554,https://open.spotify.com/track/4iLqG9SeJSnt0cSPICSjxv
17,"Sorry Not Sorry","Demi Lovato",16124,https://open.spotify.com/track/25C5CowdsfXld2jJanbiex
18,"XO TOUR Llif3","Lil Uzi Vert",15614,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO
19,"Jocelyn Flores",XXXTENTACION,15511,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
20,Silence,Marshmello,15447,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU
21,"Me Rehúso","Danny Ocean",14841,https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl
22,Congratulations,"Post Malone",13455,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9
23,"Back to You (feat. Bebe Rexha & Digital Farm Animals)","Louis Tomlinson",13398,https://open.spotify.com/track/7F9vK8hNFMml4GtHsaXui6
24,"Shape of You","Ed Sheeran",13396,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
25,Thunder,"Imagine Dragons",13090,https://open.spotify.com/track/0tKcYR2II1VCQWT79i5NrW
26,"More Than You Know","Axwell /\ Ingrosso",12810,https://open.spotify.com/track/3PEgB3fkiojxms35ntsTgs
27,"Strip That Down","Liam Payne",12746,https://open.spotify.com/track/6EpRaXYhGOB3fj4V2uDkMJ
28,HUMBLE.,"Kendrick Lamar",12430,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS
29,"There's Nothing Holdin' Me Back","Shawn Mendes",11086,https://open.spotify.com/track/79cuOz3SPQTuFrp8WgftAu
30,"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)","DJ Khaled",11081,https://open.spotify.com/track/3DXncPQOG4VBw3QHh3S817
31,"No Promises (feat. Demi Lovato)","Cheat Codes",10787,https://open.spotify.com/track/1louJpMmzEicAn7lzDalPW
32,"Glorious (feat. Skylar Grey)",Macklemore,10757,https://open.spotify.com/track/3HVr6jTVwBHBa2flM0eURR
33,"Swalla (feat. Nicki Minaj & Ty Dolla $ign)","Jason Derulo",10611,https://open.spotify.com/track/6kex4EBAj0WHXDKZMEJaaF
34,"What Lovers Do (feat. SZA)","Maroon 5",10039,https://open.spotify.com/track/4mxWSdf71VFO52qFeY0fZt
35,"Bank Account","21 Savage",9886,https://open.spotify.com/track/5eqK0tbzUPo2SoeZsov04s
36,"Despacito (Featuring Daddy Yankee)","Luis Fonsi",9867,https://open.spotify.com/track/4aWmUDTfIPGksMNLV2rQP2
37,"Without You (feat. Sandro Cavazza)",Avicii,9818,https://open.spotify.com/track/6WbADFqMvR8N5u0BvtsWQE
38,"...Ready For It?","Taylor Swift",9503,https://open.spotify.com/track/19WjVVgXjdKXfLXoaDPwTM
39,"Fetish (feat. Gucci Mane)","Selena Gomez",9492,https://open.spotify.com/track/0XLOf9LhyazPX9Ld8jPiUq
40,"Mask Off",Future,9379,https://open.spotify.com/track/3rOSwuTsUlJp0Pu0MkN8r8
41,Believer,"Imagine Dragons",9028,https://open.spotify.com/track/0CcQNd8CINkwQfe1RDtGV6
42,"Something Just Like This","The Chainsmokers",9021,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW
43,"There for You","Martin Garrix",8711,https://open.spotify.com/track/6jA8HL9i4QGzsj6fjoxp8Y
44,"Lonely Together (feat. Rita Ora)",Avicii,8542,https://open.spotify.com/track/2OALaHcDdKkjYEpAr0Qzab
45,"Despacito - Remix","Luis Fonsi",7948,https://open.spotify.com/track/5CtI0qwDJkDQGwXD1H1cLb
