,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Amor de Verdade","MC Kekel",27528,https://open.spotify.com/track/76KDy62J99FKu6ZsxMJy3j
2,"Better Now","Post Malone",25343,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
3,"One Kiss (with Dua Lipa)","Calvin Harris",23356,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
4,"Faz Gostoso",Blaya,21398,https://open.spotify.com/track/35pucCKt28NvIK88gpEEjl
5,X,"Nicky Jam",18257,https://open.spotify.com/track/39N9RPD9MRb5WmoLzNzPeA
6,"Back To You","Selena Gomez",18197,https://open.spotify.com/track/514rhnksEwHUh6LxXsQ4Y9
7,"God's Plan",Drake,17865,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY
8,"Nice For What",Drake,16887,https://open.spotify.com/track/1cTZMwcBJT0Ka3UJPXOeeN
9,"I Like It","Cardi B",16734,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
10,FRIENDS,Marshmello,16361,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G
11,"This Is America","Childish Gambino",15727,https://open.spotify.com/track/0b9oOr2ZgvyQu88wzixux9
12,"no tears left to cry","Ariana Grande",15250,https://open.spotify.com/track/5SxkdsY1ufZzoq9iXceLw9
13,"lovely (with Khalid)","Billie Eilish",15058,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
14,Youngblood,"5 Seconds of Summer",14703,https://open.spotify.com/track/55S2PQgSMYAhgoTCcGCDfw
15,"Youth feat. Khalid","Shawn Mendes",14616,https://open.spotify.com/track/5SwEgzUFDHwpWHKrbnP32Z
16,"Psycho (feat. Ty Dolla $ign)","Post Malone",14588,https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C
17,"All Mine","Kanye West",13850,https://open.spotify.com/track/3qnoOm4fwZPBS116f5hpgF
18,"Girls Like You (feat. Cardi B)","Maroon 5",13598,https://open.spotify.com/track/6FRLCMO5TUHTexlWo8ym1W
19,"In My Blood","Shawn Mendes",13416,https://open.spotify.com/track/21YnmkSDhUkmkkni22Svc4
20,"Ghost Town","Kanye West",13189,https://open.spotify.com/track/6Bg7MznA9X0dIhlAsLyBYj
21,"Mafiosa (feat. Caroliina)",Lartiste,13143,https://open.spotify.com/track/0WxiQqTcK3ZErx2mMWgtm6
22,"Lucid Dreams","Juice WRLD",13074,https://open.spotify.com/track/0X8DcetL926BYiPJYstJTc
23,"Call Out My Name","The Weeknd",13063,https://open.spotify.com/track/1gm616Plq4ScqNi7TVkZ5N
24,"Solo (feat. Demi Lovato)","Clean Bandit",12972,https://open.spotify.com/track/6kPJZM97LwdG9QIsT7khp6
25,"rockstar (feat. 21 Savage)","Post Malone",12371,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
26,"Love Lies (with Normani)",Khalid,12336,https://open.spotify.com/track/45Egmo7icyopuzJN0oMEdk
27,Flames,"David Guetta",11782,https://open.spotify.com/track/33IOhptvC2Qoy2UhjiHXLV
28,Yikes,"Kanye West",10879,https://open.spotify.com/track/2r4JRwcbIeuAzWjH4YXlLs
29,"Look Alive (feat. Drake)","BlocBoy JB",9875,https://open.spotify.com/track/4qKcDkK6siZ7Jp1Jb4m0aL
30,"Ta Tum Tum","MC Kevinho",9468,https://open.spotify.com/track/6etab3UBCo5GOTMZqUvRka
31,IDGAF,"Dua Lipa",9405,https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr
32,Mine,Bazzi,9204,https://open.spotify.com/track/7uzmGiiJyRfuViKKK3lVmR
33,Nevermind,"Dennis Lloyd",9197,https://open.spotify.com/track/63SevszngYpZOwf63o61K4
34,SAD!,XXXTENTACION,8691,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
35,"All Girls Are The Same","Juice WRLD",8650,https://open.spotify.com/track/3H2JThgdBxezwj1wwafQS8
36,OTW,Khalid,8583,https://open.spotify.com/track/6Hgh47WXVKtXN5zGOu0hjI
37,"The Middle",Zedd,8573,https://open.spotify.com/track/2ARqIya5NAuvFVHSN3bL0m
38,Barking,Ramz,8568,https://open.spotify.com/track/7amMgNDcObIDkIXv4xcvc2
39,"Vai malandra (feat. Tropkillaz & DJ Yuri Martins)",Anitta,8515,https://open.spotify.com/track/6u0EAxf1OJTLS7CvInuNd7
40,"Só Quer Vrau","MC MM",8503,https://open.spotify.com/track/68uKHxQzoY6gd7YSKJf21J
41,"All The Stars (with SZA)","Kendrick Lamar",8211,https://open.spotify.com/track/3GCdLUSnKSMJhs4Tj6CV3s
42,"Playinwitme (feat. Kehlani)",KYLE,8168,https://open.spotify.com/track/4F1yvJfQ7gJkrcgFJQDjOr
43,Downtown,Anitta,8079,https://open.spotify.com/track/3Ga6eKrUFf12ouh9Yw3v2D
44,"Wouldn't Leave","Kanye West",7935,https://open.spotify.com/track/3dG6tjetoR4GMmUGZUprLt
45,"New Rules","Dua Lipa",7808,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
46,"Chaminé (Zara G)","Wet Bed Gang",7750,https://open.spotify.com/track/53kn2KqWSG9neh5H3YQqxt
47,"Water - Single Version","Richie Campbell",7681,https://open.spotify.com/track/58dElABzeDBwfhttWGf6n1
48,"Taste (feat. Offset)",Tyga,7651,https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy
49,"I Thought About Killing You","Kanye West",7563,https://open.spotify.com/track/6EuE9M1viu9gkdFSafia9o
50,"FAKE LOVE",BTS,7525,https://open.spotify.com/track/3aW0ds4A4tSQDIp75FqWTo
51,"Violent Crimes","Kanye West",7345,https://open.spotify.com/track/2VYb3Fb5iK5Y8HGZ8oEEkp
52,"Walk It Talk It",Migos,7302,https://open.spotify.com/track/6n4U3TlzUGhdSFbUUhTvLP
53,"Échame La Culpa","Luis Fonsi",7140,https://open.spotify.com/track/1zsG4eaZmkA1dvjDDsAGLK
54,"Te Boté - Remix","Nio Garcia",6883,https://open.spotify.com/track/3V8UKqhEK5zBkBb6d6ub8i
55,GOTTI,6ix9ine,6860,https://open.spotify.com/track/27oFpFktCq9JIXjJQRuv7a
56,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Rudimental,6776,https://open.spotify.com/track/5CLGzJsGqhCEECcpnFQA8x
57,Havana,"Camila Cabello",6548,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W
58,"Jackie Chan",Tiësto,6528,https://open.spotify.com/track/4kWO6O1BUXcZmaxitpVUwp
59,Paranoid,"Post Malone",6484,https://open.spotify.com/track/3fpVWegR6YOS1Yk5HSMYIq
60,"Welcome to the Party (with French Montana & Lil Pump, feat. Zhavia Ward) - from Deadpool 2",Diplo,6401,https://open.spotify.com/track/5mqzhMuUpvnMfwNz6iepmO
61,"Praise The Lord (Da Shine) (feat. Skepta)","A$AP Rocky",6393,https://open.spotify.com/track/7ycWLEP1GsNjVvcjawXz3z
62,Nervous,"Shawn Mendes",6338,https://open.spotify.com/track/0Dq49j3dELbttQVUJbtn0c
63,"A Vida Toda","Carolina Deslandes",6292,https://open.spotify.com/track/6phApqHjoCegpevdCSh331
64,"No Mistakes","Kanye West",6228,https://open.spotify.com/track/1DdgqEZk4Hqfpl3drdXJun
65,2002,Anne-Marie,6216,https://open.spotify.com/track/6SFStUDQZNaGPKWOx9ZiJB
66,Paraíso,"Diogo Piçarra",6151,https://open.spotify.com/track/4sVLQiRPPYRQ3AcPcXJSLg
67,"Yes Indeed","Lil Baby",6074,https://open.spotify.com/track/6vN77lE9LK6HP2DewaN6HZ
68,"Remind Me to Forget",Kygo,6073,https://open.spotify.com/track/6xTU6B6nFwKKTSZ9ySXS80
69,Somebody,"The Chainsmokers",5771,https://open.spotify.com/track/3pWcj8hxj3fsb9TDAcMpEl
70,Familiar,"Liam Payne",5720,https://open.spotify.com/track/0Y4hwUppbGc8aIBmiTz30A
71,Audio,Sia,5687,https://open.spotify.com/track/7boPPE857KEqCIHNwFkDop
72,"Start Again (feat. Logic)",OneRepublic,5566,https://open.spotify.com/track/1Nj2oBISdFDSF8eDuXcALz
73,"New Light","John Mayer",5539,https://open.spotify.com/track/3bH4HzoZZFq8UpZmI2AMgV
74,"I'm Upset",Drake,5525,https://open.spotify.com/track/54oMZ3blwWwuPN4wEoG5mk
75,Esskeetit,"Lil Pump",5358,https://open.spotify.com/track/44KKhCyI0BGS6LvVyDqJtH
76,"XO TOUR Llif3","Lil Uzi Vert",5286,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO
77,Silence,Marshmello,5264,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU
78,"Shape of You","Ed Sheeran",5262,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
79,Wolves,"Selena Gomez",5175,https://open.spotify.com/track/7EmGUiUaOSGDnUUQUDrOXC
80,"Salto Alto",Piruka,5064,https://open.spotify.com/track/3sIXzuNgN9HrC7amkEQWiP
81,"Freaky Friday (feat. Chris Brown)","Lil Dicky",5040,https://open.spotify.com/track/10Igtw8bSDyyFs7KIsKngZ
82,"Done for Me (feat. Kehlani)","Charlie Puth",5000,https://open.spotify.com/track/1lsBTdE6MGsKeZCD6llNu7
83,Slowly,"Richie Campbell",4966,https://open.spotify.com/track/0jg1Oo5WVBBgF1bWspmD1v
84,"Dona Maria","Thiago Brava",4947,https://open.spotify.com/track/0dGqIEsFN3KakdPCMkgjre
85,goosebumps,"Travis Scott",4886,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
86,Papum,"MC Kevinho",4813,https://open.spotify.com/track/5tNnnptCfuLXLHnDqrL9ku
87,"A Nossa Vez",Calema,4792,https://open.spotify.com/track/5WB70PqZqozarhWv1LCuvL
88,"Sangria Wine","Pharrell Williams",4776,https://open.spotify.com/track/6XlSyYFTU1nodeWwwzVgTV
89,"Me Rehúso","Danny Ocean",4641,https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl
90,"Meant to Be (feat. Florida Georgia Line)","Bebe Rexha",4553,https://open.spotify.com/track/7iDa6hUg2VgEL1o1HjmfBn
91,"Lost In Japan","Shawn Mendes",4420,https://open.spotify.com/track/6WBTeFDEfAJbaSUUc1V1xQ
92,Unforgettable,"French Montana",4417,https://open.spotify.com/track/3B54sVLJ402zGa6Xm4YGNe
93,"Romance Com Safadeza","Wesley Safadão",4401,https://open.spotify.com/track/0RBOFW5424gCCCZrgECbt6
94,"Like I Do","David Guetta",4376,https://open.spotify.com/track/6RnkFd8Fqqgk1Uni8RgqCQ
95,Dura,"Daddy Yankee",4353,https://open.spotify.com/track/2j2fIJGh4PMdXt9ULI5Tlc
96,"I'll Be There","Jess Glynne",4305,https://open.spotify.com/track/083Qf6hn6sFL6xiOHlZUyn
97,Believer,"Imagine Dragons",4248,https://open.spotify.com/track/7Izh7zLJGw1Nscd62Exxj4
98,"O Clima",Lhast,4219,https://open.spotify.com/track/2KTw4vRM6mdBzMlVkInvSS
