,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Amor de Verdade","MC Kekel",24980,https://open.spotify.com/track/76KDy62J99FKu6ZsxMJy3j
2,"Better Now","Post Malone",20985,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
3,"One Kiss (with Dua Lipa)","Calvin Harris",19289,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
4,"Faz Gostoso",Blaya,18705,https://open.spotify.com/track/35pucCKt28NvIK88gpEEjl
5,X,"Nicky Jam",18361,https://open.spotify.com/track/39N9RPD9MRb5WmoLzNzPeA
6,"Girls Like You (feat. Cardi B)","Maroon 5",16391,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
7,"I Like It","Cardi B",14837,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
8,Youngblood,"5 Seconds of Summer",14723,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
9,"Lucid Dreams","Juice WRLD",14502,https://open.spotify.com/track/0X8DcetL926BYiPJYstJTc
10,"God's Plan",Drake,14464,https://open.spotify.com/track/6T8cJz5lAqGer9GUHGyelE
11,"Back To You","Selena Gomez",14244,https://open.spotify.com/track/514rhnksEwHUh6LxXsQ4Y9
12,"Mafiosa (feat. Caroliina)",Lartiste,13938,https://open.spotify.com/track/0WxiQqTcK3ZErx2mMWgtm6
13,FRIENDS,Marshmello,13017,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G
14,"1100 Cegonhas - Prod. Here's Jhonny",Dillaz,12210,https://open.spotify.com/track/2z8miBNCvH52PnK5vfeXm8
15,"no tears left to cry","Ariana Grande",11896,https://open.spotify.com/track/5SxkdsY1ufZzoq9iXceLw9
16,"lovely (with Khalid)","Billie Eilish",11406,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
17,"Psycho (feat. Ty Dolla $ign)","Post Malone",11299,https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C
18,"Nice For What",Drake,10542,https://open.spotify.com/track/1cTZMwcBJT0Ka3UJPXOeeN
19,"In My Blood","Shawn Mendes",10515,https://open.spotify.com/track/21YnmkSDhUkmkkni22Svc4
20,"rockstar (feat. 21 Savage)","Post Malone",10103,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
21,"Solo (feat. Demi Lovato)","Clean Bandit",10077,https://open.spotify.com/track/6kPJZM97LwdG9QIsT7khp6
22,"All Mine","Kanye West",9537,https://open.spotify.com/track/3qnoOm4fwZPBS116f5hpgF
23,"Te Boté - Remix","Nio Garcia",9133,https://open.spotify.com/track/3V8UKqhEK5zBkBb6d6ub8i
24,"Ta Tum Tum","MC Kevinho",9049,https://open.spotify.com/track/6etab3UBCo5GOTMZqUvRka
25,"Ocean (feat. Khalid)","Martin Garrix",8772,https://open.spotify.com/track/3nc420PXjTdBV5TN0gCFkS
26,"Call Out My Name","The Weeknd",8695,https://open.spotify.com/track/1gm616Plq4ScqNi7TVkZ5N
27,"Taste (feat. Offset)",Tyga,8687,https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy
28,Flames,"David Guetta",8607,https://open.spotify.com/track/33IOhptvC2Qoy2UhjiHXLV
29,"This Is America","Childish Gambino",8589,https://open.spotify.com/track/0b9oOr2ZgvyQu88wzixux9
30,"Jackie Chan",Tiësto,8509,https://open.spotify.com/track/4kWO6O1BUXcZmaxitpVUwp
31,"Só Quer Vrau","MC MM",8404,https://open.spotify.com/track/68uKHxQzoY6gd7YSKJf21J
