,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,rockstar,"Post Malone",29587,https://open.spotify.com/track/7wGoVu4Dady5GV0Sv4UIsx
2,"Perfect Duet (Ed Sheeran & Beyoncé)","Ed Sheeran",19430,https://open.spotify.com/track/1bhUWB0zJMIKr9yVPrkEuI
3,"New Rules","Dua Lipa",18622,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
4,Wolves,"Selena Gomez",18257,https://open.spotify.com/track/7EmGUiUaOSGDnUUQUDrOXC
5,Havana,"Camila Cabello",18127,https://open.spotify.com/track/0ofbQMrRDsUaVKq2mGLEAb
6,"Salto Alto",Piruka,17349,https://open.spotify.com/track/3sIXzuNgN9HrC7amkEQWiP
7,"Dusk Till Dawn - Radio Edit",ZAYN,17279,https://open.spotify.com/track/1j4kHkkpqZRBwE0A4CN4Yv
8,"Échame La Culpa","Luis Fonsi",16456,https://open.spotify.com/track/1zsG4eaZmkA1dvjDDsAGLK
9,"Too Good At Goodbyes","Sam Smith",16065,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV
10,"Gucci Gang","Lil Pump",15745,https://open.spotify.com/track/43ZyHQITOjhciSUUNPVRHc
11,Silence,Marshmello,15305,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU
12,"What Lovers Do (feat. SZA)","Maroon 5",14872,https://open.spotify.com/track/3hBBKuWJfxlIlnd9QFoC8k
13,Perfect,"Ed Sheeran",14802,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
14,"Let You Down",NF,14732,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr
15,"Não Faz Isso",Piruka,13977,https://open.spotify.com/track/0D8wUCg5XGHfWQIEzMmJAl
16,Downtown,Anitta,13826,https://open.spotify.com/track/3Ga6eKrUFf12ouh9Yw3v2D
17,Water,"Richie Campbell",13657,https://open.spotify.com/track/4whe9nAKt7gpIEW5USTPAk
18,"I Fall Apart","Post Malone",13609,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh
19,Unforgettable,"French Montana",12471,https://open.spotify.com/track/3B54sVLJ402zGa6Xm4YGNe
