,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)","DJ Khaled",26008,https://open.spotify.com/track/3DXncPQOG4VBw3QHh3S817
2,Attention,"Charlie Puth",24651,https://open.spotify.com/track/4iLqG9SeJSnt0cSPICSjxv
3,"Shape of You","Ed Sheeran",22173,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
4,"Swalla (feat. Nicki Minaj & Ty Dolla $ign)","Jason Derulo",22115,https://open.spotify.com/track/6kex4EBAj0WHXDKZMEJaaF
5,"Despacito - Remix","Luis Fonsi",21688,https://open.spotify.com/track/5CtI0qwDJkDQGwXD1H1cLb
6,HUMBLE.,"Kendrick Lamar",21132,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS
7,Unforgettable,"French Montana",21074,https://open.spotify.com/track/3B54sVLJ402zGa6Xm4YGNe
8,"Despacito (Featuring Daddy Yankee)","Luis Fonsi",20968,https://open.spotify.com/track/4aWmUDTfIPGksMNLV2rQP2
9,"There's Nothing Holdin' Me Back","Shawn Mendes",20540,https://open.spotify.com/track/79cuOz3SPQTuFrp8WgftAu
10,"Symphony (feat. Zara Larsson)","Clean Bandit",18285,https://open.spotify.com/track/1x5sYLZiu9r5E43kMlt9f8
11,"Sign of the Times","Harry Styles",18117,https://open.spotify.com/track/5Ohxk2dO5COHF1krpoPigN
12,"Something Just Like This","The Chainsmokers",17143,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW
13,"Stay (with Alessia Cara)",Zedd,16845,https://open.spotify.com/track/0dA2Mk56wEzDgegdC6R17g
14,"No Promises (feat. Demi Lovato)","Cheat Codes",16134,https://open.spotify.com/track/1louJpMmzEicAn7lzDalPW
15,Thunder,"Imagine Dragons",15722,https://open.spotify.com/track/0tKcYR2II1VCQWT79i5NrW
16,Malibu,"Miley Cyrus",15539,https://open.spotify.com/track/2habSXqcJGExM6JJyskY7O
17,"Mask Off",Future,15274,https://open.spotify.com/track/3rOSwuTsUlJp0Pu0MkN8r8
18,"Amar pelos Dois","Salvador Sobral",15085,https://open.spotify.com/track/3UjSOJ00E1eLMcayBm827Q
19,"SUBEME LA RADIO","Enrique Iglesias",14583,https://open.spotify.com/track/7nKBxz47S9SD79N086fuhn
20,"It Ain't Me (with Selena Gomez)",Kygo,14432,https://open.spotify.com/track/3eR23VReFzcdmS7TYCrhCe
21,"Slide (feat. Frank Ocean & Migos)","Calvin Harris",14025,https://open.spotify.com/track/7tr2za8SQg2CI8EDgrdtNl
22,"Scared to Be Lonely","Martin Garrix",13995,https://open.spotify.com/track/3ebXMykcMXOcLeJ9xZ17XH
23,Heaven,"Richie Campbell",13462,https://open.spotify.com/track/3CqELUCD4xPw5ERPXTyPq1
24,"Strip That Down","Liam Payne",13201,https://open.spotify.com/track/6EpRaXYhGOB3fj4V2uDkMJ
25,"There for You","Martin Garrix",13109,https://open.spotify.com/track/6jA8HL9i4QGzsj6fjoxp8Y
26,"That's What I Like","Bruno Mars",12828,https://open.spotify.com/track/0KKkJNfGyhkQ5aFogxQAPU
27,Believer,"Imagine Dragons",12728,https://open.spotify.com/track/0CcQNd8CINkwQfe1RDtGV6
28,"XO TOUR Llif3","Lil Uzi Vert",12521,https://open.spotify.com/track/2eMwDehkIC1j68U6FA3Eiq
29,Cold,"Maroon 5",12516,https://open.spotify.com/track/5NNlUMcOEOdoOIwwaWXv0k
30,"Now Or Never",Halsey,12438,https://open.spotify.com/track/7i2DJ88J7jQ8K7zqFX2fW8
31,Congratulations,"Post Malone",12317,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9
32,"First Time",Kygo,11994,https://open.spotify.com/track/2Gl0FzuLxflY6nPifJp5Dr
33,"Crying in the Club","Camila Cabello",11934,https://open.spotify.com/track/1SJtlNRJDeYHioymcvsqev
34,Passionfruit,Drake,11586,https://open.spotify.com/track/7hDc8b7IXETo14hHIHdnhd
35,1-800-273-8255,Logic,11549,https://open.spotify.com/track/5tz69p7tJuGPeMGwNTxYuV
36,"Galway Girl","Ed Sheeran",11320,https://open.spotify.com/track/0afhq8XCExXpqazXczTSve
37,Mama,"Jonas Blue",11055,https://open.spotify.com/track/0NiXXAI876aGImAd6rTj8w
38,Issues,"Julia Michaels",11008,https://open.spotify.com/track/6D0b04NJIKfEMg040WioJQ
39,"Know No Better (feat. Travis Scott, Camila Cabello & Quavo)","Major Lazer",10903,https://open.spotify.com/track/3Ytr1SUCUi6J3L9dRFx5iH
40,"Good Life (with G-Eazy & Kehlani)",G-Eazy,10742,https://open.spotify.com/track/1Eck97uRMlprKOOJN9oO1E
41,"Bad Liar","Selena Gomez",10705,https://open.spotify.com/track/1sCxVKWImDZSZKvG0U9B23
42,"Rockabye (feat. Sean Paul & Anne-Marie)","Clean Bandit",10673,https://open.spotify.com/track/5knuzwU65gJK7IF5yJsuaW
43,"The Cure","Lady Gaga",10638,https://open.spotify.com/track/51PIvodunv6NmX5250zxAh
44,Redbone,"Childish Gambino",9957,https://open.spotify.com/track/3kxfsdsCpFgN412fpnW85Y
45,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,9883,https://open.spotify.com/track/3NdDpSvN911VPGivFlV5d0
46,"Felices los 4",Maluma,9703,https://open.spotify.com/track/0qYTZCo5Bwh1nsUFGZP3zn
47,DNA.,"Kendrick Lamar",9627,https://open.spotify.com/track/6HZILIRieu8S0iqY8kIKhj
48,Paris,"The Chainsmokers",9556,https://open.spotify.com/track/72jbDTw1piOOj770jWNeaG
49,"Olha a Explosão","MC Kevinho",9372,https://open.spotify.com/track/6m2LNopVJKsvBB9l7Z1rwn
50,"Se Não Acordar Amanhã",Piruka,9161,https://open.spotify.com/track/4oWGtWd4deNrZZOopdmCwz
51,"Só Eu Sei",Virgul,8564,https://open.spotify.com/track/4bdnmTm3yx2W5wTmTewkVD
52,Location,Khalid,7736,https://open.spotify.com/track/152lZdxL1OR0ZMW6KquMif
53,"Não Se Passa Nada",Piruka,7707,https://open.spotify.com/track/7AcZsdwJFJEPxGwr2ErOvu
54,"Chantaje (feat. Maluma)",Shakira,7542,https://open.spotify.com/track/6mICuAdrwEjh6Y6lroV2Kg
55,"Rap Consciente",Valete,7522,https://open.spotify.com/track/3Th4j4YtGqI1et8nSeW0JO
56,Starboy,"The Weeknd",7520,https://open.spotify.com/track/5aAx2yezTd8zXrkmtKl66Z
57,"Slow Hands","Niall Horan",7418,https://open.spotify.com/track/167NczpNbRF7oWakJaY3Hh
