,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,Havana,"Camila Cabello",25365,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W
2,rockstar,"Post Malone",23997,https://open.spotify.com/track/7wGoVu4Dady5GV0Sv4UIsx
3,"Échame La Culpa","Luis Fonsi",22521,https://open.spotify.com/track/1zsG4eaZmkA1dvjDDsAGLK
4,"Never Be the Same","Camila Cabello",22046,https://open.spotify.com/track/4eWQlBRaTjPPUlzacqEeoQ
5,"River (feat. Ed Sheeran)",Eminem,19723,https://open.spotify.com/track/5UEnHoDYpsxlfzWLZIc7LD
6,"Him & I (with Halsey)",G-Eazy,18477,https://open.spotify.com/track/5k38wzpLb15YgncyWdTZE4
7,"Vai malandra (feat. Tropkillaz & DJ Yuri Martins)",Anitta,18237,https://open.spotify.com/track/6u0EAxf1OJTLS7CvInuNd7
8,"Water - Single Version","Richie Campbell",18231,https://open.spotify.com/track/58dElABzeDBwfhttWGf6n1
9,Wolves,"Selena Gomez",17761,https://open.spotify.com/track/7EmGUiUaOSGDnUUQUDrOXC
10,"Só Vim Dizer Yau",Piruka,17284,https://open.spotify.com/track/3WmKdTY0wtkDRd5mAsAB5i
11,Downtown,Anitta,17255,https://open.spotify.com/track/3Ga6eKrUFf12ouh9Yw3v2D
12,"Finesse (Remix) [feat. Cardi B]","Bruno Mars",16803,https://open.spotify.com/track/3Vo4wInECJQuz9BIBMOu8i
13,"All The Stars (with SZA)","Kendrick Lamar",16399,https://open.spotify.com/track/12SJpYZEdj4kzWZ8FPFg4Y
14,"New Rules","Dua Lipa",16197,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
15,"Salto Alto",Piruka,16025,https://open.spotify.com/track/3sIXzuNgN9HrC7amkEQWiP
16,Silence,Marshmello,15416,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU
17,"I Fall Apart","Post Malone",15029,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh
18,IDGAF,"Dua Lipa",14524,https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr
19,"Let You Down",NF,14464,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr
20,"Let Me Go (with Alesso, Florida Georgia Line & watt)","Hailee Steinfeld",14281,https://open.spotify.com/track/5AEtlRudpgdT5FtNiuly6Y
21,"Perfect Duet (Ed Sheeran & Beyoncé)","Ed Sheeran",14129,https://open.spotify.com/track/1bhUWB0zJMIKr9yVPrkEuI
22,"Dusk Till Dawn - Radio Edit",ZAYN,13878,https://open.spotify.com/track/1j4kHkkpqZRBwE0A4CN4Yv
23,"A Vida Toda","Carolina Deslandes",13643,https://open.spotify.com/track/1pc6Ssg5obznItjcqRFWbM
24,Perfect,"Ed Sheeran",13264,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
25,"What Lovers Do (feat. SZA)","Maroon 5",13163,https://open.spotify.com/track/3hBBKuWJfxlIlnd9QFoC8k
26,"Não Faz Isso",Piruka,13158,https://open.spotify.com/track/0D8wUCg5XGHfWQIEzMmJAl
27,"Me Rehúso","Danny Ocean",13035,https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl
28,"Shape of You","Ed Sheeran",12774,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
29,"O Clima",Lhast,12429,https://open.spotify.com/track/2KTw4vRM6mdBzMlVkInvSS
30,"Too Good At Goodbyes","Sam Smith",12412,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV
31,"Feel It Still","Portugal. The Man",11928,https://open.spotify.com/track/6QgjcU0zLnzq5OrUoSZ3OK
32,"I Miss You (feat. Julia Michaels)","Clean Bandit",11778,https://open.spotify.com/track/2xmrfQpmS2iJExTlklLoAL
33,Unforgettable,"French Montana",11288,https://open.spotify.com/track/3B54sVLJ402zGa6Xm4YGNe
34,"Tell Me You Love Me","Demi Lovato",11233,https://open.spotify.com/track/5Htb1uFQ1KrkFXlefS8oGj
35,"XO TOUR Llif3","Lil Uzi Vert",11143,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO
36,"Real Friends","Camila Cabello",11139,https://open.spotify.com/track/3iq9nhbI8fcnNamxMft1uv
37,"No Limit",G-Eazy,11131,https://open.spotify.com/track/2DQ1ITjI0YoLFzuADN1ZBW
38,Congratulations,"Post Malone",11084,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9
39,"Gucci Gang","Lil Pump",10644,https://open.spotify.com/track/43ZyHQITOjhciSUUNPVRHc
40,Thunder,"Imagine Dragons",10104,https://open.spotify.com/track/0tKcYR2II1VCQWT79i5NrW
41,HUMBLE.,"Kendrick Lamar",9970,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS
42,1-800-273-8255,Logic,9642,https://open.spotify.com/track/5tz69p7tJuGPeMGwNTxYuV
43,"Felices los 4",Maluma,9595,https://open.spotify.com/track/0qYTZCo5Bwh1nsUFGZP3zn
44,"For You (Fifty Shades Freed) (& Rita Ora)","Liam Payne",9556,https://open.spotify.com/track/5hM6sP0Gh1jD57drszNueC
45,Aleluia,"Wet Bed Gang",9548,https://open.spotify.com/track/3nOdmaNfqskNaYpBGPLDdG
46,Corazón,Maluma,9500,https://open.spotify.com/track/4lESS6vuruP6a79KWRaQou
47,"Reggaetón Lento (Remix)",CNCO,9454,https://open.spotify.com/track/5PB8zB1MOZASboLquvinMF
48,"How Long","Charlie Puth",9408,https://open.spotify.com/track/32DGGj6KlNuBr6WaqRxpxi
49,"Sua cara (feat. Anitta & Pabllo Vittar)","Major Lazer",9347,https://open.spotify.com/track/3ibRxEv4KkcU9e259eyNJA
50,"Mi Gente","J Balvin",9262,https://open.spotify.com/track/2rb5MvYT7ZIxbKW5hfcHx8
51,"Rewrite The Stars","Zac Efron",8435,https://open.spotify.com/track/630sXRhIcfwr2e4RdNtjKN
52,Attention,"Charlie Puth",8124,https://open.spotify.com/track/4iLqG9SeJSnt0cSPICSjxv
53,"Jocelyn Flores",XXXTENTACION,7973,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
54,Anywhere,"Rita Ora",7847,https://open.spotify.com/track/7EI6Iki24tBHAMxtb4xQN2
55,"Bartier Cardi (feat. 21 Savage)","Cardi B",7316,https://open.spotify.com/track/75FDPwaULRdYDn4StFN2rT
56,Naked,"James Arthur",7259,https://open.spotify.com/track/7krbSH3rd8lhIZvuzTV3Bl
57,Oquelávai,D.A.M.A.,7074,https://open.spotify.com/track/7HBb0h45HuqUIBmVqN3s92
58,"This Is Me","Keala Settle",7055,https://open.spotify.com/track/2xGjteMU3E1tkEPVFBO08U
59,"Meant to Be (feat. Florida Georgia Line)","Bebe Rexha",6965,https://open.spotify.com/track/7iDa6hUg2VgEL1o1HjmfBn
60,"Heaven - Single Version","Richie Campbell",6959,https://open.spotify.com/track/3u44nNvPgxneJFFIrlbAz2
61,"My My My!","Troye Sivan",6906,https://open.spotify.com/track/2Tq2R8sRftNEqdgJK5HadO
62,"LOVE. FEAT. ZACARI.","Kendrick Lamar",6844,https://open.spotify.com/track/6PGoSes0D9eUDeeAafB2As
63,"Candy Paint","Post Malone",6625,https://open.spotify.com/track/42CeaId2XNlxugDvyqHfDf
64,Betrayed,"Lil Xan",6603,https://open.spotify.com/track/6NWl2m8asvH83xjuXVNsuG
65,Espera,"Fernando Daniel",6448,https://open.spotify.com/track/4sipXe74USgyzJrKWNJuvC
66,"Cala a Boca","Holly Hood",6414,https://open.spotify.com/track/4iF4gAu0yfKFhQATEa6oXh
67,"Se Não Acordar Amanhã",Piruka,6395,https://open.spotify.com/track/4oWGtWd4deNrZZOopdmCwz
68,Filthy,"Justin Timberlake",6258,https://open.spotify.com/track/1L3NV7VrCiuE8C5QlhdeQL
69,"Codeine Dreaming (feat. Lil Wayne)","Kodak Black",6125,https://open.spotify.com/track/4DTpngLjoHj5gFxEZFeD3J
70,"So Far Away (feat. Jamie Scott & Romy Dya)","Martin Garrix",6125,https://open.spotify.com/track/0OlnLZY4cmQzT6ZGttvWBM
71,"Tip Toe (feat. French Montana)","Jason Derulo",6117,https://open.spotify.com/track/2z4pcBLQXF2BXKFvd0BuB6
72,"A Nossa Vez",Calema,5935,https://open.spotify.com/track/5WB70PqZqozarhWv1LCuvL
73,"Não Sinto","Wet Bed Gang",5892,https://open.spotify.com/track/0YC2GENi574LpUCPEHk8qy
74,"End Game","Taylor Swift",5865,https://open.spotify.com/track/2x0WlnmfG39ZuDmstl9xfX
75,"R.I.P Holly Hood","Holly Hood",5865,https://open.spotify.com/track/2eMDFmOQ4mWJoI6YcKYNOy
76,"Trevo (Tu)",ANAVITÓRIA,5799,https://open.spotify.com/track/0o21KBZdbK4M0iY3mBwVmm
77,"Nada Mais","Fernando Daniel",5797,https://open.spotify.com/track/56Ay3uTpsPq3e6RURmJF9Q
78,"Não Se Passa Nada",Piruka,5758,https://open.spotify.com/track/7AcZsdwJFJEPxGwr2ErOvu
79,"Young Dumb & Broke",Khalid,5752,https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY
80,"She Loves Control","Camila Cabello",5745,https://open.spotify.com/track/5HwnezK198pJCEj1l2Adjy
81,"Ric Flair Drip (& Metro Boomin)",Offset,5745,https://open.spotify.com/track/7sO5G9EABYOXQKNPNiE9NR
82,"Nowadays (feat. Landon Cube)","Lil Skies",5724,https://open.spotify.com/track/2u7mxWSeoqTXndK5e08jMp
83,"Mo Boy",Dillaz,5687,https://open.spotify.com/track/0A3b3cu2JPBUTGC6qJEqUy
84,Sensualidad,"Bad Bunny",5534,https://open.spotify.com/track/5hcisvFMidkMJlElTO9Qmw
85,Fácil,"Holly Hood",5406,https://open.spotify.com/track/48xv7MWpMcpagWkgywOpXT
86,"Do You No Wrong - Single Version","Richie Campbell",5348,https://open.spotify.com/track/6FInCuMbSlhdlkiFv36KUi
87,"Esfrega Esfrega","Deejay Telio",5341,https://open.spotify.com/track/3029IUQQ26whiZDLqUMWLC
88,"Filho da Guida","9 Miller",5209,https://open.spotify.com/track/75AvbbGV21JDfukB6BTGBi
89,Believer,"Imagine Dragons",5187,https://open.spotify.com/track/0CcQNd8CINkwQfe1RDtGV6
90,"Home (with Machine Gun Kelly, X Ambassadors & Bebe Rexha)","Machine Gun Kelly",5105,https://open.spotify.com/track/0OI7AFifLSoGzpb8bdBLLV
91,"More Than You Know","Axwell /\ Ingrosso",4963,https://open.spotify.com/track/71bBFbfn2OBK5QwUJSLS44
92,Protagonista,Dillaz,4935,https://open.spotify.com/track/4JIjgTMy0SnBLbYQ9NYaAx
93,"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)","Calvin Harris",4861,https://open.spotify.com/track/5bcTCxgc7xVfSaMV3RuVke
94,"Bank Account","21 Savage",4860,https://open.spotify.com/track/2fQrGHiQOvpL9UgPvtYy6G
95,Rabiola,"MC Kevinho",4859,https://open.spotify.com/track/228vRHzGfQh47EfLjuY1Yr
96,Location,Khalid,4799,https://open.spotify.com/track/152lZdxL1OR0ZMW6KquMif
97,Zombie,"The Cranberries",4735,https://open.spotify.com/track/6xy6jNeNTYwjnKTDzMyHw2
98,"Something Just Like This","The Chainsmokers",4733,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW
99,Maluco,Karetus,4725,https://open.spotify.com/track/6h6rII20UySFUHiM3RPi6p
100,Consequences,"Camila Cabello",4697,https://open.spotify.com/track/7sTtHHrD0zDpmzQzH3zegz
101,goosebumps,"Travis Scott",4678,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
102,"Friends (with BloodPop®)","Justin Bieber",4631,https://open.spotify.com/track/7nZmah2llfvLDiUjm0kiyz
103,Mama,"Jonas Blue",4596,https://open.spotify.com/track/0NiXXAI876aGImAd6rTj8w
104,"EL BAÑO","Enrique Iglesias",4588,https://open.spotify.com/track/2vvdTrdryjsl8DmPIMDWZU
105,"There's Nothing Holdin' Me Back","Shawn Mendes",4472,https://open.spotify.com/track/79cuOz3SPQTuFrp8WgftAu
106,"Wild Thoughts (feat. Rihanna & Bryson Tiller)","DJ Khaled",4471,https://open.spotify.com/track/1OAh8uOEOvTDqkKFsKksCi
107,"Sorry Not Sorry","Demi Lovato",4451,https://open.spotify.com/track/3m660poUr1chesgkkjQM7P
108,"Your Song","Rita Ora",4413,https://open.spotify.com/track/4c2W3VKsOFoIg2SFaO6DY5
109,"Say You Won't Let Go","James Arthur",4392,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
110,Stargazing,Kygo,4358,https://open.spotify.com/track/0Zbbxnx4SGGHoIow4PpISP
111,"Despacito (Featuring Daddy Yankee)","Luis Fonsi",4357,https://open.spotify.com/track/4aWmUDTfIPGksMNLV2rQP2
112,"Symphony (feat. Zara Larsson)","Clean Bandit",4344,https://open.spotify.com/track/1x5sYLZiu9r5E43kMlt9f8
113,"Sky Walker (feat. Travis Scott)",Miguel,4324,https://open.spotify.com/track/5WoaF1B5XIEnWfmb5NZikf
114,"Certidão de Óbito",Piruka,4315,https://open.spotify.com/track/4S4uXv6c73k9UWaLCxUCHI
115,"No Promises (feat. Demi Lovato)","Cheat Codes",4312,https://open.spotify.com/track/1louJpMmzEicAn7lzDalPW
116,Criminal,"Natti Natasha",4310,https://open.spotify.com/track/6Za3190Sbw39BBC77WSS1C
117,"No vaya a ser","Pablo Alborán",4308,https://open.spotify.com/track/6ZZOdrcqRZzTCwGlsy00SU
118,"Go Flex","Post Malone",4219,https://open.spotify.com/track/5yuShbu70mtHXY0yLzCQLQ
119,Linger,"The Cranberries",4175,https://open.spotify.com/track/1aLNpg2kKvUncflV8xE5AA
120,"MIC Drop (feat. Desiigner) [Steve Aoki Remix]",BTS,4175,https://open.spotify.com/track/7Ed6BkggCS2KaKY5YlINaF
121,Spotlight,Marshmello,4146,https://open.spotify.com/track/6VrCmhRBFnuGKmtNfk4jDs
122,"All These Years","Camila Cabello",4090,https://open.spotify.com/track/4XLu3tTSZiPFVC9mmuR6Zp
123,"Bum Bum Tam Tam","MC Fioti",4022,https://open.spotify.com/track/4zWO4gvuFtw6EJZC5FFGlr
