,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Mi Gente","J Balvin",28419,https://open.spotify.com/track/2rb5MvYT7ZIxbKW5hfcHx8
2,Unforgettable,"French Montana",24375,https://open.spotify.com/track/3B54sVLJ402zGa6Xm4YGNe
3,"Felices los 4",Maluma,23408,https://open.spotify.com/track/0qYTZCo5Bwh1nsUFGZP3zn
4,"Look What You Made Me Do","Taylor Swift",22107,https://open.spotify.com/track/2VjtYe7gpfUi2OkGxR2O2z
5,"Wild Thoughts (feat. Rihanna & Bryson Tiller)","DJ Khaled",22071,https://open.spotify.com/track/1OAh8uOEOvTDqkKFsKksCi
6,"2U (feat. Justin Bieber)","David Guetta",19433,https://open.spotify.com/track/3A7qX2QjDlPnazUsRk5y0M
7,Mama,"Jonas Blue",19241,https://open.spotify.com/track/0NiXXAI876aGImAd6rTj8w
8,"New Rules","Dua Lipa",19177,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
9,"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)","Calvin Harris",18094,https://open.spotify.com/track/5bcTCxgc7xVfSaMV3RuVke
10,Attention,"Charlie Puth",17230,https://open.spotify.com/track/4iLqG9SeJSnt0cSPICSjxv
11,"XO TOUR Llif3","Lil Uzi Vert",15875,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO
12,"Friends (with BloodPop®)","Justin Bieber",15713,https://open.spotify.com/track/7nZmah2llfvLDiUjm0kiyz
13,"Sua cara (feat. Anitta & Pabllo Vittar)","Major Lazer",15675,https://open.spotify.com/track/3ibRxEv4KkcU9e259eyNJA
14,"Sorry Not Sorry","Demi Lovato",13810,https://open.spotify.com/track/25C5CowdsfXld2jJanbiex
15,"Me Rehúso","Danny Ocean",13662,https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl
16,"Shape of You","Ed Sheeran",13645,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
17,Thunder,"Imagine Dragons",13419,https://open.spotify.com/track/0tKcYR2II1VCQWT79i5NrW
18,"There's Nothing Holdin' Me Back","Shawn Mendes",13281,https://open.spotify.com/track/79cuOz3SPQTuFrp8WgftAu
19,Congratulations,"Post Malone",13214,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9
20,"Strip That Down","Liam Payne",13212,https://open.spotify.com/track/6EpRaXYhGOB3fj4V2uDkMJ
21,"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)","DJ Khaled",13056,https://open.spotify.com/track/3DXncPQOG4VBw3QHh3S817
22,Havana,"Camila Cabello",12910,https://open.spotify.com/track/0ofbQMrRDsUaVKq2mGLEAb
