,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,rockstar,"Post Malone",30388,https://open.spotify.com/track/1OmcAT5Y8eg5bUPv9qJT4R
2,"Mi Gente","J Balvin",22047,https://open.spotify.com/track/2rb5MvYT7ZIxbKW5hfcHx8
3,"Dusk Till Dawn - Radio Edit",ZAYN,21583,https://open.spotify.com/track/1j4kHkkpqZRBwE0A4CN4Yv
4,"New Rules","Dua Lipa",21346,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
5,Unforgettable,"French Montana",20635,https://open.spotify.com/track/3B54sVLJ402zGa6Xm4YGNe
6,1-800-273-8255,Logic,19615,https://open.spotify.com/track/5tz69p7tJuGPeMGwNTxYuV
7,"Felices los 4",Maluma,17834,https://open.spotify.com/track/0qYTZCo5Bwh1nsUFGZP3zn
8,"Too Good At Goodbyes - Edit","Sam Smith",17097,https://open.spotify.com/track/0mel2N9Ws9r4yLQn5QE21Y
9,Havana,"Camila Cabello",16338,https://open.spotify.com/track/0ofbQMrRDsUaVKq2mGLEAb
10,Silence,Marshmello,16254,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU
11,"Jocelyn Flores",XXXTENTACION,16113,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
12,"Sua cara (feat. Anitta & Pabllo Vittar)","Major Lazer",16011,https://open.spotify.com/track/3ibRxEv4KkcU9e259eyNJA
13,"Friends (with BloodPop®)","Justin Bieber",15921,https://open.spotify.com/track/7nZmah2llfvLDiUjm0kiyz
14,"Me Rehúso","Danny Ocean",14779,https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl
15,"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)","Calvin Harris",14774,https://open.spotify.com/track/5bcTCxgc7xVfSaMV3RuVke
16,"XO TOUR Llif3","Lil Uzi Vert",14204,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO
17,"Look What You Made Me Do","Taylor Swift",14172,https://open.spotify.com/track/6uFsE1JgZ20EXyU0JQZbUR
18,"Sorry Not Sorry","Demi Lovato",13641,https://open.spotify.com/track/25C5CowdsfXld2jJanbiex
19,"What Lovers Do (feat. SZA)","Maroon 5",13440,https://open.spotify.com/track/4mxWSdf71VFO52qFeY0fZt
20,Congratulations,"Post Malone",13293,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9
21,Mama,"Jonas Blue",12772,https://open.spotify.com/track/0NiXXAI876aGImAd6rTj8w
22,"Wild Thoughts (feat. Rihanna & Bryson Tiller)","DJ Khaled",12547,https://open.spotify.com/track/1OAh8uOEOvTDqkKFsKksCi
23,Attention,"Charlie Puth",12444,https://open.spotify.com/track/4iLqG9SeJSnt0cSPICSjxv
24,"2U (feat. Justin Bieber)","David Guetta",12255,https://open.spotify.com/track/3A7qX2QjDlPnazUsRk5y0M
25,"Glorious (feat. Skylar Grey)",Macklemore,11960,https://open.spotify.com/track/0CokSRCu5hZgPxcZBaEzVE
26,"Shape of You","Ed Sheeran",11840,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
27,Thunder,"Imagine Dragons",11566,https://open.spotify.com/track/0tKcYR2II1VCQWT79i5NrW
28,"Back to You (feat. Bebe Rexha & Digital Farm Animals)","Louis Tomlinson",11405,https://open.spotify.com/track/7F9vK8hNFMml4GtHsaXui6
29,HUMBLE.,"Kendrick Lamar",10738,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS
30,"What About Us",P!nk,10674,https://open.spotify.com/track/31MkGwj0SWgZaTvEt5Hgxv
31,"Strip That Down","Liam Payne",10133,https://open.spotify.com/track/6EpRaXYhGOB3fj4V2uDkMJ
32,"More Than You Know","Axwell /\ Ingrosso",10049,https://open.spotify.com/track/3PEgB3fkiojxms35ntsTgs
33,"Bank Account","21 Savage",9879,https://open.spotify.com/track/2fQrGHiQOvpL9UgPvtYy6G
